"ID","Type","Eco","mean_cv_studylevel","sd_cv_studylevel","cv_res"
"A152_P2","LAT","Mar",0.00708029918747885,0.460480124530173,"25km"
"A152_P3","LAT","Mar",1.13110504396456,2.5388912921217,"25km"
"A153_P1","ELE","Ter",-1.65645292483092,0.993577181197291,"1km"
"A154_P1","ELE","Ter",-0.218436091586396,0.0363913862805509,"1km"
"A154_P1","LAT","Ter",-0.00384659420883565,0.011050316552884,"1km"
"A155_P1","ELE","Ter",0.959810091863861,0.951425090775723,"1km"
"A155_P2","ELE","Ter",0.0279265476249291,1.34394747040369,"1km"
"A156_P1","ELE","Ter",0.364176611411666,0.775595646529065,"1km"
"A157_P1","ELE","Ter",-0.341262025911851,0.519984012419911,"1km"
"A158_P1","ELE","Ter",-3.07202255902824,2.05823973760973,"1km"
"A158_P2","ELE","Ter",-0.0765147787652233,0.0480910795421241,"1km"
"A158_P3","ELE","Ter",-0.148974728090081,0.0648425345438238,"1km"
"A158_P4","ELE","Ter",-0.219761827675154,0.0804108342313695,"1km"
"A159_P1","ELE","Ter",0.106546346098185,0.0214865144096071,"1km"
"A159_P1","LAT","Ter",0.0247092155414581,0.0605827318247628,"1km"
"A159_P2","ELE","Ter",0.106546346098185,0.0214865144096071,"1km"
"A159_P2","LAT","Ter",0.0247092155414581,0.0605827318247628,"1km"
"A16_P1","ELE","Ter",-0.452873442616574,0.0448189124023043,"1km"
"A16_P1","LAT","Ter",0.00626686291422608,0.0335133756023077,"1km"
"A160_P1","LAT","Mar",2.54455891930346,2.77056200533912,"25km"
"A161_P1","LAT","Mar",2.80510354383945,4.00894495459329,"25km"
"A162_P1","ELE","Ter",1.14916802451235,2.32706850293516,"1km"
"A164_P1","ELE","Ter",0.0348034163489866,0.0574653708985679,"1km"
"A165_P1","LAT","Mar",0.620131770817151,2.31001089412494,"25km"
"A166_P1","LAT","Mar",2.82777829861617,4.48854935188784,"25km"
"A167_P1","ELE","Ter",0.23858809743359,0.223241584822175,"1km"
"A168_P1","ELE","Ter",-8.32227689535725,8.85292120803832,"1km"
"A17_P1","ELE","Ter",0.083376396398585,1.07611463725314,"1km"
"A170_P1","ELE","Ter",-0.0705254342831005,0.0114013675469321,"1km"
"A170_P1","LAT","Ter",-0.00659788346470677,0.0414126886002514,"1km"
"A172_P1","ELE","Ter",0.311177132460806,0.0569508011266868,"1km"
"A172_P1","LAT","Ter",0.00191722632980802,0.0627877398131243,"1km"
"A173_P1","ELE","Ter",-0.089475798788081,0.0186775209280771,"1km"
"A174_P1","ELE","Ter",0.0307443416105192,0.826497329936515,"1km"
"A176_P1","LAT","Mar",0.00771525795409066,1.33247667740034,"25km"
"A177_P1","ELE","Ter",0.124890988619309,0.0180817640725898,"1km"
"A177_P1","LAT","Ter",-0.00179292452786307,0.00871646604746906,"1km"
"A178_P1","ELE","Ter",0.119884651921802,0.0121773139879982,"1km"
"A178_P1","LAT","Ter",-0.000128032603261182,0.00271084163433717,"1km"
"A179_P1","ELE","Ter",0.149583567035483,0.0231933163107895,"1km"
"A18_P1","ELE","Ter",7.06267332128325,6.08453385069396,"1km"
"A180_P1","ELE","Ter",-0.389948069061208,1.46239733850618,"1km"
"A181_P1","ELE","Ter",0.796681723309917,2.93090833628964,"1km"
"A183_P1","ELE","Ter",-0.0376413031753912,0.0913620120937488,"1km"
"A184_P1","ELE","Ter",0.0751642352736355,0.0139830440302708,"1km"
"A184_P1","LAT","Ter",0.0031221418015994,0.0127224716810964,"1km"
"A185_P1","ELE","Ter",-1.53936277729444,2.38156272655686,"1km"
"A186_P1","ELE","Ter",0.0633689579572163,0.0150781238132285,"1km"
"A186_P1","LAT","Ter",0.0742158353024795,0.753845712227917,"1km"
"A187_P1","ELE","Ter",2.90163049627906,2.57375988514109,"1km"
"A188_P1","LAT","Mar",3.71713772886678,1.71028182961911,"25km"
"A19_P1","ELE","Ter",5.40435370033455,3.39763768032545,"1km"
"A19_P2","ELE","Ter",2.63401568000405,3.36997415877531,"1km"
"A19_P3","ELE","Ter",6.94125191388906,4.26601867705617,"1km"
"A19_P4","ELE","Ter",0.560816084468085,1.66873744548544,"1km"
"A190_P1","ELE","Ter",0.0940416022068671,0.0348058827665049,"1km"
"A192_P1","ELE","Ter",-0.0210213824889086,0.00445110448136974,"1km"
"A192_P1","LAT","Ter",0.000128014673192165,0.00158079190312114,"1km"
"A193_P1","ELE","Ter",0.15797941514007,0.0291358714599346,"1km"
"A194_P1","LAT","Mar",2.76380895726931,5.74735165463989,"25km"
"A195_P1","ELE","Ter",1.65895300432407,0.318411365430024,"1km"
"A196_P1","LAT","Mar",0.669231073358039,0.64874501009044,"25km"
"A196_P2","LAT","Mar",0.669231073358039,0.64874501009044,"25km"
"A196_P3","LAT","Mar",0.3572319659199,0.503249462610999,"25km"
"A196_P4","LAT","Mar",0.3572319659199,0.503249462610999,"25km"
"A2_P1","ELE","Ter",-0.043513975610976,0.802348743530409,"1km"
"A20_P1","ELE","Ter",1.75632001255897,2.71872790530893,"1km"
"A201_P1","LAT","Mar",1.817563301482,2.34173556883009,"25km"
"A202_P1","LAT","Mar",1.09409546923693,0.856116798796554,"25km"
"A204_P1","ELE","Ter",0.353991491598835,0.226475684583338,"1km"
"A206_P1","ELE","Ter",0.398414940588058,0.0629945079770671,"1km"
