"scientificName_checked","ID","Type","Eco","Param","group","ShiftKmY","DispersalPotentialKmY","MedianDispersalPotentialKmY","ClimVeloKmY_RelScale","sdClimVeloKmY_RelScale","q1ClimVeloKmY_RelScale","q3ClimVeloKmY_RelScale","RelScale","ClimVeloKmY_25km","sdClimVeloKmY_25km","q1ClimVeloKmY_25km","q3ClimVeloKmY_25km","ClimVeloKmY_50km","sdClimVeloKmY_50km","q1ClimVeloKmY_50km","q3ClimVeloKmY_50km","ClimVeloKmY_110km","sdClimVeloKmY_110km","q1ClimVeloKmY_110km","q3ClimVeloKmY_110km","MaxDispersalDistanceKm","Article_ID","Study_ID","ID_BioShifts","ID_CoRE","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","Latmin","Latmax","EleExtentm","Eleminm","Elemaxm","Elemeanm","Study_area","Subsp_or_Pop","sp_name_publication","sp_name_database","sp_name_checked","kingdom","phylum","class","family","taxonID","taxon_method","Trend","unit","Significance","Magnitude","Angle","FigTable","START_firstperiod","MIDPOINT_firstperiod","END_firstperiod","START_secondperiod","MIDPOINT_secondperiod","END_secondperiod","Duration","Direction","Rate","UnitRate","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Position_definition","Position_definition_category","scientificName","order","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","type","ObservationTypeGeneral","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity","LimitingRate","LimitingRate_median","LimitingRate_q3","LimitingRate_q3_median","what_is_limiting","what_is_limiting_q3","colour","colour_q3"
"Nycticorax nycticorax","A17_P1","LAT","Ter","LE","Bird",-0.1667,8.309647072,7.300594454,0.016306,1.1013261,-0.7683033,0.6526894,"25km",0.016306,1.1013261,-0.7683033,0.6526894,-0.3508812,1.6283658,-1.8413807,1.08662,3.1502127,1.0539593,1.882918,4.0707798,8.309647072,"A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.43,490.15,4851044.35,5341198.51,1487.46,-20,1467.46,301.34,"New York State",NA,"Nycticorax_nycticorax","Nycticorax_nycticorax","Nycticorax_nycticorax","Animalia","Chordata","Aves","Ardeidae","GBIF:2480863","Find_Sci_Names",-3.5,"km","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Contraction",-0.1667,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10 most northerly cells","Mean of extremes","Nycticorax nycticorax","Pelecaniformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",8.309647072,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",7.300594454,2,365,1,0.016306,0.016306,0.6526894,0.6526894,"Climate","Climate",0.016306,0.6526894
"Progne subis","A17_P1","LAT","Ter","LE","Bird",-0.119,336,41.14800003,3.0735057,0.9363728,2.1712639,3.8186529,"110km",0.0945597,1.0320848,-0.5781482,0.7024482,-0.2575965,1.5022914,-1.6298569,0.9826807,3.0735057,0.9363728,2.1712639,3.8186529,336,"A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.43,490.15,4851044.35,5341198.51,1487.46,-20,1467.46,301.34,"New York State",NA,"Progne_subis","Progne_subis","Progne_subis","Animalia","Chordata","Aves","Hirundinidae","GBIF:2489129","Find_Sci_Names",-2.5,"km","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Contraction",-0.119,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10 most northerly cells","Mean of extremes","Progne subis","Passeriformes","natal dispersal","Allen and Nice (1952)","Natal_dispersal_maximum_distance_(km)",336,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",41.14800003,5,365,1,3.0735057,3.0735057,3.8186529,3.8186529,"Climate","Climate",3.0735057,3.8186529
"Parkesia motacilla","A17_P1","LAT","Ter","LE","Bird",-0.381,4,4,0.0953992,0.8672155,-0.445208,0.6127381,"25km",0.0953992,0.8672155,-0.445208,0.6127381,0.1439829,1.295381,-0.8655886,1.0431734,2.8580535,0.9667965,1.882918,3.7681954,4,"A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.43,490.15,4851044.35,5341198.51,1487.46,-20,1467.46,301.34,"New York State",NA,"Seiurus_motacilla","Parkesia_motacilla","Parkesia_motacilla","Animalia","Chordata","Aves","Parulidae","GBIF:6093862","Find_Sci_Names",-8,"km","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Contraction",-0.381,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10 most northerly cells","Mean of extremes","Parkesia motacilla","Passeriformes","natal dispersal","Robinson (1995)","Natal_dispersal_maximum_distance_(km)",4,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",4,2,365,1,0.0953992,0.0953992,0.6127381,0.6127381,"Climate","Climate",0.0953992,0.6127381
"Troglodytes aedon","A17_P1","LAT","Ter","LE","Bird",-0.0238,147.4331741,147.4331741,3.0365834,0.9386639,1.9699173,3.8186529,"110km",0.0802348,0.9482666,-0.5096971,0.6106523,-0.0695988,1.4199449,-1.2223147,1.033828,3.0365834,0.9386639,1.9699173,3.8186529,147.4331741,"A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.43,490.15,4851044.35,5341198.51,1487.46,-20,1467.46,301.34,"New York State",NA,"Troglodytes_aedon","Troglodytes_aedon","Troglodytes_aedon","Animalia","Chordata","Aves","Troglodytidae","GBIF:5231459","Find_Sci_Names",-0.5,"km","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Contraction",-0.0238,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10 most northerly cells","Mean of extremes","Troglodytes aedon","Passeriformes","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",147.4331741,"SingleObservation","km","Chu 2021",NA,"Unknown","natal dispersal",147.4331741,2,365,1,3.0365834,3.0365834,3.8186529,3.8186529,"Climate","Climate",3.0365834,3.8186529
"Vireo griseus","A17_P1","LAT","Ter","LE","Bird",-3.0476,20,20,1.0583127,0.6927486,0.5556752,1.4994723,"25km",1.0583127,0.6927486,0.5556752,1.4994723,1.2488514,0.3360297,0.9416536,1.520322,1.6873959,0.2174306,1.4902189,1.8345742,20,"A17","P1",17,75,"Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",42.93768,-75.49951,126379.43,490.15,4851044.35,5341198.51,1487.46,-20,1467.46,301.34,"New York State",NA,"Vireo_griseus","Vireo_griseus","Vireo_griseus","Animalia","Chordata","Aves","Vireonidae","GBIF:2487413","Find_Sci_Names",-64,"km","U",NA,NA,"Table A1",1980,1982.5,1985,2000,2002.5,2005,21,"Contraction",-3.0476,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10 most northerly cells","Mean of extremes","Vireo griseus","Passeriformes","natal dispersal","Hopp et al. (1995)","Natal_dispersal_maximum_distance_(km)",20,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",20,2,364.234,1,1.0583127,1.0583127,1.4994723,1.4994723,"Climate","Climate",1.0583127,1.4994723
"Acrocephalus scirpaceus","A181_P1","LAT","Ter","LE","Bird",4.7491,271,32.4,5.7314806,1.7022846,5.1277699,6.6504612,"110km",1.7326641,2.9521831,-0.0622028,3.5204439,3.9211503,3.0547247,1.9667218,6.2818007,5.7314806,1.7022846,5.1277699,6.6504612,271,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,5868786.85,6936841.22,1238.93,-5.3,1233.63,157.52,"Great Britain",NA,"Acrocephalus_scirpaceus","Acrocephalus_scirpaceus","Acrocephalus_scirpaceus","Animalia","Chordata","Aves","Acrocephalidae","GBIF:2493118","Find_Sci_Names",75985,"m","U",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",4.7491,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","Resurveyed+Detectability","Peak density*exp(-2) weighted latitude","Modeled limit","Acrocephalus scirpaceus","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",271000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",32.4,5,364.234,1,5.7314806,5.7314806,6.6504612,6.6504612,"Climate","Climate",5.7314806,6.6504612
"Dendrocopos major","A181_P1","LAT","Ter","LE","Bird",13.1512,56.1,5.875,3.046581,3.6641934,1.1290852,5.7856207,"50km",1.3952112,2.8694105,-0.3156618,3.0707078,3.046581,3.6641934,1.1290852,5.7856207,5.1310759,2.5815454,4.5501184,6.6504612,56.1,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,5868786.85,6936841.22,1238.93,-5.3,1233.63,157.52,"Great Britain",NA,"Dendrocopos_major","Dendrocopos_major","Dendrocopos_major","Animalia","Chordata","Aves","Picidae","GBIF:2477968","Find_Sci_Names",210420,"m","Y",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",13.1512,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","Resurveyed+Detectability","Peak density*exp(-2) weighted latitude","Modeled limit","Dendrocopos major",NA,"individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",56100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",5.875,5,365,1,3.046581,3.046581,5.7856207,5.7856207,"Climate","Climate",3.046581,5.7856207
"Emberiza citrinella","A181_P1","LAT","Ter","LE","Bird",2.4476,36,2.026,1.3211263,2.8488122,-0.3211195,3.0650823,"25km",1.3211263,2.8488122,-0.3211195,3.0650823,2.9976718,3.6763602,1.0934973,5.7061605,5.0216861,2.7337193,4.5501184,6.6504612,36,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,5868786.85,6936841.22,1238.93,-5.3,1233.63,157.52,"Great Britain",NA,"Emberiza_citrinella","Emberiza_citrinella","Emberiza_citrinella","Animalia","Chordata","Aves","Emberizidae","GBIF:2491534","Find_Sci_Names",39161.5,"m","U",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",2.4476,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","Resurveyed+Detectability","Peak density*exp(-2) weighted latitude","Modeled limit","Emberiza citrinella","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",36000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",2.026,5,364.234,1,1.3211263,1.3211263,3.0650823,2.026,"Climate","Climate",1.3211263,3.0650823
"Fulica atra","A181_P1","LAT","Ter","LE","Bird",-2.8494,79.4,20.5,3.5038806,3.4819445,1.7493182,5.9118547,"50km",1.5073676,2.827571,-0.2709275,3.3128133,3.5038806,3.4819445,1.7493182,5.9118547,5.525748,2.1556977,5.1277699,6.6504612,79.4,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,5868786.85,6936841.22,1238.93,-5.3,1233.63,157.52,"Great Britain",NA,"Fulica_atra","Fulica_atra","Fulica_atra","Animalia","Chordata","Aves","Rallidae","GBIF:2474377","Find_Sci_Names",-45591,"m","N",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Contraction",-2.8494,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","Resurveyed+Detectability","Peak density*exp(-2) weighted latitude","Modeled limit","Fulica atra","Gruiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",79400,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",20.5,5,365,1,3.5038806,3.5038806,5.9118547,5.9118547,"Climate","Climate",3.5038806,5.9118547
"Gallinula chloropus","A181_P1","LAT","Ter","LE","Bird",-1.7535,25.1,4.5,1.3868139,2.9378871,-0.3184546,3.1120999,"25km",1.3868139,2.9378871,-0.3184546,3.1120999,3.2478226,3.586614,1.4143949,5.8706713,5.2214865,2.5883164,4.5501184,6.6504612,25.1,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,5868786.85,6936841.22,1238.93,-5.3,1233.63,157.52,"Great Britain",NA,"Gallinula_chloropus","Gallinula_chloropus","Gallinula_chloropus","Animalia","Chordata","Aves","Rallidae","GBIF:5228199","Find_Sci_Names",-28056,"m","N",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Contraction",-1.7535,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","Resurveyed+Detectability","Peak density*exp(-2) weighted latitude","Modeled limit","Gallinula chloropus","Gruiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",25100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",4.5,5,364.234,1,1.3868139,1.3868139,3.1120999,3.1120999,"Climate","Climate",1.3868139,3.1120999
"Garrulus glandarius","A181_P1","LAT","Ter","LE","Bird",9.8634,19,2.8,1.7255313,2.8194864,0.0520346,3.4597771,"25km",1.7255313,2.8194864,0.0520346,3.4597771,3.6247991,3.2356107,1.7729881,5.875072,5.5990037,1.8613585,5.1277699,6.6504612,19,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,5868786.85,6936841.22,1238.93,-5.3,1233.63,157.52,"Great Britain",NA,"Garrulus_glandarius","Garrulus_glandarius","Garrulus_glandarius","Animalia","Chordata","Aves","Corvidae","GBIF:5229493","Find_Sci_Names",157815,"m","Y",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",9.8634,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","Resurveyed+Detectability","Peak density*exp(-2) weighted latitude","Modeled limit","Garrulus glandarius","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",19000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",2.8,5,364.234,1,1.7255313,1.7255313,3.4597771,2.8,"Climate","Climate",1.7255313,3.4597771
"Phoenicurus phoenicurus","A181_P1","LAT","Ter","LE","Bird",2.1919,36,12.2,1.2711022,2.9117062,-0.3767751,2.9751987,"25km",1.2711022,2.9117062,-0.3767751,2.9751987,2.8178323,3.7434175,1.0254042,5.2638602,5.0458457,2.7743,4.5501184,6.6504612,36,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,5868786.85,6936841.22,1238.93,-5.3,1233.63,157.52,"Great Britain",NA,"Phoenicurus_phoenicurus","Phoenicurus_phoenicurus","Phoenicurus_phoenicurus","Animalia","Chordata","Aves","Muscicapidae","GBIF:5739317","Find_Sci_Names",35070,"m","N",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",2.1919,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","Resurveyed+Detectability","Peak density*exp(-2) weighted latitude","Modeled limit","Phoenicurus phoenicurus","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",36000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",12.2,3,364.234,1,1.2711022,1.2711022,2.9751987,2.9751987,"Climate","Climate",1.2711022,2.9751987
"Pica pica","A181_P1","LAT","Ter","LE","Bird",4.5299,22.15,0.65,1.605165,2.8683807,-0.1820743,3.4597771,"25km",1.605165,2.8683807,-0.1820743,3.4597771,3.7742616,3.2166213,1.9533776,6.0843039,5.5309603,2.1384427,5.1277699,6.6504612,44.3,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,5868786.85,6936841.22,1238.93,-5.3,1233.63,157.52,"Great Britain",NA,"Pica_pica","Pica_pica","Pica_pica","Animalia","Chordata","Aves","Corvidae","GBIF:5229490","Find_Sci_Names",72478,"m","Y",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",4.5299,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","Resurveyed+Detectability","Peak density*exp(-2) weighted latitude","Modeled limit","Pica pica","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",44300,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",1.3,7,637.601,2,1.605165,0.65,3.4597771,0.65,"Climate","Climate",1.605165,3.4597771
"Picus viridis","A181_P1","LAT","Ter","LE","Bird",4.1281,27.8,2.049,1.5677255,2.7993979,-0.0927582,3.3640451,"25km",1.5677255,2.7993979,-0.0927582,3.3640451,3.6160667,3.2052508,1.7493182,5.9118547,5.526371,2.0975418,5.1277699,6.6504612,27.8,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,5868786.85,6936841.22,1238.93,-5.3,1233.63,157.52,"Great Britain",NA,"Picus_viridis","Picus_viridis","Picus_viridis","Animalia","Chordata","Aves","Picidae","GBIF:2478523","Find_Sci_Names",66049,"m","Y",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",4.1281,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","Resurveyed+Detectability","Peak density*exp(-2) weighted latitude","Modeled limit","Picus viridis","Piciformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",27800,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",2.049,5,364.234,1,1.5677255,1.5677255,3.3640451,2.049,"Climate","Climate",1.5677255,3.3640451
"Sitta europaea","A181_P1","LAT","Ter","LE","Bird",7.8543,24.1,1.4515,1.8607805,2.7983354,0.0708673,3.7612181,"25km",1.8607805,2.7983354,0.0708673,3.7612181,4.0888968,3.0692296,2.0471547,6.2917829,5.8591072,1.5307817,5.1838593,6.6504612,24.1,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,5868786.85,6936841.22,1238.93,-5.3,1233.63,157.52,"Great Britain",NA,"Sitta_europaea","Sitta_europaea","Sitta_europaea","Animalia","Chordata","Aves","Sittidae","GBIF:2484916","Find_Sci_Names",125668,"m","Y",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",7.8543,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","Resurveyed+Detectability","Peak density*exp(-2) weighted latitude","Modeled limit","Sitta europaea","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",24100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",1.4515,6,364.234,1,1.8607805,1.4515,3.7612181,1.4515,"Climate","Climate",1.8607805,3.7612181
"Streptopelia decaocto","A181_P1","LAT","Ter","LE","Bird",1.0229,59.9,4.1,3.1946315,3.6288439,1.2771573,5.8706713,"50km",1.3506293,3.0579298,-0.356452,3.1877794,3.1946315,3.6288439,1.2771573,5.8706713,5.1172265,2.7024256,4.5501184,6.6504612,59.9,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,5868786.85,6936841.22,1238.93,-5.3,1233.63,157.52,"Great Britain",NA,"Streptopelia_decaocto","Streptopelia_decaocto","Streptopelia_decaocto","Animalia","Chordata","Aves","Columbidae","GBIF:2495696","Find_Sci_Names",16366,"m","N",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",1.0229,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","Resurveyed+Detectability","Peak density*exp(-2) weighted latitude","Modeled limit","Streptopelia decaocto","Columbiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",59900,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",4.1,5,364.234,1,3.1946315,3.1946315,5.8706713,4.1,"Climate","Climate",3.1946315,5.8706713
"Sylvia atricapilla","A181_P1","LAT","Ter","LE","Bird",4.2376,117,27.5,5.4235923,2.260206,5.1277699,6.6504612,"110km",1.5431507,2.8279943,-0.1591058,3.3128133,3.4320896,3.4490786,1.6338001,5.875072,5.4235923,2.260206,5.1277699,6.6504612,117,"A181","P1",181,414,"Massimino_al_2015_BS","10.1080/00063657.2015.1089835",54.0785,-2.63665,227453.59,1068.05,5868786.85,6936841.22,1238.93,-5.3,1233.63,157.52,"Great Britain",NA,"Sylvia_atricapilla","Sylvia_atricapilla","Sylvia_atricapilla","Animalia","Chordata","Aves","Sylviidae","GBIF:2492956","Find_Sci_Names",67802,"m","N",NA,NA,"Author provided data, Table S2",1994,1994,1994,2009,2009,2009,16,"Expansion",4.2376,"km/year","moderate",16,"CONTINUOUS","TimeSeries","abundance","Resurveyed+Detectability","Peak density*exp(-2) weighted latitude","Modeled limit","Sylvia atricapilla","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",117000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",27.5,5,364.234,1,5.4235923,5.4235923,6.6504612,6.6504612,"Climate","Climate",5.4235923,6.6504612
"Carduelis carduelis","A187_P1","LAT","Ter","LE","Bird",6.2927,52.2,10.6,2.2417203,2.3909555,0.6877933,4.1937165,"50km",0.9404991,1.6667609,-0.0797071,1.942005,2.2417203,2.3909555,0.6877933,4.1937165,3.4687248,1.8737964,2.5536849,4.1867456,52.2,"A187","P1",187,NA,"Solow_al_2014_BL","10.1098/rsbl.2013.0808",54.0785,-2.63665,227453.59,1068.05,5868786.85,6936841.22,1238.93,-5.3,1233.63,157.52,"Great Britain",NA,"Carduelis_carduelis","Carduelis_carduelis","Carduelis_carduelis","Animalia","Chordata","Aves","Fringillidae","GBIF:2494686","Find_Sci_Names",129,"km","Y",NA,NA,"Pgs. 2-3",1968,1970,1972,1988,1989.5,1991,20.5,"Expansion",6.2927,"km/year","large",2,"TWO","CensusPeriods","occurrence","Model","latitude beyond which the observed occupancy rate njt/mj exhibits a
general decline","Modeled limit","Carduelis carduelis","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",52200,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",10.6,5,365,1,2.2417203,2.2417203,4.1937165,4.1937165,"Climate","Climate",2.2417203,4.1937165
"Parkesia motacilla","A214_P1","LAT","Ter","LE","Bird",-1.0867,4,4,1.0494836,0.9607643,0.3736067,1.5691048,"25km",1.0494836,0.9607643,0.3736067,1.5691048,1.2493414,0.9436548,0.5022924,1.7967629,1.4683815,0.8996743,0.7133565,2.0395274,4,"A214","P1",214,NA,"Coristine_al_2015_EE","10.1002/ece3.1683",40.82978,-98.25898,9199076.56,2975.94,3062602.27,6038545.5,4311.58,-84,4227.58,735.62,"North America",NA,"Seiurus_motacilla","Parkesia_motacilla","Parkesia_motacilla","Animalia","Chordata","Aves","Parulidae","GBIF:6093862","Find_Sci_Names",-20.6478,"km","U",NA,NA,"Data from author",1984,1986,1988,2002,2004,2006,19,"Contraction",-1.0867,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Average location of the 10 most poleward routes where species were observed","Mean of extremes","Parkesia motacilla","Passeriformes","natal dispersal","Robinson (1995)","Natal_dispersal_maximum_distance_(km)",4,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",4,2,365,1,1.0494836,1.0494836,1.5691048,1.5691048,"Climate","Climate",1.0494836,1.5691048
"Passerina cyanea","A214_P1","LAT","Ter","LE","Bird",3.6173,470,470,1.9583173,1.1701853,0.9312703,2.8072176,"110km",1.1681664,1.1480764,0.3895741,1.8089639,1.5172277,1.2592636,0.5711537,2.2185154,1.9583173,1.1701853,0.9312703,2.8072176,470,"A214","P1",214,NA,"Coristine_al_2015_EE","10.1002/ece3.1683",40.82978,-98.25898,9199076.56,2975.94,3062602.27,6038545.5,4311.58,-84,4227.58,735.62,"North America",NA,"Passerina_cyanea","Passerina_cyanea","Passerina_cyanea","Animalia","Chordata","Aves","Cardinalidae","GBIF:2490327","Find_Sci_Names",68.7296,"km","U",NA,NA,"Data from author",1984,1986,1988,2002,2004,2006,19,"Expansion",3.6173,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Average location of the 10 most poleward routes where species were observed","Mean of extremes","Passerina cyanea","Passeriformes","natal dispersal","Payne (1991)","Natal_dispersal_maximum_distance_(km)",470,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",470,2,365,1,1.9583173,1.9583173,2.8072176,2.8072176,"Climate","Climate",1.9583173,2.8072176
"Sitta pusilla","A214_P1","LAT","Ter","LE","Bird",2.5992,3.532518744,3.532518744,0.9556095,0.7957549,0.3837863,1.3998212,"25km",0.9556095,0.7957549,0.3837863,1.3998212,1.1086826,0.7816498,0.4982957,1.6253114,1.1753207,0.6810912,0.6057122,1.6148771,3.532518744,"A214","P1",214,NA,"Coristine_al_2015_EE","10.1002/ece3.1683",40.82978,-98.25898,9199076.56,2975.94,3062602.27,6038545.5,4311.58,-84,4227.58,735.62,"North America",NA,"Sitta_pusilla","Sitta_pusilla","Sitta_pusilla","Animalia","Chordata","Aves","Sittidae","GBIF:2484904","Find_Sci_Names",49.3854,"km","U",NA,NA,"Data from author",1984,1986,1988,2002,2004,2006,19,"Expansion",2.5992,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Average location of the 10 most poleward routes where species were observed","Mean of extremes","Sitta pusilla","Passeriformes","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",3.532518744,"SingleObservation","km","Chu 2021",NA,"Unknown","natal dispersal",3.532518744,2,364.234,1,0.9556095,0.9556095,1.3998212,1.3998212,"Climate","Climate",0.9556095,1.3998212
"Acer rubrum","A234_P1","LAT","Ter","LE","Plant",0.265,1.1371,0.03143,0.6887467,0.7326808,0.2096163,1.0509953,"25km",0.6887467,0.7326808,0.2096163,1.0509953,0.909037,0.7030133,0.5091636,1.252144,1.5462951,0.3834415,1.2863368,1.634845,11.371,"A234","P1",234,446,"Sittaro_al_2017_GCB","10.1111/gcb.13622",49.59843,-71.00026,780681.79,957.37,5339680.46,6297046.33,1437.45,-2.2,1435.25,330.03,"Quebec, Canada","adult","Acer_rubrum","Acer_rubrum","Acer_rubrum","Plantae","Tracheophyta","Magnoliopsida","Sapindaceae","GBIF:3189883","Find_Sci_Names",0.265,"km/year","U",NA,NA,"Table (1)",1970,1974,1978,2000,2006,2012,33,"Expansion",0.265,"km/year","small",2,"TWO","CensusPeriods","occurrence","Resurveyed","95th percentile of latitudinal occurrence","Percentile","Acer rubrum","Sapindales","seed dispersal (field)","Higgins et al. 2003","Maximum_recorded_dispersal_distance_(m)",11371,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.3143,7,3650,10,0.6887467,0.03143,1.0509953,0.03143,"Climate","Climate",0.6887467,1.0509953
