"SpeciesChecked";"m";"sd";"med";"q025";"q975";"n"
"Tetradymia spinosa";94.488;4.3105229381132;94.488;91.5924;97.3836;2
"Tetragonia tetragonoides";27.5;3.53553390593274;27.5;25.125;29.875;2
"Tetraneuris acaulis";3.32509803921569;0.994929892100985;3.2;1.8;5.15;51
"Teucrium chamaedrys";22.426125;12.7539941716908;22.5;5;50;24
"Teucrium lucidum";36.25;12.5;37.5;21.125;49.25;4
"Teucrium montanum";18.95;11.8800720162426;18.25;5;35;10
"Teucrium polium";20.1026086956522;10.0787860999731;20;8.3355;39;23
"Teucrium scorodonia";31.8333333333333;15.8241049936663;30;10;62.75;30
"Thalictrum alpinum";7.309;3.63840031361384;7;3.475;15;20
"Thalictrum dioicum";264.76;1090.72625957815;49;24;2240.19999999999;25
"Thalictrum fendleri";48.55;18.9351661529911;45.5;20.45;79.2;30
"Thalictrum flavum";70.7692307692308;24.5667588628545;75;36;100;13
"Thalictrum minus";59.3834782608696;44.1578455511069;50;10.9225;150;23
"Thamnosma montana";45.72;21.552614690566;45.72;31.242;60.198;2
"Thesium alpinum";18.5;7.75134396948899;19;8.3;29.25;7
"Thesium humifusum";16.875;11.8285575083048;16.25;5;37.25;12
"Thinopyrum elongatum";152.4;NA;152.4;152.4;152.4;1
"Thinopyrum intermedium";64.8658823529412;12.6867408995536;65;45.825;92.938;34
"Thlaspi arvense";39.9895833333333;26.0493343784054;35;7.875;80;24
"Thuja occidentalis";1954.59459459459;679.657080995812;2000;761.8;3410;37
"Thymophylla pentachaeta";2560.32;NA;2560.32;2560.32;2560.32;1
"Thymus praecox";7.47;3.56032227991261;7;1.9475;13.575;20
"Thymus pulegioides";18.4;10.4426799825232;20;4.1925;37.125;24
"Thymus vulgaris";22.7963636363636;11.908211084907;20;5.725;47.825;110
"Tiarella cordifolia";20;NA;20;20;20;1
"Tiarella trifoliata";20;NA;20;20;20;1
"Tilia americana";1668.80901408451;1312.60521734576;1200;10;4300;71
"Tilia cordata";2433.99111111111;883.338421666305;2500;800;4000;45
"Tilia platyphyllos";3233.33333333333;935.032466968776;3500;1000;4000;36
"Tofieldia pusilla";8.07333333333333;7.02007206264337;5;1.425;20;18
"Tonella tenella";30;NA;30;30;30;1
"Torilis arvensis";55.2777777777778;28.308812919105;50;20;100;18
"Torilis japonica";59.0916666666667;46.0117448241719;63.5;5;125;18
"Torilis nodosa";37.8846153846154;13.2226980450188;40;16.5;50;13
"Torreya californica";1914.44444444444;1356.46262376565;2000;300;4300;18
"Toxicodendron diversilobum";852;1203.9601322303;400;206;2740;5
"Toxicodendron radicans";829.1;1450.87143009526;142.5;31.67;2793.75;4
"Toxicoscordion paniculatum";48.768;NA;48.768;48.768;48.768;1
"Trachycarpus fortunei";900;547.722557505166;900;322.5;1477.5;4
"Tragia ramosa";22.2;0;22.2;22.2;22.2;52
"Tragopogon dubius";44.0450476190476;21.828639884267;40;20;91.44;35
"Tragopogon porrifolius";63.4575;42.2145806564509;53;10;137.16;16
"Tragopogon pratensis";38.9166666666667;18.429673278245;39.5;11.75;75.625;36
"Trianthema portulacastrum";5;NA;5;5;5;1
"Tribulus terrestris";15.3172727272727;18.6158191283162;10;1;53.75;11
"Trichophorum cespitosum";24.0384615384615;16.3152044864874;35;5;40;13
"Trichostema parishii";120;NA;120;120;120;1
"Trifolium alpinum";8.65487804878049;3.5361491215383;7;5;17.2;41
"Trifolium arvense";18.5547636027221;9.83797033726821;19.1;4.9775;40;38
"Trifolium badium";12.8636363636364;5.89659955937627;12.5;5;25.8;33
"Trifolium campestre";22.4303355930975;12.5755949213748;20;5.1253;50;37
"Trifolium dubium";25.3991692186801;11.7208670125076;25;5.93633038842404;50;36
"Trifolium fragiferum";22.0998765432099;13.7470595606977;18;5.46583333333334;51.05;27
"Trifolium glomeratum";12.8934133123661;10.0474450905966;8.58413312366099;4.055;32.625;20
"Trifolium hirtum";20.8815384615385;8.29311144480149;25;7.62;30.48;13
"Trifolium incarnatum";24.3444;13.0587978257212;20;9.225;50;50
"Trifolium longipes";5.75904761904762;3.2860948019829;4.3;2.45;13.32;21
"Trifolium macrocephalum";60.96;NA;60.96;60.96;60.96;1
"Trifolium medium";32.5;14.8323969741913;30;11.875;50;16
"Trifolium micranthum";7.792;6.14483231752717;6.5;2;20;20
"Trifolium microdon";7.63636363636364;3.69520573913625;7;3;13;11
"Trifolium ochroleucon";31.5210526315789;14.7576657649646;35;7.8475;50;19
"Trifolium ornithopodioides";10.2727272727273;8.50988729761927;11;2;20;11
"Trifolium pratense";33.6256079664727;20.8952113360756;31.4;5;87.99;212
"Trifolium repens";18.6554428105065;12.1694642688153;15.24;4.215;50;204
"Trifolium scabrum";15.2793650793651;7.5651797140106;15;4.62111111111111;28.375;14
"Trifolium striatum";18.4511111111111;13.5284697142898;18.25;5;41.5;18
"Trifolium subterraneum";10.3671220126599;7.27956728476206;9;3;30;41
"Trifolium suffocatum";2.8;1.98885785202351;2;1;5;10
"Trifolium thalii";5.29166666666667;4.01960159340412;4.5;1.6375;13.625;12
"Trifolium wormskioldii";106.68;NA;106.68;106.68;106.68;1
"Triglochin maritima";17.4838709677419;17.6684671429866;12;1;60;31
"Triglochin palustris";35.4166666666667;22.6091627979508;30;10;70;12
"Triglochin scilloides";22.86;NA;22.86;22.86;22.86;1
"Trillium grandiflorum";24.2;9.04142513219308;22;14.475;47.625;20
"Trisetum alpestre";27.5;12.5;27.5;15.625;39.375;3
"Trisetum canescens";106.68;NA;106.68;106.68;106.68;1
"Trisetum distichophyllum";11.5;7.60263112349929;8.75;5.125;23.8125;6
"Trisetum flavescens";54.2402417939785;23.8206519167336;57;3.32;97.3;93
"Trisetum spicatum";17.58275;16.9848144928681;12.5;5.4375;51.2774;8
"Triticum aestivum";29.669;34.3496445353326;17.7;4.425;150;136
"Trollius europaeus";31.566;16.6594425176835;30;10;60;25
"Tropaeolum majus";83.625;98.8085269599745;36.5;28.35;276.375;8
"Tsuga canadensis";2879.46742857143;1178.71349992105;3000;780.584;5330;35
"Tsuga heterophylla";3795.49348837209;2363.29269264716;4500;134.493;7400;86
"Tsuga mertensiana";2890.73333333333;1499.75945626846;3810;925.1;3976.25;6
"Turritis glabra";70.6428571428571;29.2383065759385;59;42;120;21
"Tussilago farfara";22.3444444444444;18.4991342568772;18;2.4375;57.6;36
"Typha angustifolia";206.310857142857;66.2051840020648;204;100;300;14
"Typha domingensis";150;50;150;102.5;197.5;3
"Typha latifolia";179.763636363636;59.905046076725;152.4;100;268.75;11
"Ulex europaeus";158.064516129032;78.5459252004291;200;60;287.5;31
"Ulex gallii";110.357142857143;73.8622492761483;127.5;10;200;14
"Ulex minor";70.8333333333333;52.8446735613867;100;5;150;15
"Ulex parviflorus";98.6111111111111;42.8994301956461;96;50;174;9
"Ulmus alata";941.392380952381;817.932653259034;400;300;2992.5;42
"Ulmus americana";459.087205882353;1220.92025579171;5.2;2.6125;4000;136
"Ulmus glabra";3422.76595744681;1002.31623519608;3700;660;4725;47
"Umbellularia californica";2724.21333333333;1412.02167970308;2499.68;992.94;5330;12
"Umbilicus rupestris";21.0833333333333;12.9155180329945;15;10;40;12
"Urtica dioica";85.9029554393578;60.3656403091038;82.5;6.05;180;109
"Urtica urens";34.5714285714286;22.887925700184;35;10;68;21
"Utricularia australis";78.3333333333333;42.6223728418147;70;32.5;143.75;6
"Utricularia intermedia";20.9615384615385;14.0511884705849;20;10;52.5;13
"Utricularia minor";21.506;17.1056182583384;15.5;6.036;56.25;16
"Utricularia ochroleuca";17.5;3.53553390593274;17.5;15.125;19.875;2
"Utricularia stygia";33.125;27.9415312154983;28.75;6.125;67.5625;4
"Uvularia grandiflora";44;NA;44;44;44;1
"Vaccinium membranaceum";129.54;10.776307345283;129.54;122.301;136.779;2
"Vaccinium microcarpum";28.75;12.814232144555;30;10;53.125;12
"Vaccinium myrtillus";29.5422023809524;19.9360823868295;25;5;60;84
"Vaccinium ovatum";220.38;46.92;243.84;157.038;243.84;4
"Vaccinium oxycoccos";42.9166666666667;27.2009136957263;30;7.125;80;18
"Vaccinium parvifolium";365.76;0;365.76;365.76;365.76;3
"Vaccinium uliginosum";43.1631034482759;34.8585770968521;30;4;100;58
"Vaccinium vitis-idaea";17.5722580645161;9.83499163148232;15;5;30.228;62
"Valeriana celtica";9;6;9;3.3;14.7;3
"Valeriana dioica";24.0818181818182;9.75507859740548;23.75;11.675;44.75;22
"Valeriana montana";19.3108108108108;10.685758533461;17;6.25;41.5;37
"Valeriana officinalis";84.8619047619048;46.8003771721416;75;20;162.25;35
"Valeriana tripteris";27.9285714285714;15.6589393303755;26;8.2;49.25;7
"Valerianella locusta";17.59375;11.5343237773179;15;5.75;40;16
"Vancouveria planipetala";20;NA;20;20;20;1
"Vandenboschia speciosa";22.5;15;25;5.75;35;4
"Veratrum album";89.8333333333333;35.8834920262786;87.5;46;146;9
"Veratrum californicum";182.88;NA;182.88;182.88;182.88;1
"Verbascum blattaria";70.25;33.7566865804227;66.25;30;120;10
"Verbascum lychnitis";99.875;40.5643981187549;100;50;150;20
"Verbascum nigrum";85.1785714285714;34.0031713129917;82.5;46.625;140.25;14
"Verbascum pulverulentum";86.1666666666667;33.6322903231545;85;50;133.25;15
"Verbascum thapsus";85.7975490183333;28.0075007459945;86.70588235;30;170.75;120
"Verbascum virgatum";100;0;100;100;100;4
"Verbena bonariensis";130;98.9949493661167;130;63.5;196.5;2
"Verbena bracteata";17.1818181818182;7.7436190740271;17;5.5;30;11
"Verbesina encelioides";60.96;NA;60.96;60.96;60.96;1
"Veronica alpina";6.97272727272727;4.00084153079642;5;1;15;33
"Veronica americana";22.192;3.09995612872182;22.192;20.1096;24.2744;2
"Veronica anagallis-aquatica";32.175;18.8869733720862;25.5;10;72.625;20
"Veronica aphylla";1.875;1.57090481426593;1.5;0.5;6.06249999999999;32
"Veronica arvensis";14.0616761303977;8.24166200229532;12.05;4.39563753978462;30;42
"Veronica austriaca";34.5454545454545;18.9710990035527;30;10;70;22
"Veronica beccabunga";39.1176470588235;18.0481382451944;40;20;60;17
"Veronica bellidioides";8.85714285714286;5.8928932177828;6.5;3.3;18.875;7
"Veronica catenata";32.40625;17.4882996600584;25.5;15.75;70;16
"Veronica chamaedrys";11.2006404958678;8.70960299549297;9;1;30;242
"Veronica fruticans";9.40625;5.5414160344326;6.5;4.375;20;16
"Veronica montana";28.59375;11.4734748441786;23.75;15;48.125;16
"Veronica officinalis";17.3884615384615;10.8855988139588;15.9;2.9375;40;26
"Veronica peregrina";14.53125;10.5758667887475;13.75;5;34.375;16
"Veronica persica";19.64;16.3186224908845;10;3.5;53.75;26
"Veronica scutellata";21.09375;14.490478195468;15;6.875;48.125;16
"Veronica serpyllifolia";16.1842105263158;8.34867009754612;15;5;30;19
"Veronica wormskjoldii";22.64;11.0874343290051;22.64;15.192;30.088;2
"Viburnum acerifolium";55.3688888888889;60.060965976139;27.5;15.125;182.88;18
"Viburnum edule";242.24;160.399261843688;300;72.912;362.472;3
"Viburnum lantana";311.888235294118;151.253162938246;300;100;600;51
"Viburnum lantanoides";304.8;0;304.8;304.8;304.8;2
"Viburnum lentago";891.54;76.2;853.44;853.44;994.41;4
"Viburnum opulus";321.699591836735;103.028738101706;365.76;110;480;49
"Vicia americana";33.0034482758621;16.2793796555779;28;12;74;29
"Vicia benghalensis";45.72;21.552614690566;45.72;31.242;60.198;2
"Vicia cracca";74.4307279693103;51.0872541976746;62;15;200;87
"Vicia hirsuta";50.8513513513514;32.089619484791;40;15.9;112.49;37
"Vicia lathyroides";12.4962507417641;7.71730907151648;10.962507417641;5;27.625;20
"Vicia lutea";37.9322285714286;18.9618508080838;45;10;60.96;25
"Vicia orobus";40.9090909090909;14.6318457171646;35;22.5;60;11
"Vicia parviflora";33.4210526315789;18.5631528376743;30;10;60;19
"Vicia sativa";34.5626666666667;36.0456272891271;16;6.2;131.96;105
"Vicia sepium";52.6229166666667;22.8362696792256;47.5;29.15;100;24
"Vicia sylvatica";108.333333333333;54.4220975880419;105;44.25;200;18
"Vicia tetrasperma";57.3266666666667;34.5620774173414;50;10;128.7475;30
"Vicia villosa";71.3507142857143;42.5676616990818;55.36;30;150;14
"Vinca major";36.1111111111111;26.4312525452562;20;20;90;9
"Vincetoxicum hirundinaria";62.290625;40.596897331159;55;16.36875;138.75;16
"Viola adunca";4.73714285714286;1.14846481381513;4.5;2.99;6.75;21
"Viola biflora";14.4066666666667;19.5737238834788;7;3.675;62.5;15
"Viola blanda";8;NA;8;8;8;1
"Viola calcarata";5.08928571428571;1.8956752506916;4.75;2.8375;10;28
"Viola canina";34.4214285714286;47.1326760691471;13.75;2;153.8875;28
"Viola epipsila";9.875;4.32772072419959;9.75;5.225;14.7375;4
"Viola hirta";8.8952380952381;4.34392980957061;10;2;15;21
"Viola lactea";10.375;7.28868986855663;8;4;20;8
"Viola lutea";14.8076923076923;9.52527003453284;13.5;6.3;34;13
"Viola macloskeyi";15.24;NA;15.24;15.24;15.24;1
"Viola odorata";18.5416666666667;14.6341107338197;12.5;5;40;12
"Viola palustris";8.72222222222222;3.80058475033046;8.5;4.2;14.4;9
"Viola pubescens";24.8624;8.203468361343;22.5;17.45;39.9154;10
"Viola reichenbachiana";9.75886524822695;4.37060098714755;8;5;22.5;141
"Viola riviniana";15.3620689655172;13.1175295418302;10;2;40;29
"Viola sororia";13.3813333333333;3.96437199734502;14;9.3868;16.85;3
"Viola tricolor";20.2368421052632;11.0209502779588;18;6.08;40;19
"Viscum album";49.5;30.4092456700626;45;12.25;100;10
"Vitis vinifera";1744.625;1267.29985270522;1500;83.75;3500;16
"Waltheria indica";96.6666666666667;35.1188458428425;100;62;128.5;3
"Washingtonia filifera";1602.18181818182;479.137103172321;1524;900;2325;11
"Wolffia arrhiza";0.1;0;0.1;0.1;0.1;4
"Wyethia mollis";78.1;2.68700576850888;78.1;76.295;79.905;2
"Xanthisma spinulosum";60;NA;60;60;60;1
"Xanthium spinosum";56.875;28.9010009712961;57.5;21.75;96.5;8
"Xanthium strumarium";70.5555555555556;50.769632218045;58;13.825;170.25;18
"Xerophyllum tenax";152.4;NA;152.4;152.4;152.4;1
"Xylorhiza tortifolia";70;NA;70;70;70;1
"Yucca brevifolia";1106.17142857143;728.731751548048;914.4;334.08;2000;7
"Yucca schidigera";609.6;NA;609.6;609.6;609.6;1
"Zannichellia palustris";53.75;36.8272996566406;52.5;13;96.625;4
"Zanthoxylum americanum";237.884;360.702575390492;31.5;9.475;914.526;10
"Zeltnera exaltata";45.72;NA;45.72;45.72;45.72;1
"Zilla spinosa";80;NA;80;80;80;1
