name	family	comment	citation_total	citation_prop_ane	citation_prop_dyso	citation_prop_endo	citation_prop_epi	citation_prop_hem	citation_prop_hydro	citation_prop_other	fruit_type	dia_type	dia_exposure	dia_hetero	dia_app_nutrient	dia_app_elon	dia_app_hook	dia_app_flat	dia_app_ballo	dia_app_muci	dia_app_other	dia_app_no	dia_morph	dia_mass	dia_surfacestructure	dia_length	dia_width	dia_height	dia_shape	dia_form	vterm	rank_ane	rank_hydro	rank_epi_wool	diaspore_seeds_class
Glyceria fluitans (L.) R. Br.	Poaceae	-	8	0.13	0	0	0.25	0.13	0.5	0	non-fleshy fruit	fruit	covered partly	0	1	0	0	1	0	0	0	0	fruit|1c.3|	1.2252	0.91	6.39	1.27	0.97	0.15	elongated	3.43	0.37	NA	0.2	1
Glyceria maxima (Hartm.) Holmb.	Poaceae	other diaspore-types: vege|8|	2	0	0	0	0	0	1	0	non-fleshy fruit	fruit	covered partly	1	1	0	0	1	0	0	0	0	fruit|1c.3|	NA	0.88	3.24	0.97	0.76	0.12	elongated	0.88	0.88	0.37	0.27	1
Glyceria nemoralis (Uechtr.) Uechtr. & Körn.	Poaceae	-	1	0	0	0	0	0	1	0	non-fleshy fruit	fruit	covered partly	0	1	0	0	1	0	0	0	0	fruit|1c.3|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Glyceria notata Chevall.	Poaceae	-	4	0.25	0.25	0	0	0	0.5	0	non-fleshy fruit	fruit	covered partly	0	1	0	0	1	0	0	0	0	fruit|1c.3|	NA	0.95	5.23	1.3	NA	NA	NA	NA	0.57	0.17	0.21	1
Glyceria striata (Lam.) Hitchc.	Poaceae	-	1	0	0	1	0	0	0	0	non-fleshy fruit	fruit	covered partly	0	1	0	0	1	0	0	0	0	fruit|1c.3|	NA	0.88	1.89	0.83	NA	NA	NA	NA	0.61	0.65	0.45	1
Gnaphalium exilifolium A. Nelson	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	covered partly	0	0	1	0	0	0	1	0	0	fruit|4d.6|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Gnaphalium hoppeanum W. D. J. Koch	Asteraceae	-	1	1	0	0	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	1	0	0	fruit|4b.4d.6|	NA	0.23	4.7	3.17	NA	NA	NA	0.51	0.94	NA	NA	1
Gnaphalium luteoalbum L.	Asteraceae	-	3	0.67	0	0	0.33	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	1	0	0	fruit|4d.6|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Gnaphalium norvegicum Gunnerus	Asteraceae	-	2	0.5	0	0	0.5	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	1	0	0	fruit|4d.6|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Gnaphalium supinum L.	Asteraceae	-	3	0.33	0	0	0	0	0.33	0.33	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	1	0	0	fruit|4d.6|	0.0844	0.23	4.93	4.19	3.44	0.02	spherical	0.33	0.96	0.85	0.99	1
Gnaphalium sylvaticum L.	Asteraceae	-	2	0.5	0	0	0.5	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	1	0	0	fruit|4b.4d.6|	NA	0.34	5.2	3.26	NA	0.01	spherical	NA	1	NA	NA	1
Goodyera repens (L.) R. Br.	Orchidaceae	-	3	1	0	0	0	0	0	0	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7b|	0.002	NA	0.75	0.17	NA	NA	NA	NA	NA	NA	NA	1
Gratiola officinalis L.	Plantaginaceae	other diaspore-types: seed|7a|	1	0	0	0	0	0	0	1	non-fleshy fruit	fruit	exposed	1	0	0	0	0	1	0	0	0	fruit|2|	0.2	0.98	0.69	0.37	NA	0.07	spherical	1.09	0.85	0.89	0.74	2
Groenlandia densa (L.) Fourr.	Potamogetonaceae	other diaspore-types: vege|8|	1	0	0	0	0	0	1	0	non-fleshy fruit	fruit segment	exposed	1	0	1	0	0	1	1	0	0	segm|2.4a.6|	NA	0.87	2.45	1.87	NA	0.07	spherical	1.07	0.85	NA	NA	1
Gymnadenia conopsea (L.) R. Br.	Orchidaceae	-	6	0.83	0	0	0	0	0	0.17	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7b|	0.004667	0.94	0.54	0.23	NA	0.09	spherical	0.35	0.96	NA	0.5	1
Gymnadenia odoratissima (L.) Rich.	Orchidaceae	-	1	1	0	0	0	0	0	0	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7b|	NA	NA	0.45	0.18	NA	0.08	spherical	NA	NA	NA	NA	1
Gypsophila fastigiata L.	Caryophyllaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with upright aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	0.398	0.91	0.82	0.69	0.3	0.07	spherical	3.75	0.33	0.15	0.3	1
Gypsophila muralis L.	Caryophyllaceae	-	2	0	0	0	0	1	0	0	fruit with upright aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	0.03	0.98	0.42	0.35	NA	0.03	spherical	NA	NA	0.73	0.43	1
Gypsophila repens L.	Caryophyllaceae	-	3	0	0	0	0	0.33	0.33	0.33	fruit with upright aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	0.67	0.95	0.41	0.34	NA	NA	NA	2.8	0.45	NA	0.24	1
Halimione pedunculata (L.) Aellen	Amaranthaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	0	0	0	1	0	0	0	fruit|2|	NA	0.79	3.92	3	2.46	0.02	spherical	NA	0.46	NA	NA	1
Halimione portulacoides (L.) Aellen	Amaranthaceae	other diaspore-types: fruit|2|2	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	1	0	0	0	0	1	0	0	0	fruit|2|1	NA	NA	3	2	2	0.02	spherical	NA	NA	NA	NA	1
Hammarbya paludosa (L.) Kuntze	Orchidaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7b|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hedera helix L.	Araliaceae	-	16	0	0.44	0.38	0	0.13	0	0.06	fleshy fruit	fruit	exposed	0	1	0	0	0	0	0	0	0	fruit|1a|	246.666667	0.94	7.38	6.72	NA	NA	NA	15.02	0.02	NA	0.02	2
Hedysarum hedysaroides (L.) Schinz & Thell.	Fabaceae	-	1	1	0	0	0	0	0	0	non-fleshy fruit	fruit segment	exposed	0	1	0	0	1	0	0	0	0	segm|1c.3|	20.075	0.95	10.17	6.03	5	0.05	spherical	1.89	0.7	NA	0.03	1
Helianthemum alpestre agg.	Cistaceae	-	4	0	0	0.75	0	0	0	0.25	fruit with lateral aperture	seed	covered partly	0	0	0	0	0	0	0	0	1	seed|7b|	NA	0.99	1.26	1.16	1	0.01	spherical	4.75	0.24	NA	0.46	1
Helianthemum apenninum (L.) Mill.	Cistaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	covered partly	0	0	0	0	0	0	0	0	1	seed|7a|	NA	0.98	1.4	1.26	1	0.01	spherical	7.05	0.13	NA	0.42	1
Helianthemum canum (L.) Baumg.	Cistaceae	-	1	0	0	0	1	0	0	0	fruit with lateral aperture	seed	covered partly	0	0	0	0	0	0	0	0	1	seed|7a|	0.9	0.87	1.23	1	0.99	0.01	spherical	4.88	0.23	NA	0.55	1
Helianthemum nummularium ssp. glabrum (W. D. J. Koch) Wilczek	Cistaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	covered partly	0	0	0	0	0	0	0	0	1	seed|7b|	NA	0.99	1.71	1.29	NA	NA	NA	6.18	0.16	NA	NA	1
Helianthemum nummularium ssp. grandiflorum (Scop.) Schinz & Thell.	Cistaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	covered partly	0	0	0	0	0	0	0	0	1	seed|7b|	NA	0.99	1.49	1.23	NA	NA	NA	6.02	0.17	NA	NA	1
Helianthemum nummularium ssp. nummularium	Cistaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	covered partly	0	0	0	0	0	0	0	0	1	seed|7b|	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Helianthemum nummularium ssp. obscurum (Celak.) Holub	Cistaceae	-	2	0	0	0.5	0.5	0	0	0	fruit with lateral aperture	seed	covered partly	0	0	0	0	0	0	0	0	1	seed|7b|	0.9036	0.97	1.63	1.2	NA	NA	NA	5.03	0.22	NA	0.48	1
Helianthus tuberosus s.l. L.	Asteraceae	-	2	0	0	0	0.5	0.5	0	0	non-fleshy fruit	fruit	covered partly	0	1	0	0	0	0	0	0	0	fruit|1c|	NA	0.92	6.59	2.62	2	0.1	spherical	NA	NA	NA	NA	1
Helichrysum arenarium (L.) Moench	Asteraceae	-	2	0.5	0	0	0.5	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	1	0	0	fruit|4b.4d.6|	0.02	NA	NA	NA	NA	0.01	spherical	0.19	0.99	NA	NA	1
Helictotrichon parlatorei (Woods) Pilg.	Poaceae	other diaspore-types: fruit|1c.3.4b.4c.5|	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	infructescence	exposed	1	1	1	1	1	0	0	0	0	infr|1c.3.4b.4d.5|	NA	0.57	12.91	4.26	NA	NA	NA	2.97	0.43	NA	NA	2
Helictotrichon pratense (L.) Besser	Poaceae	-	7	0.43	0	0	0.57	0	0	0	non-fleshy fruit	fruit	covered partly	0	1	1	1	1	0	0	0	0	fruit|1c.3.4b.4c.5|	1.95	0.67	18.24	6.25	1.23	0.15	flat	1.1	0.71	0.15	0.81	1
Helictotrichon pubescens (Huds.) Pilg.	Poaceae	-	6	0.33	0	0.17	0.5	0	0	0	non-fleshy fruit	fruit	covered partly	0	1	1	1	1	0	0	0	0	fruit|1c.3.4b.4c.5|	1.773333	0.4	13.28	5.19	NA	NA	NA	1.76	0.59	0.13	0.86	1
Helictotrichon versicolor (Vill.) Pilg.	Poaceae	-	2	0.5	0	0	0	0	0	0.5	non-fleshy fruit	fruit	covered partly	0	1	1	1	1	0	0	0	0	fruit|1c.3.4b.4c.5|	1.6	0.56	11.1	5.54	NA	NA	NA	NA	0.53	NA	0.84	1
Heliotropium europaeum L.	Boraginaceae	-	1	0	0	1	0	0	0	0	non-fleshy fruit	fruit segment	covered partly	0	0	0	0	0	0	0	0	1	segm|7a|	NA	0.97	1.48	1.21	1	0.02	spherical	4.84	0.23	NA	NA	1
Helleborus foetidus L.	Ranunculaceae	-	1	0	0	0	0	1	0	0	fruit with lateral aperture	seed	covered partly	0	1	0	0	0	0	0	0	0	seed|1b|	5.04	0.94	4.19	2.45	NA	0.05	spherical	8.56	0.09	NA	0.26	1
Helleborus niger L.	Ranunculaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	covered partly	0	1	0	0	0	0	0	0	0	seed|1b|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Helleborus viridis L.	Ranunculaceae	-	1	0	0	0	0	1	0	0	fruit with lateral aperture	seed	covered partly	0	1	0	0	0	0	0	0	0	seed|1b|	NA	0.95	3.61	2.57	NA	NA	NA	5.89	0.18	NA	NA	1
Hepatica nobilis Schreb.	Ranunculaceae	-	1	0	0	0	0	1	0	0	fruit with lateral aperture	seed	exposed	0	1	1	0	0	0	0	0	0	seed|1b.4b.4c|	4.572	0.65	7.21	2.25	NA	0.11	elongated	3.62	0.34	NA	0.88	1
Heracleum austriacum L.	Apiaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit segment	exposed	0	0	0	0	1	1	0	0	0	segm|2.3|	NA	0.94	7.78	6.44	1	0.14	flat	NA	NA	NA	NA	1
Heracleum mantegazzianum Sommier & Levier	Apiaceae	-	2	0	0	0	0.5	0.5	0	0	non-fleshy fruit	fruit segment	exposed	0	0	0	0	1	1	0	0	0	segm|2.3|	NA	0.93	10.79	7.12	NA	0.12	flat	1.99	0.63	NA	0.05	1
Heracleum sphondylium L.	Apiaceae	-	11	0.18	0	0.18	0.27	0.27	0.09	0	non-fleshy fruit	fruit segment	exposed	0	0	0	0	1	1	0	0	0	segm|2.3|	6.15612	0.93	7.97	6.01	NA	0.12	flat	1.89	0.67	0	0.09	1
Heracleum sphondylium ssp. elegans (Crantz) Schübl. & Martens	Apiaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit segment	exposed	0	0	0	0	1	1	0	0	0	segm|2.3|	NA	0.94	8.05	6.05	NA	NA	NA	2.22	0.58	NA	NA	1
Herminium monorchis (L.) R. Br.	Orchidaceae	-	2	1	0	0	0	0	0	0	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7b|	NA	NA	0.46	0.19	NA	NA	NA	NA	NA	NA	NA	1
Herniaria glabra L.	Caryophyllaceae	-	2	0.5	0	0	0.5	0	0	0	non-fleshy fruit	fruit	exposed	0	0	0	0	0	0	0	0	1	fruit|7a|	0.04	0.93	1.23	0.71	NA	NA	NA	1.39	0.78	0.31	0.82	1
Herniaria hirsuta L.	Caryophyllaceae	-	2	0	0	0.5	0.5	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4b|	NA	0.73	1.15	0.81	NA	NA	NA	1.86	0.66	NA	NA	1
Hesperis matronalis L.	Brassicaceae	other diaspore-types: fruit|7b|	1	0	0	0	0	1	0	0	fruit with lateral aperture	seed	covered partly	1	0	0	0	0	0	0	0	1	seed|7b|	2.842941	0.96	2.45	1.23	NA	0.05	spherical	7.17	0.13	0.36	0.34	1
Hieracium alpinum L.	Asteraceae	-	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	0.612	0.35	8.54	6.46	4.9	0.03	spherical	NA	NA	NA	0.95	1
Hieracium amplexicaule L.	Asteraceae	-	1	1	0	0	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium angustifolium Hoppe	Asteraceae	-	1	1	0	0	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium arvicola Nägeli & Peter	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium aurantiacum L.	Asteraceae	-	5	0.2	0	0	0.2	0.4	0	0.2	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	0.32	0.97	0.43	NA	1
Hieracium auriculoides Láng	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium bauhini Schult.	Asteraceae	-	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium bifidum Kit. ex Hornem.	Asteraceae	-	3	0.67	0	0	0.33	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	0.5	NA	NA	NA	NA	NA	NA	0.58	0.93	NA	NA	1
Hieracium bifurcum M. Bieb.	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium bupleuroides C. C. Gmel.	Asteraceae	-	2	0.5	0	0	0	0	0	0.5	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium caesium (Fr.) Fr.	Asteraceae	-	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium caespitosum Dumort.	Asteraceae	-	2	0	0	0	0.5	0.5	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	0.09	0.25	4.4	2.46	NA	0.01	spherical	NA	0.96	0.22	0.98	1
Hieracium calodon Tausch ex Peter	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium cymosum L.	Asteraceae	-	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium dollineri Sch. Bip. ex Neilr.	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium echioides Lumn.	Asteraceae	-	2	0.5	0	0	0.5	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	0.33	8.96	4.91	NA	NA	NA	NA	0.93	NA	NA	1
Hieracium fallax Willd.	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium franconicum (Griseb.) Zahn	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium fuscocinereum Norrl.	Asteraceae	-	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium fuscum Vill.	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium glabratum Hoppe ex Willd.	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium glaucinum Jord.	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium glaucum All.	Asteraceae	-	3	0.67	0	0	0	0	0	0.33	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	0.9	NA	NA	NA	NA	NA	NA	0.72	0.91	NA	NA	1
Hieracium glomeratum Froel.	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium hoppeanum s.str. Schult.	Asteraceae	-	2	0.5	0	0	0	0	0	0.5	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium humile Jacq.	Asteraceae	-	1	1	0	0	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	0.49	7.79	2.64	NA	NA	NA	NA	NA	NA	NA	1
Hieracium intybaceum All.	Asteraceae	-	1	1	0	0	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	0.901	0.37	9.4	6.32	5.28	0.03	spherical	0.88	0.88	NA	0.94	1
Hieracium inuloides Tausch	Asteraceae	-	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium jurassicum Griseb.	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium kalksburgense Wiesb.	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium lachenalii C. C. Gmel.	Asteraceae	-	3	0	0	0.33	0.33	0.33	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	0	spherical	NA	NA	NA	NA	1
Hieracium lactucella Wallr.	Asteraceae	-	3	0.67	0	0	0.33	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	0.8	0.9	0.29	NA	1
Hieracium laevigatum Willd. excl. species americ. borealis	Asteraceae	-	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	0.02	spherical	NA	0.91	NA	NA	1
Hieracium lycopifolium Froel.	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium maculatum Schrank	Asteraceae	-	1	0	0	0	0	0	0	1	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	0.38	NA	NA	NA	0.01	spherical	NA	NA	NA	0.94	1
Hieracium murorum L.	Asteraceae	-	5	0.6	0	0	0.2	0	0	0.2	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	0.27	5.43	2.33	NA	NA	NA	0.6	0.92	NA	NA	1
Hieracium peleterianum Merat	Asteraceae	-	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	0.1216	0.31	6.43	3.21	NA	NA	NA	0.93	0.88	NA	0.97	1
Hieracium picroides Vill.	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium piliferum Hoppe	Asteraceae	-	2	1	0	0	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	0.6222	0.8	5.96	2.15	NA	NA	NA	NA	NA	NA	0.87	1
Hieracium pilosella L.	Asteraceae	-	19	0.42	0	0.11	0.32	0.05	0	0.11	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	0.129083	0.24	NA	NA	NA	0	spherical	0.45	0.95	NA	0.98	1
Hieracium piloselloides agg.	Asteraceae	-	4	0	0	0	0	0	0.5	0.5	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium pilosum Schleich. ex Froel.	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium prenanthoides Vill.	Asteraceae	-	1	1	0	0	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium racemosum Waldst. & Kit. ex Willd.	Asteraceae	-	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	0.745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium rothianum Wallr.	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium sabaudum L.	Asteraceae	-	4	0.75	0	0	0.25	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	0.688	0.29	9.79	6.68	NA	0.06	spherical	0.63	0.92	NA	0.96	1
Hieracium schmidtii Tausch	Asteraceae	-	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium schultesii F. W. Schultz	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium scorzonerifolium Vill.	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	0.08	spherical	NA	NA	NA	NA	1
Hieracium sphaerocephalum Froel.	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium umbellatum L.	Asteraceae	-	5	0.2	0	0	0.4	0	0	0.4	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	0.465	NA	NA	NA	NA	NA	NA	0.43	0.95	NA	NA	1
Hieracium valdepilosum Vill.	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Hieracium villosum Jacq.	Asteraceae	-	1	1	0	0	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	0.4	7.5	3.58	NA	NA	NA	NA	NA	NA	NA	1
Hieracium wiesbaurianum Uechtr.	Asteraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
