name	family	comment	citation_total	citation_prop_ane	citation_prop_dyso	citation_prop_endo	citation_prop_epi	citation_prop_hem	citation_prop_hydro	citation_prop_other	fruit_type	dia_type	dia_exposure	dia_hetero	dia_app_nutrient	dia_app_elon	dia_app_hook	dia_app_flat	dia_app_ballo	dia_app_muci	dia_app_other	dia_app_no	dia_morph	dia_mass	dia_surfacestructure	dia_length	dia_width	dia_height	dia_shape	dia_form	vterm	rank_ane	rank_hydro	rank_epi_wool	diaspore_seeds_class
Achillea millefolium agg.	Asteraceae	other diaspore-types: fruit|3|	27	0.04	0.07	0.41	0.19	0.19	0	0.11	non-fleshy fruit	fruit	covered partly	1	0	0	0	0	0	0	0	1	fruit|7a|	0.130657	0.98	1.85	0.66	0.5	0.11	spherical	1.25	0.8	0.54	0.62	1
Achillea millefolium ssp. millefolium	Asteraceae	other diaspore-types: fruit|3|	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	covered partly	1	0	0	0	0	0	0	0	1	fruit|7a|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Achillea moschata Wulfen	Asteraceae	other diaspore-types: fruit|3|	3	0.33	0	0	0	0.33	0	0.33	non-fleshy fruit	fruit	covered partly	1	0	0	0	0	0	0	0	1	fruit|7a|	0.3652	0.87	2.69	2.38	NA	NA	NA	0.97	0.87	NA	0.65	1
Achillea nana L.	Asteraceae	other diaspore-types: fruit|3|	2	0	0	0	0	0	0	1	non-fleshy fruit	fruit	covered partly	1	0	0	0	0	0	0	0	1	fruit|7a|	0.286	0.92	3.04	0.97	0.42	0.14	elongated	1.42	0.77	0.89	0.62	1
Achillea nobilis L.	Asteraceae	other diaspore-types: fruit|3|	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	covered partly	1	0	0	0	0	0	0	0	1	fruit|7a|	NA	0.99	2.45	1.59	NA	0.13	flat	1.14	0.84	NA	0.65	1
Achillea pannonica Scheele	Asteraceae	other diaspore-types: fruit|3|	2	0	0.5	0	0.5	0	0	0	non-fleshy fruit	fruit	covered partly	1	0	0	0	0	0	0	0	1	fruit|7a|	NA	0.98	1.95	0.66	0.5	0.11	spherical	0.91	0.88	NA	0.62	1
Achillea ptarmica agg.	Asteraceae	other diaspore-types: fruit|3|	4	0	0	0.5	0	0.25	0.25	0	non-fleshy fruit	fruit	covered partly	1	0	0	0	0	0	0	0	1	fruit|7a|	NA	0.81	2.26	0.94	0.5	0.11	spherical	0.69	0.83	0.73	0.73	1
Achillea roseoalba Ehrend.	Asteraceae	other diaspore-types: fruit|3|	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	covered partly	1	0	0	0	0	0	0	0	1	fruit|7a|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Achillea setacea Waldst. & Kit.	Asteraceae	other diaspore-types: fruit|3|	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	covered partly	1	0	0	0	0	0	0	0	1	fruit|7a|	NA	NA	1.8	0.7	0.5	0.1	spherical	NA	NA	NA	NA	1
Acinos alpinus (L.) Moench	Lamiaceae	other diaspore-types: segm|1b.6|	2	0	0	0.5	0.5	0	0	0	non-fleshy fruit	fruit	exposed	1	1	1	1	1	0	0	0	0	fruit|1b.3.4b.5|	1.6	0.96	1.42	0.72	0.5	0.08	spherical	2.12	0.6	NA	0.76	2
Acinos arvensis (Lam.) Dandy	Lamiaceae	-	2	0	0	0.5	0	0.5	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	0.978	0.57	4.17	1.61	NA	0.12	elongated & flat	2.37	0.54	NA	0.92	2
Aconitum napellus ssp. formosum (Rchb.) Gáyer	Ranunculaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Aconitum napellus ssp. tauricum (Wulfen) Gáyer	Ranunculaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	2.556	0.95	3.55	2.45	NA	NA	NA	2.62	0.49	NA	0.15	1
Aconitum variegatum L.	Ranunculaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	NA	0.89	3.36	3	2.39	0.01	spherical	4.85	0.23	NA	NA	1
Aconitum vulparia Rchb. ex Spreng.	Ranunculaceae	-	2	0	0	0	0	1	0	0	fruit with lateral aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	NA	0.9	3	2.82	2.22	0.01	spherical	6.94	0.14	0.31	NA	1
Acorus americanus (Raf.) Raf.	Acoraceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fleshy fruit	fruit	exposed	0	1	0	0	0	0	0	0	0	fruit|1a|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Actaea spicata L.	Ranunculaceae	-	5	0	0	0.6	0	0.4	0	0	fleshy fruit	fruit	exposed	0	1	0	0	0	0	0	0	0	fruit|1a|	200	0.93	8.06	5.67	NA	0.02	spherical	15.64	0.02	NA	0.03	3
Adenophora liliifolia (L.) DC.	Campanulaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with lateral aperture	seed	enclosed	0	0	0	0	1	0	0	0	0	seed|3|	NA	0.88	1.6	0.78	0.4	0.1	spherical	2.66	0.49	0.86	0.18	1
Adenostyles alliariae (Gouan) Kern.	Asteraceae	-	1	1	0	0	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4c.4d|	NA	0.32	4	NA	NA	NA	NA	NA	0.91	NA	NA	1
Adenostyles glabra (Mill.) DC.	Asteraceae	-	1	1	0	0	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	0	0	0	0	0	0	fruit|4c.4d|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Adonis aestivalis L.	Ranunculaceae	-	3	0	0	0	0	1	0	0	non-fleshy fruit	fruit segment	exposed	0	0	1	0	0	0	0	0	0	segm|4a|	12	0.96	5	3.26	NA	0.03	spherical	8.12	0.1	NA	0.5	1
Adonis flammea Jacq.	Ranunculaceae	-	1	0	0	0	0	1	0	0	non-fleshy fruit	fruit segment	exposed	0	0	1	1	0	0	0	0	0	segm|4a.5|	NA	0.96	4.43	2.8	NA	0.04	spherical	9.25	0.08	NA	0.64	1
Adonis vernalis L.	Ranunculaceae	-	1	0	0	0	0	0	0	1	non-fleshy fruit	fruit segment	exposed	0	1	1	1	0	0	0	0	0	segm|1b.4b.5|	10.94	0.9	4.34	3.35	NA	0.03	spherical	5.71	0.18	NA	0.75	1
Adoxa moschatellina L.	Adoxaceae	-	4	0	0.25	0.75	0	0	0	0	fleshy fruit	fruit	covered partly	0	1	1	1	0	0	0	0	0	fruit|1a.4b.4d.5|	75	0.8	4.5	4.5	NA	NA	NA	NA	NA	NA	0.37	2
Aegopodium podagraria L.	Apiaceae	-	5	0.2	0	0	0	0.8	0	0	non-fleshy fruit	fruit segment	exposed	0	0	0	0	0	0	0	0	1	segm|7a|	2.485	0.98	3.15	2	1.63	0.04	spherical	4.32	0.28	NA	0.45	1
Aethionema saxatile (L.) R. Br.	Brassicaceae	other diaspore-types: fruit|3.4a|	7	0.14	0	0	0.14	0	0.29	0.43	explosive release mechanism	seed	enclosed	1	0	1	0	0	0	1	0	0	seed|4a.6|	0.1	0.97	1.5	0.89	0.4	0.09	spherical	2.64	0.49	0.19	0.46	1
Aethusa cynapium L.	Apiaceae	-	5	0.4	0	0	0.2	0.4	0	0	non-fleshy fruit	fruit segment	exposed	0	0	0	0	0	0	0	0	1	segm|7a|	1.199467	0.98	3.42	3.02	NA	0.07	spherical	3.04	0.42	NA	0.54	1
Aethusa cynapium ssp. cynapioides (M. Bieb.) Nyman	Apiaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit segment	exposed	0	0	0	0	0	0	0	0	1	segm|7a|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Aethusa cynapium ssp. cynapium	Apiaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit segment	exposed	0	0	0	0	0	0	0	0	1	segm|7a|	1.2884	0.98	NA	NA	NA	NA	NA	3.38	0.37	NA	0.52	1
Agrimonia eupatoria L.	Rosaceae	-	16	0	0	0	0.88	0.06	0	0.06	non-fleshy fruit	fruit	exposed	0	0	1	1	0	0	0	0	0	fruit|4b.5|	17.527	0.71	7.72	4.05	3.68	0.05	spherical	2.96	0.43	0.16	0.86	2
Agrimonia procera Wallr.	Rosaceae	-	1	0	0	0	0	1	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	0	0	0	0	0	fruit|4b.5|	NA	0.72	7.11	5.4	NA	0	spherical	NA	NA	NA	0.84	2
Agrostemma githago L.	Caryophyllaceae	-	15	0	0.07	0.33	0	0.6	0	0	fruit with upright aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7a|	11.545	0.8	3.46	2.81	NA	0.02	spherical	11.6	0.05	NA	0.09	1
Agrostis agrostiflora (Beck) Rauschert	Poaceae	-	2	1	0	0	0	0	0	0	non-fleshy fruit	fruit	covered partly	0	1	1	0	1	0	0	0	0	fruit|1c.3.4b|	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	1
Agrostis alpina Scop.	Poaceae	-	2	0.5	0	0	0	0	0	0.5	non-fleshy fruit	fruit	covered partly	0	1	1	0	1	0	0	0	0	fruit|1c.3.4b.4c|	0.105	0.87	2.46	0.51	0.42	0.15	elongated	NA	NA	NA	0.78	1
Agrostis canina L.	Poaceae	-	12	0.08	0	0.67	0.08	0.17	0	0	non-fleshy fruit	fruit	covered partly	0	1	1	0	1	0	0	0	0	fruit|1c.3.4c|	NA	NA	1.9	0.5	0.4	0.13	elongated	0.47	0.94	NA	NA	1
Agrostis capillaris L.	Poaceae	-	40	0.08	0	0.5	0.2	0.15	0	0.08	non-fleshy fruit	fruit	covered partly	0	1	0	0	1	0	0	0	0	fruit|1c.3|	NA	0.98	2.56	0.53	NA	0.15	elongated	0.89	0.81	0.6	NA	1
Agrostis gigantea Roth	Poaceae	-	11	0.09	0	0.09	0.09	0	0.64	0.09	non-fleshy fruit	fruit	covered partly	0	1	1	0	1	0	0	0	0	fruit|1c.3.4b|	NA	0.98	2.06	0.52	0.39	0.14	elongated	NA	0.84	0.74	0.71	1
Agrostis rupestris All.	Poaceae	-	3	0.33	0	0	0	0	0	0.67	non-fleshy fruit	fruit	covered partly	0	1	1	0	1	0	0	0	0	fruit|1c.3.4b.4c|	NA	NA	2.5	NA	NA	NA	NA	NA	NA	NA	NA	1
Agrostis scabra Willd.	Poaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	covered partly	0	1	1	0	1	0	0	0	0	fruit|1c.3.4b.4c|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Agrostis schleicheri Jord. & Verlot	Poaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	covered partly	0	1	1	0	1	0	0	0	0	fruit|1c.3.4b.4c|	0.1908	0.84	5.11	1.2	0.48	0.16	elongated	1.69	0.71	NA	0.78	1
Agrostis stolonifera agg.	Poaceae	other diaspore-types: vege|8|	37	0.05	0	0.27	0.19	0.19	0.24	0.05	non-fleshy fruit	fruit	covered partly	1	1	0	0	1	0	0	0	0	fruit|1c.3|	NA	0.95	2.21	0.53	0.39	0.14	elongated	0.86	0.83	0.79	0.56	1
Agrostis stolonifera ssp. stolonifera	Poaceae	other diaspore-types: vege|8|	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	covered partly	1	1	0	0	1	0	0	0	0	fruit|1c.3|	NA	0.96	2.23	0.53	0.38	0.14	elongated	NA	0.75	NA	NA	1
Agrostis vinealis Schreb.	Poaceae	-	1	0	0	0	1	0	0	0	non-fleshy fruit	fruit	covered partly	0	1	1	0	1	0	0	0	0	fruit|1c.3.4b.4c|	NA	0.78	3.5	0.94	NA	NA	NA	1.07	0.85	NA	NA	1
Ailanthus altissima (Mill.) Swingle	Simaroubaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit segment	exposed	0	1	0	0	1	0	0	0	0	segm|1c.3|	24.876667	NA	4	2	0.5	0.13	flat	0.94	0.89	NA	NA	1
Aira caryophyllea L.	Poaceae	-	5	0.2	0	0.4	0.2	0.2	0	0	non-fleshy fruit	fruit	covered partly	0	1	1	0	1	0	0	0	0	fruit|1c.3.4b.4c|	NA	0.81	3.2	0.96	NA	0.16	elongated	1.41	0.74	0.38	0.81	1
Aira praecox L.	Poaceae	-	4	0	0	0.5	0.5	0	0	0	non-fleshy fruit	fruit	covered partly	0	1	1	0	1	0	0	0	0	fruit|1c.3.4b.4c|	NA	0.87	4.22	0.83	NA	0.17	elongated	1.51	0.69	NA	0.77	1
Ajuga chamaepitys (L.) Schreb.	Lamiaceae	other diaspore-types: segm|1b|	3	0	0.33	0	0	0.67	0	0	non-fleshy fruit	fruit	exposed	1	1	1	1	1	0	0	0	0	fruit|1b.3.4b.5|	1.7	0.99	2.47	1.1	NA	0.08	spherical	4.74	0.24	NA	0.69	2
Ajuga genevensis L.	Lamiaceae	other diaspore-types: segm|1b|	2	0	0.5	0	0	0.5	0	0	non-fleshy fruit	fruit	exposed	1	1	1	1	1	0	0	0	0	fruit|1b.3.4b.5|	1.35	0.95	3.11	2.16	NA	0.01	spherical	5.49	0.19	NA	0.78	2
Ajuga pyramidalis L.	Lamiaceae	other diaspore-types: segm|1b|	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	1	1	1	1	1	0	0	0	0	fruit|1b.3.4b.5|	1.6831	0.91	2.42	1.9	1.2	0.04	spherical	6.24	0.16	NA	0.82	2
Ajuga reptans L.	Lamiaceae	other diaspore-types: segm|1b|	1	0	0	0	0	0	0	1	non-fleshy fruit	fruit	exposed	1	1	1	1	1	0	0	0	0	fruit|1b.3.4b.5|	1.15	0.97	2.08	1.33	NA	0.04	spherical	4.61	0.25	NA	0.76	2
Alchemilla alpina agg.	Rosaceae	-	8	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	0.58	2.22	1.45	0.6	0.09	spherical	2.94	0.44	NA	NA	1
Alchemilla alpina L.	Rosaceae	-	4	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	0.66	1.65	1.23	0.6	0.07	spherical	4.42	0.27	NA	NA	1
Alchemilla cleistophylla Rothm. & O. Schwarz	Rosaceae	-	4	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla colorata Buser	Rosaceae	-	5	0.2	0	0.6	0.2	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla conjuncta agg.	Rosaceae	-	4	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	0.85	2.01	1.51	0.6	0.08	spherical	NA	NA	NA	0.86	1
Alchemilla connivens Buser	Rosaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla coriacea Buser	Rosaceae	-	4	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla crinita Buser	Rosaceae	-	4	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla cuspidens Buser	Rosaceae	-	8	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla decumbens Buser	Rosaceae	-	5	0.2	0	0.6	0	0	0	0.2	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla effusa Buser	Rosaceae	-	4	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla exigua Buser ex Paulin	Rosaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla fallax Buser	Rosaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla fissa agg.	Rosaceae	-	16	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	0.66	1.45	1.14	0.6	0.06	spherical	NA	NA	NA	NA	1
Alchemilla fissa Günther & Schummel	Rosaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	0.66	1.45	1.14	0.6	0.06	spherical	NA	NA	NA	NA	1
Alchemilla flabellata Buser	Rosaceae	-	4	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla glaucescens Wallr.	Rosaceae	-	6	0.17	0	0.83	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla grossidens Buser	Rosaceae	-	4	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla hoppeana (Rchb.) Dalla Torre	Rosaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla hybrida agg.	Rosaceae	-	15	0.2	0	0.73	0.07	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla incisa Buser	Rosaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla inconcinna Buser	Rosaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla kerneri Rothm.	Rosaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla monticola Opiz	Rosaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	0.04	spherical	1.77	0.69	NA	NA	1
Alchemilla obtusa Buser	Rosaceae	-	4	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla othmarii Buser	Rosaceae	-	4	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla pallens Buser	Rosaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla pentaphylla L.	Rosaceae	-	4	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
Alchemilla reniformis Buser	Rosaceae	-	8	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla sinuata Buser	Rosaceae	-	4	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla straminea Buser	Rosaceae	-	4	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla strigosula Buser	Rosaceae	-	4	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla subcrenata Buser	Rosaceae	-	10	0.2	0	0.8	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	0.687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla tenuis Buser	Rosaceae	-	4	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla tirolensis Buser ex Dalla Torre & Sarnth.	Rosaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla trunciloba Buser	Rosaceae	-	4	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla versipila Buser	Rosaceae	-	4	0.25	0	0.75	0	0	0	0	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alchemilla vulgaris agg.	Rosaceae	-	102	0.24	0	0.75	0	0.01	0	0.01	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	0.6451	NA	NA	NA	NA	0.04	spherical	2.29	0.56	0.64	NA	1
Alchemilla xanthochlora Rothm.	Rosaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	non-fleshy fruit	fruit	exposed	0	0	1	1	1	0	0	0	0	fruit|3.4b.5|	0.6032	NA	NA	NA	NA	NA	NA	3.34	0.37	0.64	NA	1
Aldrovanda vesiculosa L.	Droseraceae	other diaspore-types: vege|8|	2	0	0	0	0	0	0.5	0.5	fruit with lateral aperture	seed	enclosed	1	0	0	0	0	0	0	0	1	seed|7b|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Alisma gramineum Lej.	Alismataceae	-	1	0	0	0	0	0	1	0	non-fleshy fruit	fruit segment	exposed	0	0	1	1	0	1	0	0	0	segm|2.4a.5|	NA	0.9	2.42	1.69	NA	0.09	spherical	NA	0.63	0.67	0.85	1
Alisma plantago-aquatica L. s.str.	Alismataceae	-	6	0.17	0.17	0.17	0	0	0.5	0	non-fleshy fruit	fruit segment	exposed	0	0	1	0	0	1	0	0	0	segm|2.4b|	0.2912	0.87	NA	NA	NA	NA	NA	1.9	0.65	NA	0.85	1
Alliaria petiolata (M. Bieb.) Cavara & Grande	Brassicaceae	-	2	0	0	0	0	1	0	0	fruit with lateral aperture	seed	covered partly	0	0	0	0	0	0	0	0	1	seed|7a|	2.362857	0.94	3.36	1.38	NA	0.09	spherical	7.71	0.11	NA	0.36	1
Allium angulosum L.	Amaryllidaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with upright aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7b|	NA	0.93	2.29	1.4	NA	0.04	spherical	5.65	0.19	0.56	0.16	1
Allium carinatum L.	Amaryllidaceae	other diaspore-types: vege|8|	NA	NA	NA	NA	NA	NA	NA	NA	fruit with upright aperture	seed	enclosed	1	0	0	0	0	0	0	0	1	seed|7b|	4.3048	0.96	3.66	1.88	1	0.11	spherical	5.29	0.2	0.39	0.15	1
Allium carinatum ssp. pulchellum Bonnier & Layens	Amaryllidaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with upright aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7b|	1.0096	0.98	3.31	1.45	NA	0.13	flat	3.51	0.35	NA	0.19	1
Allium lineare L. s.l.	Amaryllidaceae	-	NA	NA	NA	NA	NA	NA	NA	NA	fruit with upright aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7b|	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Allium oleraceum L.	Amaryllidaceae	other diaspore-types: vege|8|	2	0	0	0	0	1	0	0	fruit with upright aperture	seed	enclosed	1	0	0	0	0	0	0	0	1	seed|7b|	7.04	0.78	10.5	4.56	NA	0.12	elongated & flat	4.6	0.26	0.31	0.12	1
Allium paradoxum (M. Bieb.) G. Don	Amaryllidaceae	other diaspore-types: vege|8|	NA	NA	NA	NA	NA	NA	NA	NA	fruit with upright aperture	seed	enclosed	1	0	0	0	0	0	0	0	1	seed|7b|	14.888	0.84	5.99	3.42	2	0.08	spherical	10.87	0.06	NA	0.08	1
Allium schoenoprasum L.	Amaryllidaceae	-	2	0	0	0	0	1	0	0	fruit with upright aperture	seed	enclosed	0	0	0	0	0	0	0	0	1	seed|7b|	0.765	0.96	2.55	1.26	NA	0.07	spherical	3.08	0.41	0.46	0.23	1
Allium scorodoprasum L. s.str.	Amaryllidaceae	other diaspore-types: vege|8|	NA	NA	NA	NA	NA	NA	NA	NA	fruit with upright aperture	seed	enclosed	1	0	0	0	0	0	0	0	1	seed|7b|	1.3004	0.96	7.17	3.42	NA	NA	NA	7.56	0.12	NA	0.2	1
