"reported_name","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code","GrowthForm","DispersalSyndrome","SeedWeightmg","SeedReleaseHeightm","Database"
"Impatiens parviflora","Impatiens parviflora","Impatiens parviflora","Plantae","Tracheophyta","Magnoliopsida","Ericales","Balsaminaceae","gbif","GBIF:2891782","herb","ballistic",8,1.5,"Tamme et al."
"Juglans regia","Juglans regia","Juglans regia","Plantae","Tracheophyta","Magnoliopsida","Fagales","Juglandaceae","gbif","GBIF:3054368","tree","animal",11490,25,"Tamme et al."
"Lathyrus vernus","Lathyrus vernus","Lathyrus vernus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5356704","herb","ballistic",15,0.47,"Tamme et al."
"Linaria alpina","Linaria alpina","Linaria alpina","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:5560037","herb","wind (special)",0.25,0.1,"Tamme et al."
"Melica nutans","Melica nutans","Melica nutans","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:4118973","herb","ant",2.28,1.07,"Tamme et al."
"Mercurialis perennis","Mercurialis perennis","Mercurialis perennis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:3063016","herb","ballistic",5.82,0.3,"Tamme et al."
"Oxyria digyna","Oxyria digyna","Oxyria digyna","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:2889358","herb","wind (special)",0.91,0.15,"Tamme et al."
"Picea abies","Picea abies","Picea abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284884","tree","wind (special)",7,50,"Tamme et al."
"Pinus sylvestris","Pinus sylvestris","Pinus sylvestris","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285637","tree","wind (special)",6,40,"Tamme et al."
"Pinus cembra","Pinus cembra","Pinus cembra","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285134","tree","animal",268,15,"Tamme et al."
"Poa alpina","Poa alpina","Poa alpina","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704234","herb","wind (none)",0.35,0.5,"Tamme et al."
"Poa nemoralis","Poa nemoralis","Poa nemoralis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704300","herb","wind (none)",0.2,1.06,"Tamme et al."
"Rhododendron ferrugineum","Rhododendron ferrugineum","Rhododendron ferrugineum","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2883073","shrub","wind (none)",0.03,1.5,"Tamme et al."
"Rubus idaeus","Rubus idaeus","Rubus idaeus","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:2993094","herb","animal",1.9,2,"Tamme et al."
"Rumex scutatus","Rumex scutatus","Rumex scutatus","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:2888961","herb","wind (special)",1.22,0.4,"Tamme et al."
"Sagina saginoides","Sagina saginoides","Sagina saginoides","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:7952995","herb","wind (none)",0.02,0.07,"Tamme et al."
"Solidago virgaurea subsp. alpestris","Solidago virgaurea","Solidago virgaurea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:6446462","herb","wind (special)",NA,NA,"Tamme et al."
"Trifolium badium","Trifolium badium","Trifolium badium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359018","herb","wind (special)",0.75,0.2,"Tamme et al."
"Viola odorata","Viola odorata","Viola odorata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331181","herb","ant",3.4,0.1,"Tamme et al."
"Viola arvensis","Viola arvensis","Viola arvensis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331235","herb","ballistic",0.46,0.2,"Tamme et al."
"Viola canina","Viola canina","Viola canina","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331258","herb","ballistic",1.11,0.15,"Tamme et al."
"Viola riviniana","Viola riviniana","Viola riviniana","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:7296321","herb","ballistic",1.3,0.44,"Tamme et al."
"Tilia platyphyllos","Tilia platyphyllos","Tilia platyphyllos","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif","GBIF:3152048","tree","wind (special)",98.8,30,"Tamme et al."
"Bromus sterilis","Bromus sterilis","Bromus sterilis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2703647","herb","wind (special)",6.42,0.65,"Tamme et al."
"Calluna vulgaris","Calluna vulgaris","Calluna vulgaris","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2882482","shrub","wind (special)",0.03,1,"Tamme et al."
"Cardamine hirsuta","Cardamine hirsuta","Cardamine hirsuta","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3046258","herb","ballistic",0.11,0.3,"Tamme et al."
"Carduus tenuiflorus","Carduus tenuiflorus","Carduus tenuiflorus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3114627","herb","wind (special)",3.5,2,"Tamme et al."
"Erica cinerea","Erica cinerea","Erica cinerea","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:5333411","shrub","wind (special)",0.11,0.6,"Tamme et al."
"Papaver dubium","Papaver dubium","Papaver dubium","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:2888464","herb","wind (none)",0.11,0.98,"Tamme et al."
"Tussilago farfara","Tussilago farfara","Tussilago farfara","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3149879","herb","wind (special)",0.3,0.3,"Tamme et al."
"Abutilon theophrasti","Abutilon theophrasti","Abutilon theophrasti","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif","GBIF:3152614","herb","wind (none)",9,NA,"Tamme et al."
"Acer negundo","Acer negundo","Acer negundo","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189866","tree","wind (special)",33.7,20,"Tamme et al."
"Ailanthus altissima","Ailanthus altissima","Ailanthus altissima","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Simaroubaceae","gbif","GBIF:3190653","tree","wind (special)",26.91,25,"Tamme et al."
"Alnus viridis subsp. crispa","Alnus viridis","Alnus alnobetula","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","gbif","GBIF:8956987","shrub","wind (special)",0.35,NA,"Tamme et al."
"Amphicarpaea bracteata","Amphicarpaea bracteata","Amphicarpaea bracteata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2960161","herb","ballistic",27.09,NA,"Tamme et al."
"Andropogon glomeratus","Andropogon glomeratus","Andropogon glomeratus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2706097","herb","wind (special)",0.37,NA,"Tamme et al."
"Andropogon virginicus","Andropogon virginicus","Andropogon virginicus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2706080","herb","wind (special)",NA,NA,"Tamme et al."
"Apocynum cannabinum","Apocynum cannabinum","Apocynum cannabinum","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","gbif","GBIF:3169790","herb","wind (special)",1.78,NA,"Tamme et al."
"Arceuthobium vaginatum subsp. cryptopodum","Arceuthobium vaginatum","Arceuthobium vaginatum","Plantae","Tracheophyta","Magnoliopsida","Santalales","Viscaceae","gbif","GBIF:2889831","shrub","ballistic",NA,NA,"Tamme et al."
"Betula uber","Betula uber","Betula lenta","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","gbif","GBIF:5331709","tree","wind (special)",NA,NA,"Tamme et al."
"Betula lenta","Betula lenta","Betula lenta","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","gbif","GBIF:5331709","tree","wind (special)",0.7,NA,"Tamme et al."
"Betula populifolia","Betula populifolia","Betula populifolia","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","gbif","GBIF:8184083","tree","wind (special)",0.11,NA,"Tamme et al."
"Carduus nutans","Carduus nutans","Carduus nutans","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8185959","herb","wind (special)",4,1,"Tamme et al."
"Carex pauciflora","Carex pauciflora","Carex pauciflora","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2727907","herb","ballistic",0.78,0.15,"Tamme et al."
"Carpinus caroliniana","Carpinus caroliniana","Carpinus caroliniana","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","gbif","GBIF:2875842","tree","wind (special)",81.28,NA,"Tamme et al."
"Chaenorhinum minus","Chaenorhinum minus","Chaenorhinum minus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:3171669","herb","wind (none)",NA,0.25,"Tamme et al."
"Datura wrightii","Datura wrightii","Datura wrightii","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","gbif","GBIF:2928741","herb","ant",37.5,NA,"Tamme et al."
"Datura discolor","Datura discolor","Datura discolor","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","gbif","GBIF:2928735","herb","ant",6.2,NA,"Tamme et al."
"Dendromecon rigida","Dendromecon rigida","Dendromecon rigida","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:2888424","shrub","ballistic",15.4,NA,"Tamme et al."
"Erodium botrys","Erodium botrys","Erodium botrys","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891628","herb","ballistic",5.6,NA,"Tamme et al."
"Erodium brachycarpum","Erodium brachycarpum","Erodium brachycarpum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891617","herb","ballistic",3.07,NA,"Tamme et al."
"Erodium cicutarium","Erodium cicutarium","Erodium cicutarium","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:9485490","herb","ballistic",1.46,NA,"Tamme et al."
"Erodium moschatum","Erodium moschatum","Erodium moschatum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:9419993","herb","ballistic",1.65,0.38,"Tamme et al."
"Euphorbia esula","Euphorbia esula","Euphorbia esula","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:8203538","herb","ant",3.5,NA,"Tamme et al."
"Fagus grandifolia","Fagus grandifolia","Fagus grandifolia","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2882274","tree","animal",266,NA,"Tamme et al."
"Geranium carolinianum","Geranium carolinianum","Geranium carolinianum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2890623","herb","ballistic",3.5,NA,"Tamme et al."
"Geranium molle","Geranium molle","Geranium molle","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891488","herb","ballistic",1.1,0.3,"Tamme et al."
"Hazardia squarrosa","Hazardia squarrosa","Hazardia squarrosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5389275","shrub","ant",0.68,NA,"Tamme et al."
"Juglans nigra","Juglans nigra","Juglans nigra","Plantae","Tracheophyta","Magnoliopsida","Fagales","Juglandaceae","gbif","GBIF:3054357","tree","animal",11303,30,"Tamme et al."
"Larix laricina","Larix laricina","Larix laricina","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2686231","tree","wind (special)",2,NA,"Tamme et al."
"Liriodendron tulipifera","Liriodendron tulipifera","Liriodendron tulipifera","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Magnoliaceae","gbif","GBIF:3152861","tree","wind (special)",31.76,61,"Tamme et al."
"Oenothera biennis","Oenothera biennis","Oenothera biennis","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3188924","herb","wind (none)",0.19,2,"Tamme et al."
"Parmena spectabilis","Parmena spectabilis","Rubus spectabilis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:2993761","herb","animal",3.19,NA,"Tamme et al."
"Parthenocissus quinquefolia","Parthenocissus quinquefolia","Parthenocissus quinquefolia","Plantae","Tracheophyta","Magnoliopsida","Vitales","Vitaceae","gbif","GBIF:3039194","shrub","animal",29,10,"Tamme et al."
"Phytolacca americana","Phytolacca americana","Phytolacca americana","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Phytolaccaceae","gbif","GBIF:3084015","herb","animal",9,NA,"Tamme et al."
"Pinus palustris","Pinus palustris","Pinus palustris","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285816","tree","wind (special)",94,NA,"Tamme et al."
"Pinus albicaulis","Pinus albicaulis","Pinus albicaulis","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285183","tree","animal",72.09,NA,"Tamme et al."
"Pinus contorta","Pinus contorta","Pinus contorta","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285750","tree","wind (special)",9.1,NA,"Tamme et al."
"Pinus jeffreyi","Pinus jeffreyi","Pinus jeffreyi","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:8892957","tree","animal",195.3,NA,"Tamme et al."
"Pinus lambertiana","Pinus lambertiana","Pinus lambertiana","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284989","tree","animal",233.4,NA,"Tamme et al."
"Pinus ponderosa","Pinus ponderosa","Pinus ponderosa","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285053","tree","animal",68.7,NA,"Tamme et al."
"Plantago patagonica subsp. aristata","Plantago patagonica","Plantago patagonica","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:3189704","herb","wind (none)",1.5,NA,"Tamme et al."
"Platanus occidentalis","Platanus occidentalis","Platanus occidentalis","Plantae","Tracheophyta","Magnoliopsida","Proteales","Platanaceae","gbif","GBIF:3152820","tree","wind (special)",3.92,25,"Tamme et al."
"Prunus serotina","Prunus serotina","Prunus serotina","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3021850","tree","animal",83.9,15,"Tamme et al."
"Purshia tridentata","Purshia tridentata","Purshia tridentata","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5370313","shrub","animal",30,NA,"Tamme et al."
"Quercus palustris","Quercus palustris","Quercus palustris","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:8313153","tree","animal",1087,25,"Tamme et al."
"Quercus macrocarpa","Quercus macrocarpa","Quercus macrocarpa","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878213","tree","animal",6145,NA,"Tamme et al."
"Quercus muehlenbergii","Quercus muehlenbergii","Quercus muehlenbergii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879947","tree","animal",1192.17,NA,"Tamme et al."
"Rumex obtusifolius","Rumex obtusifolius","Rumex obtusifolius","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:2889011","herb","wind (special)",3.32,1.5,"Tamme et al."
"Sanguinaria canadensis","Sanguinaria canadensis","Sanguinaria canadensis","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:5334192","herb","ant",11.51,NA,"Tamme et al."
"Setaria parviflora","Setaria parviflora","Setaria parviflora","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5289679","herb","wind (none)",1.76,NA,"Tamme et al."
"Sporobolus airoides","Sporobolus airoides","Sporobolus airoides","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704783","herb","wind (none)",0.26,NA,"Tamme et al."
"Tilia americana","Tilia americana","Tilia americana","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif","GBIF:3152042","tree","wind (special)",333.8,NA,"Tamme et al."
"Toxicodendron radicans","Toxicodendron radicans","Toxicodendron radicans","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","gbif","GBIF:3190628","shrub","animal",29,NA,"Tamme et al."
"Tragopogon porrifolius","Tragopogon porrifolius","Tragopogon porrifolius","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5386938","herb","wind (special)",7.05,1,"Tamme et al."
"Trifolium arvense","Trifolium arvense","Trifolium arvense","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359246","herb","wind (special)",0.31,0.3,"Tamme et al."
"Trillium ovatum","Trillium ovatum","Trillium ovatum","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","gbif","GBIF:2742413","herb","ant",10.94,NA,"Tamme et al."
"Trillium grandiflorum","Trillium grandiflorum","Trillium grandiflorum","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","gbif","GBIF:2742283","herb","animal",10.7,NA,"Tamme et al."
"Tsuga heterophylla","Tsuga heterophylla","Tsuga heterophylla","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2687210","tree","wind (special)",2,45,"Tamme et al."
"Viola blanda","Viola blanda","Viola blanda","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331300","herb","ballistic",0.96,NA,"Tamme et al."
"Viola pubescens subsp. scabriuscula","Viola pubescens","Viola pubescens","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331338","herb","ballistic",NA,NA,"Tamme et al."
"Viola sororia subsp. sororia","Viola sororia","Viola sororia","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331238","herb","ballistic",1.33,NA,"Tamme et al."
