"scientificName","kingdom","phylum","class","order","family","db","BodySize","Database","Code","Unit","Field"
"Luzula campestris","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","gbif",13.2897727272727,"TRY","MeanBodySize","mm","VegetativeHeight"
"Lythrum salicaria","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Lythraceae","gbif",81.7909090909091,"TRY","MeanBodySize","mm","VegetativeHeight"
"Matricaria discoidea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif",13.1258064516129,"TRY","MeanBodySize","mm","VegetativeHeight"
"Melica nutans","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif",41.8333333333333,"TRY","MeanBodySize","mm","VegetativeHeight"
"Melilotus officinalis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif",77.5065957446809,"TRY","MeanBodySize","mm","VegetativeHeight"
"Mercurialis perennis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif",19.5533980582524,"TRY","MeanBodySize","mm","VegetativeHeight"
"Myosotis scorpioides","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif",40.411,"TRY","MeanBodySize","mm","VegetativeHeight"
"Narthecium ossifragum","Plantae","Tracheophyta","Liliopsida","Dioscoreales","Nartheciaceae","gbif",24.9285714285714,"TRY","MeanBodySize","mm","VegetativeHeight"
"Nepeta cataria","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif",73.8235294117647,"TRY","MeanBodySize","mm","VegetativeHeight"
"Nyssa aquatica","Plantae","Tracheophyta","Magnoliopsida","Cornales","Nyssaceae","gbif",2723.95555555556,"TRY","MeanBodySize","mm","VegetativeHeight"
"Nyssa sylvatica","Plantae","Tracheophyta","Magnoliopsida","Cornales","Nyssaceae","gbif",1740.88350877193,"TRY","MeanBodySize","mm","VegetativeHeight"
"Odontites vernus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif",44.6875,"TRY","MeanBodySize","mm","VegetativeHeight"
"Oenothera biennis","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif",92.2602127659574,"TRY","MeanBodySize","mm","VegetativeHeight"
"Oxalis acetosella","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","gbif",8.67391304347826,"TRY","MeanBodySize","mm","VegetativeHeight"
"Oxyria digyna","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif",13.7766666666667,"TRY","MeanBodySize","mm","VegetativeHeight"
"Panicum miliaceum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif",81.43,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pastinaca sativa","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif",68.8166666666667,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pedicularis palustris","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif",30.4347826086957,"TRY","MeanBodySize","mm","VegetativeHeight"
"Phacelia tanacetifolia","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Hydrophyllaceae","gbif",63.16,"TRY","MeanBodySize","mm","VegetativeHeight"
"Phytolacca americana","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Phytolaccaceae","gbif",241.545818181818,"TRY","MeanBodySize","mm","VegetativeHeight"
"Picea abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",1542.09665463297,"TRY","MeanBodySize","mm","VegetativeHeight"
"Picea glauca","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",407.844444444444,"TRY","MeanBodySize","mm","VegetativeHeight"
"Picea mariana","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",351.948034006376,"TRY","MeanBodySize","mm","VegetativeHeight"
"Picea rubens","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",1799.13965517241,"TRY","MeanBodySize","mm","VegetativeHeight"
"Picea sitchensis","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",2767.44133333333,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pilosella lactucella","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif",7.39722222222222,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pinus albicaulis","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",1228.07726829268,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pinus banksiana","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",510.803889789303,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pinus cembra","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",1578.30188679245,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pinus contorta","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",759.942448979592,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pinus echinata","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",3616.28235294118,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pinus elliottii","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",809.881553398058,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pinus jeffreyi","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",5025.05454545455,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pinus lambertiana","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",6165.94,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pinus monticola","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",2986.68980863509,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pinus palustris","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",1958.10769230769,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pinus ponderosa","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",1953.65322864798,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pinus resinosa","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",2407.84761903571,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pinus rigida","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",1964.27272727273,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pinus serotina","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",2144.4,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pinus strobus","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",3459.65333333333,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pinus sylvestris","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",1209.5493345289,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pinus taeda","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",1078.70725388601,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pinus virginiana","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",2263.32173913043,"TRY","MeanBodySize","mm","VegetativeHeight"
"Plantago major","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif",23.171477551,"TRY","MeanBodySize","mm","VegetativeHeight"
"Plantago patagonica","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif",15.24,"TRY","MeanBodySize","mm","VegetativeHeight"
"Platanus occidentalis","Plantae","Tracheophyta","Magnoliopsida","Proteales","Platanaceae","gbif",3741.44761904762,"TRY","MeanBodySize","mm","VegetativeHeight"
"Poa alpina","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif",18.0756721311475,"TRY","MeanBodySize","mm","VegetativeHeight"
"Poa annua","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif",17.5590128205128,"TRY","MeanBodySize","mm","VegetativeHeight"
"Poa nemoralis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif",44.2536842105263,"TRY","MeanBodySize","mm","VegetativeHeight"
"Poa pratensis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif",30.337129563935,"TRY","MeanBodySize","mm","VegetativeHeight"
"Polygala vulgaris","Plantae","Tracheophyta","Magnoliopsida","Fabales","Polygalaceae","gbif",14.4261904761905,"TRY","MeanBodySize","mm","VegetativeHeight"
"Populus balsamifera","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","gbif",2170.74594594595,"TRY","MeanBodySize","mm","VegetativeHeight"
"Populus deltoides","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","gbif",3385.76,"TRY","MeanBodySize","mm","VegetativeHeight"
"Populus grandidentata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","gbif",1604.41739130435,"TRY","MeanBodySize","mm","VegetativeHeight"
"Populus tremuloides","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","gbif",692.486503067485,"TRY","MeanBodySize","mm","VegetativeHeight"
"Potentilla argentea","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif",26.0571428571429,"TRY","MeanBodySize","mm","VegetativeHeight"
"Potentilla erecta","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif",18.6378461538462,"TRY","MeanBodySize","mm","VegetativeHeight"
"Potentilla reptans","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif",26.4381578947368,"TRY","MeanBodySize","mm","VegetativeHeight"
"Primula elatior","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif",15.0434782608696,"TRY","MeanBodySize","mm","VegetativeHeight"
"Primula veris","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif",15.2301333333333,"TRY","MeanBodySize","mm","VegetativeHeight"
"Prunus avium","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif",1855.44642857143,"TRY","MeanBodySize","mm","VegetativeHeight"
"Prunus serotina","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif",1266.45542168675,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pseudotsuga menziesii","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",4004.35833090801,"TRY","MeanBodySize","mm","VegetativeHeight"
"Pulicaria dysenterica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif",45.4117647058824,"TRY","MeanBodySize","mm","VegetativeHeight"
"Purshia tridentata","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif",162.304,"TRY","MeanBodySize","mm","VegetativeHeight"
"Quercus alba","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif",2720.95135135135,"TRY","MeanBodySize","mm","VegetativeHeight"
"Quercus ilex","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif",60.6409895928428,"TRY","MeanBodySize","mm","VegetativeHeight"
"Quercus macrocarpa","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif",1812.38666665789,"TRY","MeanBodySize","mm","VegetativeHeight"
"Quercus muehlenbergii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif",2126.60952378571,"TRY","MeanBodySize","mm","VegetativeHeight"
"Quercus palustris","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif",2829.74344827586,"TRY","MeanBodySize","mm","VegetativeHeight"
"Quercus petraea","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif",2754.81109756098,"TRY","MeanBodySize","mm","VegetativeHeight"
"Quercus rubra","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif",1038.8255862069,"TRY","MeanBodySize","mm","VegetativeHeight"
"Quercus suber","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif",1571.42857142857,"TRY","MeanBodySize","mm","VegetativeHeight"
"Quercus velutina","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif",3091.46807015789,"TRY","MeanBodySize","mm","VegetativeHeight"
"Ranunculus acris","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif",23.763982300885,"TRY","MeanBodySize","mm","VegetativeHeight"
"Ranunculus sceleratus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif",40.7589473684211,"TRY","MeanBodySize","mm","VegetativeHeight"
"Raphanus raphanistrum","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif",50.7148936170213,"TRY","MeanBodySize","mm","VegetativeHeight"
"Raphanus sativus","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif",42.9555555555556,"TRY","MeanBodySize","mm","VegetativeHeight"
"Reseda lutea","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Resedaceae","gbif",44.7619047619048,"TRY","MeanBodySize","mm","VegetativeHeight"
"Rhamnus alaternus","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif",269.28,"TRY","MeanBodySize","mm","VegetativeHeight"
"Rhinanthus minor","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif",30.092972972973,"TRY","MeanBodySize","mm","VegetativeHeight"
"Rhododendron ferrugineum","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif",46.6666666666667,"TRY","MeanBodySize","mm","VegetativeHeight"
"Rubus idaeus","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif",117.176829268293,"TRY","MeanBodySize","mm","VegetativeHeight"
"Rubus spectabilis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif",292.468571428571,"TRY","MeanBodySize","mm","VegetativeHeight"
"Rumex acetosa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif",25.6685947712418,"TRY","MeanBodySize","mm","VegetativeHeight"
"Rumex crispus","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif",84.6479166666667,"TRY","MeanBodySize","mm","VegetativeHeight"
"Rumex hydrolapathum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif",164.090909090909,"TRY","MeanBodySize","mm","VegetativeHeight"
"Rumex obtusifolius","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif",59.875988372093,"TRY","MeanBodySize","mm","VegetativeHeight"
"Rumex scutatus","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif",30.2057894736842,"TRY","MeanBodySize","mm","VegetativeHeight"
"Sagina saginoides","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif",5.62018181818182,"TRY","MeanBodySize","mm","VegetativeHeight"
"Sanguinaria canadensis","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif",20.4444444444444,"TRY","MeanBodySize","mm","VegetativeHeight"
"Poterium sanguisorba","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif",14.2784147665472,"TRY","MeanBodySize","mm","VegetativeHeight"
"Sanguisorba officinalis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif",58.4302631578947,"TRY","MeanBodySize","mm","VegetativeHeight"
"Saponaria officinalis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif",57.555619047619,"TRY","MeanBodySize","mm","VegetativeHeight"
"Sassafras albidum","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","gbif",895.293913043478,"TRY","MeanBodySize","mm","VegetativeHeight"
"Scabiosa columbaria","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","gbif",16.8561611374408,"TRY","MeanBodySize","mm","VegetativeHeight"
"Scleranthus annuus","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif",10.3753333333333,"TRY","MeanBodySize","mm","VegetativeHeight"
"Scrophularia nodosa","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","gbif",72.9411764705882,"TRY","MeanBodySize","mm","VegetativeHeight"
"Senecio sylvaticus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif",52.8125,"TRY","MeanBodySize","mm","VegetativeHeight"
"Senecio vulgaris","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif",39.8683333333333,"TRY","MeanBodySize","mm","VegetativeHeight"
"Sequoia sempervirens","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","gbif",7687.74328358209,"TRY","MeanBodySize","mm","VegetativeHeight"
"Sequoiadendron giganteum","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","gbif",5479.9023255814,"TRY","MeanBodySize","mm","VegetativeHeight"
"Serratula tinctoria","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif",24.857,"TRY","MeanBodySize","mm","VegetativeHeight"
"Setaria parviflora","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif",31.6785714285714,"TRY","MeanBodySize","mm","VegetativeHeight"
"Silene dioica","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif",35.0725,"TRY","MeanBodySize","mm","VegetativeHeight"
"Silene flos-cuculi","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif",28.5818181818182,"TRY","MeanBodySize","mm","VegetativeHeight"
"Silene vulgaris","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif",38.7983333333333,"TRY","MeanBodySize","mm","VegetativeHeight"
"Sinapis arvensis","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif",53.9130434782609,"TRY","MeanBodySize","mm","VegetativeHeight"
"Sisymbrium altissimum","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif",70.4772727272727,"TRY","MeanBodySize","mm","VegetativeHeight"
"Solidago canadensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif",82.908943577431,"TRY","MeanBodySize","mm","VegetativeHeight"
"Solidago gigantea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif",90.0768315411828,"TRY","MeanBodySize","mm","VegetativeHeight"
"Solidago virgaurea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif",22.1804347826087,"TRY","MeanBodySize","mm","VegetativeHeight"
"Sonchus arvensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif",112.321428571429,"TRY","MeanBodySize","mm","VegetativeHeight"
"Sonchus asper","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif",49.2844776119403,"TRY","MeanBodySize","mm","VegetativeHeight"
"Sonchus oleraceus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif",94.6353571428571,"TRY","MeanBodySize","mm","VegetativeHeight"
"Sorghum halepense","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif",124.029545454545,"TRY","MeanBodySize","mm","VegetativeHeight"
"Spergularia marina","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif",14.3333333333333,"TRY","MeanBodySize","mm","VegetativeHeight"
"Spergularia rubra","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif",12.95,"TRY","MeanBodySize","mm","VegetativeHeight"
"Sporobolus airoides","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif",91.44,"TRY","MeanBodySize","mm","VegetativeHeight"
"Stellaria graminea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif",41.5629787234043,"TRY","MeanBodySize","mm","VegetativeHeight"
"Stellaria media","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif",31.7183720930233,"TRY","MeanBodySize","mm","VegetativeHeight"
"Hesperostipa comata","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif",28.2028571428571,"TRY","MeanBodySize","mm","VegetativeHeight"
"Tanacetum vulgare","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif",78.4904761904762,"TRY","MeanBodySize","mm","VegetativeHeight"
"Taxodium distichum","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","gbif",3546.24888888889,"TRY","MeanBodySize","mm","VegetativeHeight"
"Thuja occidentalis","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","gbif",1954.59459459459,"TRY","MeanBodySize","mm","VegetativeHeight"
"Tilia americana","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif",1668.80901408451,"TRY","MeanBodySize","mm","VegetativeHeight"
"Tilia cordata","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif",2433.99111111111,"TRY","MeanBodySize","mm","VegetativeHeight"
"Tilia platyphyllos","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif",3233.33333333333,"TRY","MeanBodySize","mm","VegetativeHeight"
"Torilis japonica","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif",59.0916666666667,"TRY","MeanBodySize","mm","VegetativeHeight"
"Toxicodendron radicans","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","gbif",829.1,"TRY","MeanBodySize","mm","VegetativeHeight"
"Tragopogon porrifolius","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif",63.4575,"TRY","MeanBodySize","mm","VegetativeHeight"
"Tragopogon pratensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif",38.9166666666667,"TRY","MeanBodySize","mm","VegetativeHeight"
"Trifolium arvense","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif",18.5547636027221,"TRY","MeanBodySize","mm","VegetativeHeight"
"Trifolium badium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif",12.8636363636364,"TRY","MeanBodySize","mm","VegetativeHeight"
"Trifolium dubium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif",25.3991692186801,"TRY","MeanBodySize","mm","VegetativeHeight"
"Triglochin maritima","Plantae","Tracheophyta","Liliopsida","Alismatales","Juncaginaceae","gbif",17.4838709677419,"TRY","MeanBodySize","mm","VegetativeHeight"
"Triglochin palustris","Plantae","Tracheophyta","Liliopsida","Alismatales","Juncaginaceae","gbif",35.4166666666667,"TRY","MeanBodySize","mm","VegetativeHeight"
"Trillium grandiflorum","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","gbif",24.2,"TRY","MeanBodySize","mm","VegetativeHeight"
"Tsuga canadensis","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",2879.46742857143,"TRY","MeanBodySize","mm","VegetativeHeight"
"Tsuga heterophylla","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif",3795.49348837209,"TRY","MeanBodySize","mm","VegetativeHeight"
"Tussilago farfara","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif",22.3444444444444,"TRY","MeanBodySize","mm","VegetativeHeight"
"Typha angustifolia","Plantae","Tracheophyta","Liliopsida","Poales","Typhaceae","gbif",206.310857142857,"TRY","MeanBodySize","mm","VegetativeHeight"
"Typha latifolia","Plantae","Tracheophyta","Liliopsida","Poales","Typhaceae","gbif",179.763636363636,"TRY","MeanBodySize","mm","VegetativeHeight"
"Ulex europaeus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif",158.064516129032,"TRY","MeanBodySize","mm","VegetativeHeight"
"Ulmus americana","Plantae","Tracheophyta","Magnoliopsida","Rosales","Ulmaceae","gbif",459.087205882353,"TRY","MeanBodySize","mm","VegetativeHeight"
"Ulmus glabra","Plantae","Tracheophyta","Magnoliopsida","Rosales","Ulmaceae","gbif",3422.76595744681,"TRY","MeanBodySize","mm","VegetativeHeight"
"Valeriana dioica","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","gbif",24.0818181818182,"TRY","MeanBodySize","mm","VegetativeHeight"
"Valeriana officinalis","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","gbif",84.8619047619048,"TRY","MeanBodySize","mm","VegetativeHeight"
"Verbascum thapsus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","gbif",85.7975490183333,"TRY","MeanBodySize","mm","VegetativeHeight"
"Veronica arvensis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif",14.0616761303977,"TRY","MeanBodySize","mm","VegetativeHeight"
"Viola blanda","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif",8,"TRY","MeanBodySize","mm","VegetativeHeight"
"Viola canina","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif",34.4214285714286,"TRY","MeanBodySize","mm","VegetativeHeight"
"Viola odorata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif",18.5416666666667,"TRY","MeanBodySize","mm","VegetativeHeight"
"Viola pubescens","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif",24.8624,"TRY","MeanBodySize","mm","VegetativeHeight"
"Viola riviniana","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif",15.3620689655172,"TRY","MeanBodySize","mm","VegetativeHeight"
"Viola sororia","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif",13.3813333333333,"TRY","MeanBodySize","mm","VegetativeHeight"
