"scientificName_checked","ID","Type","Eco","Param","group","ShiftKmY","DispersalPotentialKmY","MedianDispersalPotentialKmY","ClimVeloKmY_RelScale","sdClimVeloKmY_RelScale","q1ClimVeloKmY_RelScale","q3ClimVeloKmY_RelScale","RelScale","ClimVeloKmY_25km","sdClimVeloKmY_25km","q1ClimVeloKmY_25km","q3ClimVeloKmY_25km","ClimVeloKmY_50km","sdClimVeloKmY_50km","q1ClimVeloKmY_50km","q3ClimVeloKmY_50km","ClimVeloKmY_110km","sdClimVeloKmY_110km","q1ClimVeloKmY_110km","q3ClimVeloKmY_110km","MaxDispersalDistanceKm","Article_ID","Study_ID","ID_BioShifts","ID_CoRE","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","Latmin","Latmax","EleExtentm","Eleminm","Elemaxm","Elemeanm","Study_area","Subsp_or_Pop","sp_name_publication","sp_name_database","sp_name_checked","kingdom","phylum","class","family","taxonID","taxon_method","Trend","unit","Significance","Magnitude","Angle","FigTable","START_firstperiod","MIDPOINT_firstperiod","END_firstperiod","START_secondperiod","MIDPOINT_secondperiod","END_secondperiod","Duration","Direction","Rate","UnitRate","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Position_definition","Position_definition_category","scientificName","order","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","type","ObservationTypeGeneral","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity"
"Prunus avium","A156_P1","LAT","Ter","TE","Plants",0.1953,2.22,0.078,0.4116852,1.167453,-0.2962146,1.1693947,"25km",0.4116852,1.167453,-0.2962146,1.1693947,0.8188099,1.6519575,-0.2840278,1.8949654,1.2075749,1.8860918,-0.3212969,2.8069649,2.22,"A156","P1",156,404,"Kuhn_al_2016_GCB","10.1111/gcb.13243",46.62622,2.45873,539441.34,938.2,5049053.64,5987250.13,4641.73,-172.64,4469.09,402.83,"Metropolitan France","n/a","Prunus_avium","Prunus_avium","Prunus_avium","Plantae","Tracheophyta","Magnoliopsida","Rosaceae","GBIF:3020791","Find_Sci_Names","10.8378","km","U",NA,NA,"Table S2",1914,1950.5,1987,1997,2005,2013,55.5,"Contraction",0.1953,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","10th percentiles of species' presence along latitudinal gradient","Percentile","Prunus avium","Rosales","seed dispersal (model)","Breitbach et al. 2012","Maximum_recorded_dispersal_distance_(m)",2220,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.078,4,365,1
"Quercus petraea","A156_P1","LAT","Ter","TE","Plants",0.5011,0.06,0.06,0.4258852,1.1627236,-0.2771106,1.1688377,"25km",0.4258852,1.1627236,-0.2771106,1.1688377,0.8693532,1.5925377,-0.2309345,1.9141942,1.2175987,1.8827317,-0.1999007,2.8069649,0.3,"A156","P1",156,404,"Kuhn_al_2016_GCB","10.1111/gcb.13243",46.62622,2.45873,539441.34,938.2,5049053.64,5987250.13,4641.73,-172.64,4469.09,402.83,"Metropolitan France","n/a","Quercus_petraea","Quercus_petraea","Quercus_petraea","Plantae","Tracheophyta","Magnoliopsida","Fagaceae","GBIF:2880130","Find_Sci_Names","27.8083","km","U",NA,NA,"Table S2",1914,1950.5,1987,1997,2005,2013,55.5,"Contraction",0.5011,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","10th percentiles of species' presence along latitudinal gradient","Percentile","Quercus petraea","Fagales","seed dispersal (field)","Kollmann & Schill 1996","Maximum_recorded_dispersal_distance_(m)",300,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.3,3,1825,5
"Silene dioica","A156_P1","LAT","Ter","TE","Plants",-0.9686,5e-04,0.000295,0.4055495,1.1218687,-0.215427,1.1175941,"25km",0.4055495,1.1218687,-0.215427,1.1175941,0.8140409,1.6044677,-0.2321103,1.8376267,1.1387432,1.836651,-0.1999007,2.6161871,5e-04,"A156","P1",156,404,"Kuhn_al_2016_GCB","10.1111/gcb.13243",46.62622,2.45873,539441.34,938.2,5049053.64,5987250.13,4641.73,-172.64,4469.09,402.83,"Metropolitan France","n/a","Silene_dioica","Silene_dioica","Silene_dioica","Plantae","Tracheophyta","Magnoliopsida","Caryophyllaceae","GBIF:5384795","Find_Sci_Names","-53.757","km","U",NA,NA,"Table S2",1914,1950.5,1987,1997,2005,2013,55.5,"Expansion",-0.9686,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","10th percentiles of species' presence along latitudinal gradient","Percentile","Silene dioica","Caryophyllales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.5,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.000295,2,365,1
"Tilia cordata","A156_P1","LAT","Ter","TE","Plants",-1.2304,0.0128,0.0128,0.4055495,1.1218687,-0.215427,1.1175941,"25km",0.4055495,1.1218687,-0.215427,1.1175941,0.8140409,1.6044677,-0.2321103,1.8376267,1.1387432,1.836651,-0.1999007,2.6161871,0.064,"A156","P1",156,404,"Kuhn_al_2016_GCB","10.1111/gcb.13243",46.62622,2.45873,539441.34,938.2,5049053.64,5987250.13,4641.73,-172.64,4469.09,402.83,"Metropolitan France","n/a","Tilia_cordata","Tilia_cordata","Tilia_cordata","Plantae","Tracheophyta","Magnoliopsida","Malvaceae","GBIF:3152047","Find_Sci_Names","-68.2865","km","U",NA,NA,"Table S2",1914,1950.5,1987,1997,2005,2013,55.5,"Expansion",-1.2304,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","10th percentiles of species' presence along latitudinal gradient","Percentile","Tilia cordata","Malvales","seed dispersal (field)","Kohlermann 1950 in Hughes et al. 1994","Mean_dispersal_distance_(m)",64,"MeanDispersalDistance","m","Tamme et al. 2014",NA,"Mean","seed dispersal",0.064,1,1825,5
"Tilia platyphyllos","A156_P1","LAT","Ter","TE","Plants",0.6786,0.016,0.016,0.4127832,1.1435887,-0.2545591,1.1467748,"25km",0.4127832,1.1435887,-0.2545591,1.1467748,0.8220585,1.6351114,-0.2344072,1.8949654,1.1782823,1.8530941,-0.1999007,2.8069649,0.08,"A156","P1",156,404,"Kuhn_al_2016_GCB","10.1111/gcb.13243",46.62622,2.45873,539441.34,938.2,5049053.64,5987250.13,4641.73,-172.64,4469.09,402.83,"Metropolitan France","n/a","Tilia_platyphyllos","Tilia_platyphyllos","Tilia_platyphyllos","Plantae","Tracheophyta","Magnoliopsida","Malvaceae","GBIF:3152048","Find_Sci_Names","37.6599","km","U",NA,NA,"Table S2",1914,1950.5,1987,1997,2005,2013,55.5,"Contraction",0.6786,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","10th percentiles of species' presence along latitudinal gradient","Percentile","Tilia platyphyllos","Malvales","seed dispersal (field)","M�ller-Schneider 1986 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)",80,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.08,3,1825,5
"Ulmus glabra","A156_P1","LAT","Ter","TE","Plants",-4.0269,0.012,0.012,0.4055495,1.1218687,-0.215427,1.1175941,"25km",0.4055495,1.1218687,-0.215427,1.1175941,0.8140409,1.6044677,-0.2321103,1.8376267,1.1387432,1.836651,-0.1999007,2.6161871,0.06,"A156","P1",156,404,"Kuhn_al_2016_GCB","10.1111/gcb.13243",46.62622,2.45873,539441.34,938.2,5049053.64,5987250.13,4641.73,-172.64,4469.09,402.83,"Metropolitan France","n/a","Ulmus_glabra","Ulmus_glabra","Ulmus_glabra","Plantae","Tracheophyta","Magnoliopsida","Ulmaceae","GBIF:5361866","Find_Sci_Names","-223.4937","km","U",NA,NA,"Table S2",1914,1950.5,1987,1997,2005,2013,55.5,"Expansion",-4.0269,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","10th percentiles of species' presence along latitudinal gradient","Percentile","Ulmus glabra","Rosales","seed dispersal (field)","Kohlermann 1950 in Hughes et al. 1994","Mean_dispersal_distance_(m)",60,"MeanDispersalDistance","m","Tamme et al. 2014",NA,"Mean","seed dispersal",0.06,1,1825,5
"Valeriana officinalis","A156_P1","LAT","Ter","TE","Plants",-0.3466,0.00485,0.00272,0.4055495,1.1218687,-0.215427,1.1175941,"25km",0.4055495,1.1218687,-0.215427,1.1175941,0.8140409,1.6044677,-0.2321103,1.8376267,1.1387432,1.836651,-0.1999007,2.6161871,0.00485,"A156","P1",156,404,"Kuhn_al_2016_GCB","10.1111/gcb.13243",46.62622,2.45873,539441.34,938.2,5049053.64,5987250.13,4641.73,-172.64,4469.09,402.83,"Metropolitan France","n/a","Valeriana_officinalis","Valeriana_officinalis","Valeriana_officinalis","Plantae","Tracheophyta","Magnoliopsida","Caprifoliaceae","GBIF:2888763","Find_Sci_Names","-19.2366","km","U",NA,NA,"Table S2",1914,1950.5,1987,1997,2005,2013,55.5,"Expansion",-0.3466,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","10th percentiles of species' presence along latitudinal gradient","Percentile","Valeriana officinalis","Dipsacales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",4.85,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.00272,2,365,1
"Lepus americanus","A157_P1","LAT","Ter","TE","Mammalia",0.858,20.1,20.1,2.7539577,1.309695,2.2048533,3.3586504,"25km",2.7539577,1.309695,2.2048533,3.3586504,3.5565627,0.8694583,2.831512,4.0921912,4.2611719,0.4849469,3.9304042,4.573513,20.1,"A157","P1",157,6,"Sultaire_al_2016_ProcB","10.1098/rspb.2015.3104",44.63802,-90.01169,145364.59,498.42,5065993.86,5564411.65,411.71,173.11,584.82,306.85,"Wisconsin","n/a","Lepus_americanus","Lepus_americanus","Lepus_americanus","Animalia","Chordata","Mammalia","Leporidae","GBIF:2436794","Find_Sci_Names","29.6","km","U",NA,NA,"pg. 6",1979,1979.5,1980,2012,2013,2014,34.5,"Contraction",0.858,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Detectability","Most southerly detection for each survey period","Furthest occurrence","Lepus americanus","Lagomorpha","natal dispersal","O’Farrell (1965)","Natal_dispersal_maximum_distance_(km)",20.1,"MaxDispersalDistance","km","Sutherland (mammals)","m/f","Max","natal dispersal",20.1,2,259.435506,1
"Phoebastria nigripes","A160_P1","LAT","Mar","O","Aves",0.27,158.27901916,143.5564641,NA,NA,NA,NA,"110km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,791.3950958,"A160","P1",160,407,"Kuletz_al_2014_DPR","10.1016/j.dsr2.2014.05.006",57.70781,-174.67513,2573612.89,1622.31,5906122.79,7528432.67,NA,NA,NA,NA,"eastern Bering Sea, from the Bering Strait to the Aleutian Archipelago",NA,"Phoebastria_nigripes","Phoebastria_nigripes","Phoebastria_nigripes","Animalia","Chordata","Aves","Diomedeidae","GBIF:2481383","Find_Sci_Names","0.27","km/year","U",NA,NA,"Fig 4 and page 286 bottom left paragraph",1975,1975,1975,2010,2010,2010,36,"Towards Poles",0.27,"km/year","very_large",4,"IRR/AGG","CensusPeriods","abundance","Model","Center of gravity, using mean density per frid cell as weights","Weighted mean","Phoebastria nigripes","Procellariiformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",791.3950958,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",717.7823205,2,1825,5
"Accipiter cooperii","A162_P1","LAT","Ter","O","Aves",-4.3275,28.85915656,17.6,2.5189449,1.6702902,1.3285625,3.518425,"50km",1.8580132,1.6877517,0.7805207,2.843257,2.5189449,1.6702902,1.3285625,3.518425,2.991433,1.3869153,1.9915228,3.9245329,57.71831312,"A162","P1",162,NA,"Hovick_al_2016_BC","10.1007/s10531-016-1053-6",40.50261,-100.02659,1889961.86,2430.05,3557257.94,5987307.38,4286.9,-78.21,4208.69,780.01,"North America",NA,"Accipiter_cooperii","Accipiter_cooperii","Accipiter_cooperii","Animalia","Chordata","Aves","Accipitridae","GBIF:2480621","Find_Sci_Names","-0.8943","deg","Y",NA,NA,"Supplementary Material",1967,1979.5,1992,1993,2001.5,2010,23,"Towards Equator",-4.3275,"km/year","moderate",2,"TWO","CensusPeriods","abundance","Raw","Abundance-weighted mean latitude","Weighted mean","Accipiter cooperii","Accipitriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",57.71831312,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",35.2,5,730,2
"Actitis macularius","A162_P1","LAT","Ter","O","Aves",1.7157,147,146.85,2.9805998,1.3902027,1.9780862,3.8858478,"110km",1.8443465,1.6898613,0.7657589,2.8351839,2.5073395,1.6716949,1.3083026,3.5139654,2.9805998,1.3902027,1.9780862,3.8858478,147,"A162","P1",162,NA,"Hovick_al_2016_BC","10.1007/s10531-016-1053-6",40.50261,-100.02659,1889961.86,2430.05,3557257.94,5987307.38,4286.9,-78.21,4208.69,780.01,"North America",NA,"Actitis_macularius","Actitis_macularius","Actitis_macularius","Animalia","Chordata","Aves","Scolopacidae","GBIF:2481798","Find_Sci_Names","0.3545","deg","Y",NA,NA,"Supplementary Material",1967,1979.5,1992,1993,2001.5,2010,23,"Towards Poles",1.7157,"km/year","moderate",2,"TWO","CensusPeriods","abundance","Raw","Abundance-weighted mean latitude","Weighted mean","Actitis macularius","Charadriiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",147000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",146.85,2,365,1
"Aix sponsa","A162_P1","LAT","Ter","O","Aves",2.1955,9.102877271,4.089744502,1.9346986,1.6973542,0.8318515,2.9477153,"25km",1.9346986,1.6973542,0.8318515,2.9477153,2.5878725,1.641548,1.4110295,3.5676098,3.0641111,1.3774393,2.0725574,4.0009565,9.102877271,"A162","P1",162,NA,"Hovick_al_2016_BC","10.1007/s10531-016-1053-6",40.50261,-100.02659,1889961.86,2430.05,3557257.94,5987307.38,4286.9,-78.21,4208.69,780.01,"North America",NA,"Aix_sponsa","Aix_sponsa","Aix_sponsa","Animalia","Chordata","Aves","Anatidae","GBIF:2498387","Find_Sci_Names","0.4537","deg","Y",NA,NA,"Supplementary Material",1967,1979.5,1992,1993,2001.5,2010,23,"Towards Poles",2.1955,"km/year","moderate",2,"TWO","CensusPeriods","abundance","Raw","Abundance-weighted mean latitude","Weighted mean","Aix sponsa","Anseriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",9.102877271,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",4.089744502,4,365,1
"Anas acuta","A162_P1","LAT","Ter","O","Aves",3.5801,2.541645117,2.541645117,1.9280773,1.67851,0.8543954,2.9257364,"25km",1.9280773,1.67851,0.8543954,2.9257364,2.6015677,1.6303767,1.46419,3.5672847,3.0780783,1.3438487,2.1006727,4.0009565,2.541645117,"A162","P1",162,NA,"Hovick_al_2016_BC","10.1007/s10531-016-1053-6",40.50261,-100.02659,1889961.86,2430.05,3557257.94,5987307.38,4286.9,-78.21,4208.69,780.01,"North America",NA,"Anas_acuta","Anas_acuta","Anas_acuta","Animalia","Chordata","Aves","Anatidae","GBIF:2498112","Find_Sci_Names","0.7398","deg","Y",NA,NA,"Supplementary Material",1967,1979.5,1992,1993,2001.5,2010,23,"Towards Poles",3.5801,"km/year","moderate",2,"TWO","CensusPeriods","abundance","Raw","Abundance-weighted mean latitude","Weighted mean","Anas acuta","Anseriformes","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",2.541645117,"SingleObservation","km","Chu 2021",NA,"Unknown","natal dispersal",2.541645117,2,240,1
"Anas platyrhynchos","A162_P1","LAT","Ter","O","Aves",1.7019,270.5094065,19.9,2.9863538,1.3893461,1.9915228,3.9245329,"110km",1.8457436,1.6952606,0.7588342,2.8352728,2.5081122,1.6814507,1.3083026,3.5206328,2.9863538,1.3893461,1.9915228,3.9245329,270.5094065,"A162","P1",162,NA,"Hovick_al_2016_BC","10.1007/s10531-016-1053-6",40.50261,-100.02659,1889961.86,2430.05,3557257.94,5987307.38,4286.9,-78.21,4208.69,780.01,"North America",NA,"Anas_platyrhynchos","Anas_platyrhynchos","Anas_platyrhynchos","Animalia","Chordata","Aves","Anatidae","GBIF:9761484","Find_Sci_Names","0.3517","deg","Y",NA,NA,"Supplementary Material",1967,1979.5,1992,1993,2001.5,2010,23,"Towards Poles",1.7019,"km/year","moderate",2,"TWO","CensusPeriods","abundance","Raw","Abundance-weighted mean latitude","Weighted mean","Anas platyrhynchos","Anseriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",270.5094065,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",19.9,7,365,1
"Aquila chrysaetos","A162_P1","LAT","Ter","O","Aves",3.4277,46.3412256,32.70794794625,2.9029788,1.3636938,1.8770746,3.8460679,"110km",1.778136,1.6384331,0.7181968,2.7522054,2.4259542,1.6544749,1.1775762,3.4289551,2.9029788,1.3636938,1.8770746,3.8460679,185.3649024,"A162","P1",162,NA,"Hovick_al_2016_BC","10.1007/s10531-016-1053-6",40.50261,-100.02659,1889961.86,2430.05,3557257.94,5987307.38,4286.9,-78.21,4208.69,780.01,"North America",NA,"Aquila_chrysaetos","Aquila_chrysaetos","Aquila_chrysaetos","Animalia","Chordata","Aves","Accipitridae","GBIF:2480506","Find_Sci_Names","0.7083","deg","Y",NA,NA,"Supplementary Material",1967,1979.5,1992,1993,2001.5,2010,23,"Towards Poles",3.4277,"km/year","moderate",2,"TWO","CensusPeriods","abundance","Raw","Abundance-weighted mean latitude","Weighted mean","Aquila chrysaetos","Accipitriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",185.3649024,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",130.831791785,2,1460,4
"Ardea alba","A162_P1","LAT","Ter","O","Aves",7.2176,156.9793537,107.82918735,3.5148465,1.0084977,2.7511847,4.1115561,"110km",2.3487653,1.6328177,1.4139241,3.2273176,3.0541467,1.3730453,2.2318089,3.9532638,3.5148465,1.0084977,2.7511847,4.1115561,313.9587074,"A162","P1",162,NA,"Hovick_al_2016_BC","10.1007/s10531-016-1053-6",40.50261,-100.02659,1889961.86,2430.05,3557257.94,5987307.38,4286.9,-78.21,4208.69,780.01,"North America",NA,"Ardea_alba","Ardea_alba","Ardea_alba","Animalia","Chordata","Aves","Ardeidae","GBIF:9752617","Find_Sci_Names","1.4915","deg","Y",NA,NA,"Supplementary Material",1967,1979.5,1992,1993,2001.5,2010,23,"Towards Poles",7.2176,"km/year","moderate",2,"TWO","CensusPeriods","abundance","Raw","Abundance-weighted mean latitude","Weighted mean","Ardea alba","Pelecaniformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",313.9587074,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",215.6583747,2,637.601,2
"Athene cunicularia","A162_P1","LAT","Ter","O","Aves",-4.7517,109.6209029,30,2.7952836,1.3884362,1.6168334,3.8310735,"110km",1.5599862,1.5692452,0.6329133,2.4873562,2.2601539,1.6366557,1.0806255,3.1522644,2.7952836,1.3884362,1.6168334,3.8310735,109.6209029,"A162","P1",162,NA,"Hovick_al_2016_BC","10.1007/s10531-016-1053-6",40.50261,-100.02659,1889961.86,2430.05,3557257.94,5987307.38,4286.9,-78.21,4208.69,780.01,"North America",NA,"Athene_cunicularia","Athene_cunicularia","Athene_cunicularia","Animalia","Chordata","Aves","Strigidae","GBIF:2497240","Find_Sci_Names","-0.9819","deg","Y",NA,NA,"Supplementary Material",1967,1979.5,1992,1993,2001.5,2010,23,"Towards Equator",-4.7517,"km/year","moderate",2,"TWO","CensusPeriods","abundance","Raw","Abundance-weighted mean latitude","Weighted mean","Athene cunicularia","Strigiformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",109.6209029,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",30,4,365,1
"Aythya affinis","A162_P1","LAT","Ter","O","Aves",-1.0443,0.697859425,0.697859425,1.8443465,1.6898613,0.7657589,2.8351839,"25km",1.8443465,1.6898613,0.7657589,2.8351839,2.5073395,1.6716949,1.3083026,3.5139654,2.9805998,1.3902027,1.9780862,3.8858478,0.697859425,"A162","P1",162,NA,"Hovick_al_2016_BC","10.1007/s10531-016-1053-6",40.50261,-100.02659,1889961.86,2430.05,3557257.94,5987307.38,4286.9,-78.21,4208.69,780.01,"North America",NA,"Aythya_affinis","Aythya_affinis","Aythya_affinis","Animalia","Chordata","Aves","Anatidae","GBIF:2498257","Find_Sci_Names","-0.2158","deg","Y",NA,NA,"Supplementary Material",1967,1979.5,1992,1993,2001.5,2010,23,"Towards Equator",-1.0443,"km/year","moderate",2,"TWO","CensusPeriods","abundance","Raw","Abundance-weighted mean latitude","Weighted mean","Aythya affinis","Anseriformes","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",0.697859425,"SingleObservation","km","Chu 2021",NA,"Unknown","natal dispersal",0.697859425,2,365,1
"Branta canadensis","A162_P1","LAT","Ter","O","Aves",7.2744,64.38468605,4.45,2.8434074,1.3446286,1.7858471,3.7753325,"110km",1.8258071,1.6358085,0.7545573,2.7570855,2.4368343,1.6378992,1.1953462,3.4267931,2.8434074,1.3446286,1.7858471,3.7753325,128.7693721,"A162","P1",162,NA,"Hovick_al_2016_BC","10.1007/s10531-016-1053-6",40.50261,-100.02659,1889961.86,2430.05,3557257.94,5987307.38,4286.9,-78.21,4208.69,780.01,"North America",NA,"Branta_canadensis","Branta_canadensis","Branta_canadensis","Animalia","Chordata","Aves","Anatidae","GBIF:5232437","Find_Sci_Names","1.5033","deg","Y",NA,NA,"Supplementary Material",1967,1979.5,1992,1993,2001.5,2010,23,"Towards Poles",7.2744,"km/year","moderate",2,"TWO","CensusPeriods","abundance","Raw","Abundance-weighted mean latitude","Weighted mean","Branta canadensis","Anseriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",128.7693721,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",8.9,9,730,2
"Bubo virginianus","A162_P1","LAT","Ter","O","Aves",-2.3145,655,329.859799965,2.9805998,1.3902027,1.9780862,3.8858478,"110km",1.8443465,1.6898613,0.7657589,2.8351839,2.5073395,1.6716949,1.3083026,3.5139654,2.9805998,1.3902027,1.9780862,3.8858478,1310,"A162","P1",162,NA,"Hovick_al_2016_BC","10.1007/s10531-016-1053-6",40.50261,-100.02659,1889961.86,2430.05,3557257.94,5987307.38,4286.9,-78.21,4208.69,780.01,"North America",NA,"Bubo_virginianus","Bubo_virginianus","Bubo_virginianus","Animalia","Chordata","Aves","Strigidae","GBIF:5959118","Find_Sci_Names","-0.4783","deg","Y",NA,NA,"Supplementary Material",1967,1979.5,1992,1993,2001.5,2010,23,"Towards Equator",-2.3145,"km/year","moderate",2,"TWO","CensusPeriods","abundance","Raw","Abundance-weighted mean latitude","Weighted mean","Bubo virginianus","Strigiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",1310000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",659.71959993,4,730,2
"Bucephala albeola","A162_P1","LAT","Ter","O","Aves",-1.4075,2.25,2.25,1.852812,1.6860887,0.7669884,2.8351901,"25km",1.852812,1.6860887,0.7669884,2.8351901,2.5155633,1.6869434,1.288767,3.5272563,2.9865517,1.3890667,1.9780862,3.8858478,4.5,"A162","P1",162,NA,"Hovick_al_2016_BC","10.1007/s10531-016-1053-6",40.50261,-100.02659,1889961.86,2430.05,3557257.94,5987307.38,4286.9,-78.21,4208.69,780.01,"North America",NA,"Bucephala_albeola","Bucephala_albeola","Bucephala_albeola","Animalia","Chordata","Aves","Anatidae","GBIF:2498329","Find_Sci_Names","-0.2909","deg","Y",NA,NA,"Supplementary Material",1967,1979.5,1992,1993,2001.5,2010,23,"Towards Equator",-1.4075,"km/year","moderate",2,"TWO","CensusPeriods","abundance","Raw","Abundance-weighted mean latitude","Weighted mean","Bucephala albeola","Anseriformes","natal dispersal","Gauthier (1993)","Natal_dispersal_maximum_distance_(km)",4.5,"MaxDispersalDistance","km","Sutherland (birds)","f","Max","natal dispersal",4.5,2,728.468,2
"Bucephala clangula","A162_P1","LAT","Ter","O","Aves",-1.3074,3,0.582965188,1.8562378,1.6756551,0.7588342,2.8422863,"25km",1.8562378,1.6756551,0.7588342,2.8422863,2.4802604,1.6738567,1.2053757,3.4528515,2.8826147,1.3600969,1.8770746,3.782918,6,"A162","P1",162,NA,"Hovick_al_2016_BC","10.1007/s10531-016-1053-6",40.50261,-100.02659,1889961.86,2430.05,3557257.94,5987307.38,4286.9,-78.21,4208.69,780.01,"North America",NA,"Bucephala_clangula","Bucephala_clangula","Bucephala_clangula","Animalia","Chordata","Aves","Anatidae","GBIF:2498326","Find_Sci_Names","-0.2702","deg","Y",NA,NA,"Supplementary Material",1967,1979.5,1992,1993,2001.5,2010,23,"Towards Equator",-1.3074,"km/year","moderate",2,"TWO","CensusPeriods","abundance","Raw","Abundance-weighted mean latitude","Weighted mean","Bucephala clangula","Anseriformes","natal dispersal","Dow and Fredga (1983)","Natal_dispersal_maximum_distance_(km)",6,"MaxDispersalDistance","km","Sutherland (birds)","f","Max","natal dispersal",1.165930376,5,730,2
