"reported_name","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code","ObservationTypeSpecific","Source","Field","DispersalDistance","Code","Unit","Database","Sex"
"Larus delawarensis","Larus delawarensis","Larus delawarensis","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481134","natal dispersal distance","Chu 2021","arimean","72.4256309","MeanDispersalDistance","km","Chu 2021",NA
"Dryobates borealis","Dryobates borealis","Leuconotopicus borealis","Animalia","Chordata","Aves","Piciformes","Picidae","gbif","GBIF:9046711","natal dispersal distance","Chu 2021","arimean","36.1990836","MeanDispersalDistance","km","Chu 2021",NA
"Larus californicus","Larus californicus","Larus californicus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481146","natal dispersal distance","Chu 2021","arimean","118.0953686","MeanDispersalDistance","km","Chu 2021",NA
"Antigone canadensis","Antigone canadensis","Grus canadensis","Animalia","Chordata","Aves","Gruiformes","Gruidae","gbif","GBIF:2474953","natal dispersal distance","Chu 2021","arimean","33.96326368","MeanDispersalDistance","km","Chu 2021",NA
"Buteo regalis","Buteo regalis","Buteo regalis","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480566","natal dispersal distance","Chu 2021","arimean","328.0659412","MeanDispersalDistance","km","Chu 2021",NA
"Sialia mexicana","Sialia mexicana","Sialia mexicana","Animalia","Chordata","Aves","Passeriformes","Turdidae","gbif","GBIF:2490936","natal dispersal distance","Chu 2021","arimean","6.421985086","MeanDispersalDistance","km","Chu 2021",NA
"Branta bernicla","Branta bernicla","Branta bernicla","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:5232446","natal dispersal distance","Chu 2021","arimean","172.7743662","MeanDispersalDistance","km","Chu 2021",NA
"Accipiter gentilis","Accipiter gentilis","Accipiter gentilis","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480589","natal dispersal distance","Chu 2021","arimean","35.30395999","MeanDispersalDistance","km","Chu 2021",NA
"Buteo lineatus","Buteo lineatus","Buteo lineatus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480529","natal dispersal distance","Chu 2021","arimean","36.36132188","MeanDispersalDistance","km","Chu 2021",NA
"Strix varia","Strix varia","Strix varia","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:2497541","natal dispersal distance","Chu 2021","arimean","7.755788376","MeanDispersalDistance","km","Chu 2021",NA
"Aix sponsa","Aix sponsa","Aix sponsa","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498387","natal dispersal distance","Chu 2021","arimean","9.102877271","MeanDispersalDistance","km","Chu 2021",NA
"Myiarchus cinerascens","Myiarchus cinerascens","Myiarchus cinerascens","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","gbif","GBIF:2483600","natal dispersal distance","Chu 2021","arimean","9.323680713","MeanDispersalDistance","km","Chu 2021",NA
"Gavia immer","Gavia immer","Gavia immer","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","gbif","GBIF:2481962","natal dispersal distance","Chu 2021","arimean","11.49713034","MeanDispersalDistance","km","Chu 2021",NA
"Plegadis falcinellus","Plegadis falcinellus","Plegadis falcinellus","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","gbif","GBIF:2480773","natal dispersal distance","Chu 2021","arimean","241.4087905","MeanDispersalDistance","km","Chu 2021",NA
"Nycticorax nycticorax","Nycticorax nycticorax","Nycticorax nycticorax","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","gbif","GBIF:2480863","natal dispersal distance","Chu 2021","arimean","8.309647072","MeanDispersalDistance","km","Chu 2021",NA
"Scolopax minor","Scolopax minor","Scolopax minor","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","gbif","GBIF:2481695","natal dispersal distance","Chu 2021","arimean","298.3929179","MeanDispersalDistance","km","Chu 2021",NA
"Bubo scandiacus","Bubo scandiacus","Bubo scandiacus","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:5959143","natal dispersal distance","Chu 2021","arimean","3.727885135","MeanDispersalDistance","km","Chu 2021",NA
"Hirundo rustica","Hirundo rustica","Hirundo rustica","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:9515886","natal dispersal distance","Chu 2021","arimean","27.21236808","MeanDispersalDistance","km","Chu 2021",NA
"Alca torda","Alca torda","Alca torda","Animalia","Chordata","Aves","Charadriiformes","Alcidae","gbif","GBIF:8277073","natal dispersal distance","Chu 2021","arimean","485.3897347","MeanDispersalDistance","km","Chu 2021",NA
"Sterna paradisaea","Sterna paradisaea","Sterna paradisaea","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:5229230","natal dispersal distance","Chu 2021","arimean","116.2098611","MeanDispersalDistance","km","Chu 2021",NA
"Egretta thula","Egretta thula","Egretta thula","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","gbif","GBIF:2480873","natal dispersal distance","Chu 2021","arimean","99.24094678","MeanDispersalDistance","km","Chu 2021",NA
"Buteo swainsoni","Buteo swainsoni","Buteo swainsoni","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480562","natal dispersal distance","Chu 2021","arimean","14.97645043","MeanDispersalDistance","km","Chu 2021",NA
"Falco mexicanus","Falco mexicanus","Falco mexicanus","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:2481000","natal dispersal distance","Chu 2021","arimean","184.8219336","MeanDispersalDistance","km","Chu 2021",NA
"Falco columbarius","Falco columbarius","Falco columbarius","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:9813242","natal dispersal distance","Chu 2021","arimean","34.91578643","MeanDispersalDistance","km","Chu 2021",NA
"Bubo virginianus","Bubo virginianus","Bubo virginianus","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:5959118","natal dispersal distance","Chu 2021","arimean","14.43919986","MeanDispersalDistance","km","Chu 2021",NA
"Corvus corax","Corvus corax","Corvus corax","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:2482492","natal dispersal distance","Chu 2021","arimean","3.376201823","MeanDispersalDistance","km","Chu 2021",NA
"Sturnus vulgaris","Sturnus vulgaris","Sturnus vulgaris","Animalia","Chordata","Aves","Passeriformes","Sturnidae","gbif","GBIF:9809229","natal dispersal distance","Chu 2021","arimean","23.13255718","MeanDispersalDistance","km","Chu 2021",NA
"Passer domesticus","Passer domesticus","Passer domesticus","Animalia","Chordata","Aves","Passeriformes","Passeridae","gbif","GBIF:5231190","natal dispersal distance","Chu 2021","arimean","4.916183855","MeanDispersalDistance","km","Chu 2021",NA
"Uria aalge","Uria aalge","Uria aalge","Animalia","Chordata","Aves","Charadriiformes","Alcidae","gbif","GBIF:2481342","natal dispersal distance","Chu 2021","arimean","19.10654846","SingleObservation","km","Chu 2021",NA
"Rissa tridactyla","Rissa tridactyla","Rissa tridactyla","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481205","natal dispersal distance","Chu 2021","arimean","25.23675863","SingleObservation","km","Chu 2021",NA
"Leucophaeus atricilla","Leucophaeus atricilla","Leucophaeus atricilla","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:6065844","natal dispersal distance","Chu 2021","arimean","14.03897896","SingleObservation","km","Chu 2021",NA
"Sterna forsteri","Sterna forsteri","Sterna forsteri","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:5229247","natal dispersal distance","Chu 2021","arimean","552.6652553","SingleObservation","km","Chu 2021",NA
"Chlidonias niger","Chlidonias niger","Chlidonias niger","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481119","natal dispersal distance","Chu 2021","arimean","68.50798173","SingleObservation","km","Chu 2021",NA
"Morus bassanus","Morus bassanus","Morus bassanus","Animalia","Chordata","Aves","Suliformes","Sulidae","gbif","GBIF:2480964","natal dispersal distance","Chu 2021","arimean","2715.280848","SingleObservation","km","Chu 2021",NA
"Mergus merganser","Mergus merganser","Mergus merganser","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:9537647","natal dispersal distance","Chu 2021","arimean","0.668806371","SingleObservation","km","Chu 2021",NA
"Anas acuta","Anas acuta","Anas acuta","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498112","natal dispersal distance","Chu 2021","arimean","2.541645117","SingleObservation","km","Chu 2021",NA
"Aythya affinis","Aythya affinis","Aythya affinis","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498257","natal dispersal distance","Chu 2021","arimean","0.697859425","SingleObservation","km","Chu 2021",NA
"Bucephala clangula","Bucephala clangula","Bucephala clangula","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498326","natal dispersal distance","Chu 2021","arimean","1.165930376","SingleObservation","km","Chu 2021",NA
"Somateria spectabilis","Somateria spectabilis","Somateria spectabilis","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498350","natal dispersal distance","Chu 2021","arimean","1.324141494","SingleObservation","km","Chu 2021",NA
"Plegadis chihi","Plegadis chihi","Plegadis chihi","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","gbif","GBIF:9375033","natal dispersal distance","Chu 2021","arimean","789.3352312","SingleObservation","km","Chu 2021",NA
"Recurvirostra americana","Recurvirostra americana","Recurvirostra americana","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","gbif","GBIF:2480258","natal dispersal distance","Chu 2021","arimean","353.9684603","SingleObservation","km","Chu 2021",NA
"Numenius phaeopus","Numenius phaeopus","Numenius phaeopus","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","gbif","GBIF:2481784","natal dispersal distance","Chu 2021","arimean","6.909362073","SingleObservation","km","Chu 2021",NA
"Corvus brachyrhynchos","Corvus brachyrhynchos","Corvus brachyrhynchos","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:2482507","natal dispersal distance","Chu 2021","arimean","51.76120295","SingleObservation","km","Chu 2021",NA
"Vireo atricapilla","Vireo atricapilla","Vireo atricapilla","Animalia","Chordata","Aves","Passeriformes","Vireonidae","gbif","GBIF:2487438","natal dispersal distance","Chu 2021","arimean","4.535889139","SingleObservation","km","Chu 2021",NA
"Campylorhynchus brunneicapillus","Campylorhynchus brunneicapillus","Campylorhynchus brunneicapillus","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","gbif","GBIF:5231474","natal dispersal distance","Chu 2021","arimean","0.457560115","SingleObservation","km","Chu 2021",NA
"Troglodytes aedon","Troglodytes aedon","Troglodytes aedon","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","gbif","GBIF:5231459","natal dispersal distance","Chu 2021","arimean","147.4331741","SingleObservation","km","Chu 2021",NA
"Sitta pusilla","Sitta pusilla","Sitta pusilla","Animalia","Chordata","Aves","Passeriformes","Sittidae","gbif","GBIF:2484904","natal dispersal distance","Chu 2021","arimean","3.532518744","SingleObservation","km","Chu 2021",NA
"Poecile atricapillus","Poecile atricapillus","Poecile atricapillus","Animalia","Chordata","Aves","Passeriformes","Paridae","gbif","GBIF:2487805","natal dispersal distance","Chu 2021","arimean","2.996373957","SingleObservation","km","Chu 2021",NA
"Cardamine amara","Cardamine amara","Cardamine amara","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3046044","seed dispersal (unknown)","Schneider 1935","Maximum","1.4","MaxDispersalDistance","m","Vittoz & Engler 2007",NA
"Cardamine impatiens","Cardamine impatiens","Cardamine impatiens","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3046187","seed dispersal (unknown)","Schneider 1935","Maximum","2","MaxDispersalDistance","m","Vittoz & Engler 2007",NA
"Cardamine pratensis","Cardamine pratensis","Cardamine pratensis","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:7972010","seed dispersal (unknown)","Schneider 1935","Maximum","2.4","MaxDispersalDistance","m","Vittoz & Engler 2007",NA
"Cardamine resedifolia","Cardamine resedifolia","Cardamine resedifolia","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3045872","seed dispersal (unknown)","Schneider 1935","Maximum","1.04","MaxDispersalDistance","m","Vittoz & Engler 2007",NA
"Cardamine resedifolia","Cardamine resedifolia","Cardamine resedifolia","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3045872","seed dispersal (unknown)","Stöcklin & Bäumler 1996","Maximum","1","MaxDispersalDistance","m","Vittoz & Engler 2007",NA
"Geranium maculatum","Geranium maculatum","Geranium maculatum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:7808016","seed dispersal (unknown)","Stamp & Lucas 1983 and unpubl. in Willson 1993","Maximum","6.2","MaxDispersalDistance","m","Vittoz & Engler 2007",NA
"Geranium maculatum","Geranium maculatum","Geranium maculatum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:7808016","seed dispersal (unknown)","Stamp & Lucas 1983 and unpubl. in Willson 1993","Maximum","5.6","MaxDispersalDistance","m","Vittoz & Engler 2007",NA
"Geranium molle","Geranium molle","Geranium molle","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891488","seed dispersal (unknown)","Stamp & Lucas 1983 in Cain et al. 1998","Mean","1.78","MeanDispersalDistance","m","Vittoz & Engler 2007",NA
"Geranium molle","Geranium molle","Geranium molle","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891488","seed dispersal (unknown)","Stamp & Lucas 1983 in Cain et al. 1998","Maximum","2.8","MaxDispersalDistance","m","Vittoz & Engler 2007",NA
"Geranium robertianum","Geranium robertianum","Geranium robertianum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2890668","seed dispersal (unknown)","Ridley 1930 in Müller-Schneider 1983","Maximum","6","MaxDispersalDistance","m","Vittoz & Engler 2007",NA
"Geranium rotundifolium","Geranium rotundifolium","Geranium rotundifolium","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891031","seed dispersal (unknown)","Müller-Schneider 1933 in Müller-Schneider 1983","Maximum","1.8","MaxDispersalDistance","m","Vittoz & Engler 2007",NA
"Geranium sylvaticum","Geranium sylvaticum","Geranium sylvaticum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891147","seed dispersal (unknown)","Müller-Schneider 1983","Maximum","2.7","MaxDispersalDistance","m","Vittoz & Engler 2007",NA
"Impatiens parviflora","Impatiens parviflora","Impatiens parviflora","Plantae","Tracheophyta","Magnoliopsida","Ericales","Balsaminaceae","gbif","GBIF:2891782","seed dispersal (unknown)","Schneider 1935","Maximum","3.4","MaxDispersalDistance","m","Vittoz & Engler 2007",NA
"Lathyrus vernus","Lathyrus vernus","Lathyrus vernus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5356704","seed dispersal (unknown)","Müller-Schneider 1986","Maximum","1.5","MaxDispersalDistance","m","Vittoz & Engler 2007",NA
"Mercurialis annua","Mercurialis annua","Mercurialis annua","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:3062975","seed dispersal (unknown)","Müller-Schneider 1983","Maximum","2.9","MaxDispersalDistance","m","Vittoz & Engler 2007",NA
"Mercurialis perennis","Mercurialis perennis","Mercurialis perennis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:3063016","seed dispersal (unknown)","Ridley 1930 in Müller-Schneider 1983","Maximum","4","MaxDispersalDistance","m","Vittoz & Engler 2007",NA
"Mercurialis perennis","Mercurialis perennis","Mercurialis perennis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:3063016","seed dispersal (unknown)","Müller-Schneider 1986","Maximum","0.89","MaxDispersalDistance","m","Vittoz & Engler 2007",NA
"Oxalis acetosella","Oxalis acetosella","Oxalis acetosella","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","gbif","GBIF:8211958","seed dispersal (unknown)","Moor 1940 in Müller-Schneider 1983","Maximum","2.3","MaxDispersalDistance","m","Vittoz & Engler 2007",NA
"Oxalis acetosella","Oxalis acetosella","Oxalis acetosella","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","gbif","GBIF:8211958","seed dispersal (unknown)","Berg 2000","Maximum","5","MaxDispersalDistance","m","Vittoz & Engler 2007",NA
