"scientificName_checked","ID","Type","Eco","Param","group","ShiftKmY","DispersalPotentialKmY","MedianDispersalPotentialKmY","ClimVeloKmY_RelScale","sdClimVeloKmY_RelScale","p90ClimVeloKmY_RelScale","p10ClimVeloKmY_RelScale","RelScale","ClimVeloKmY_25km","sdClimVeloKmY_25km","p90ClimVeloKmY_25km","p10ClimVeloKmY_25km","ClimVeloKmY_50km","sdClimVeloKmY_50km","p90ClimVeloKmY_50km","p10ClimVeloKmY_50km","ClimVeloKmY_110km","sdClimVeloKmY_110km","p90ClimVeloKmY_110km","p10ClimVeloKmY_110km","MaxDispersalDistanceKm","Article_ID","Study_ID","ID_BioShifts","ID_CoRE","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm","Study_area","Subsp_or_Pop","sp_name_publication","sp_name_database","sp_name_checked","kingdom","phylum","class","family","taxonID","taxon_method","Trend","unit","Significance","Magnitude","Angle","FigTable","START_firstperiod","MIDPOINT_firstperiod","END_firstperiod","START_secondperiod","MIDPOINT_secondperiod","END_secondperiod","Duration","Direction","Rate","UnitRate","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Position_definition","Position_definition_category","scientificName","order","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","type","ObservationTypeGeneral","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity","LimitingRate","LimitingRate_p90","what_is_limiting","what_is_limiting_p90","colour","colour_p90"
"Fagus grandifolia","A85_P1","LAT","Ter","LE","Plants",-0.114,0.1,0.1,0.127386983660086,0.201268352914089,0.431349647045136,-0.0939961671829224,"25km",0.127386983660086,0.201268352914089,0.431349647045136,-0.0939961671829224,0.143823495139773,0.159162919469755,0.410287261009216,-0.0214543002657592,0.259618699550629,0.131732185354782,0.441234135627747,0.139217740297318,4,"A85","P1",85,90,"Boisvert-Marsh_al_2014_Ecosphere","10.1890/ES14-00111.1",49.59775,-71.65457,810518.94,883.97,1543.79,0,1543.79,145,"Quebec, Canada","adult","Fagus_grandifolia","Fagus_grandifolia","Fagus_grandifolia","Plantae","Tracheophyta","Magnoliopsida","Fagaceae","GBIF:2882274","Find_Sci_Names","-0.0251","deg","U",NA,NA,"Table A3",1970,1973.5,1977,1992,1997,2002,24.5,"Contraction",-0.114,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Northernmost (90th percentile of latitudes)","Percentile","Fagus grandifolia","Fagales","seed dispersal (field)","Johnson & Adkisson 1985","Maximum_recorded_dispersal_distance_(m)",4000,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",4,2,14600,40,0.1,0.1,"Dispersal","Dispersal",NA,NA
"Picea glauca","A85_P1","LAT","Ter","LE","Plants",0.3998,0.0158333333333333,0.0129166666666667,0.370542142340585,0.418377792192524,0.971844404935837,0.0087511483579874,"25km",0.370542142340585,0.418377792192524,0.971844404935837,0.0087511483579874,0.52258216990511,0.528877345181221,1.22885370254517,0.0528057470917702,0.651978433042406,0.57405952507581,1.38088338375092,0.139217740297318,0.475,"A85","P1",85,90,"Boisvert-Marsh_al_2014_Ecosphere","10.1890/ES14-00111.1",49.59775,-71.65457,810518.94,883.97,1543.79,0,1543.79,145,"Quebec, Canada","adult","Picea_glauca","Picea_glauca","Picea_glauca","Plantae","Tracheophyta","Pinopsida","Pinaceae","GBIF:5284745","Find_Sci_Names","0.088","deg","U",NA,NA,"Table A3",1970,1973.5,1977,1992,1997,2002,24.5,"Expansion",0.3998,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Northernmost (90th percentile of latitudes)","Percentile","Picea glauca","Pinales","seed dispersal (field)","Greene & Johnson 1995 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",475,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.3875,4,10950,30,0.0158333333333333,0.0158333333333333,"Dispersal","Dispersal",NA,NA
"Picea mariana","A85_P1","LAT","Ter","LE","Plants",0.4011,0.00395,0.00395,0.370542142340585,0.418377792192524,0.971844404935837,0.0087511483579874,"25km",0.370542142340585,0.418377792192524,0.971844404935837,0.0087511483579874,0.52258216990511,0.528877345181221,1.22885370254517,0.0528057470917702,0.651978433042406,0.57405952507581,1.38088338375092,0.139217740297318,0.079,"A85","P1",85,90,"Boisvert-Marsh_al_2014_Ecosphere","10.1890/ES14-00111.1",49.59775,-71.65457,810518.94,883.97,1543.79,0,1543.79,145,"Quebec, Canada","adult","Picea_mariana","Picea_mariana","Picea_mariana","Plantae","Tracheophyta","Pinopsida","Pinaceae","GBIF:5284802","Find_Sci_Names","0.0883","deg","U",NA,NA,"Table A3",1970,1973.5,1977,1992,1997,2002,24.5,"Expansion",0.4011,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Northernmost (90th percentile of latitudes)","Percentile","Picea mariana","Pinales","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax",79,"MeanDispersalDistance","m","TRY database",NA,"Mean","seed dispersal",0.079,1,7300,20,0.00395,0.00395,"Dispersal","Dispersal",NA,NA
"Thuja occidentalis","A85_P1","LAT","Ter","LE","Plants",0.0604,0.00206896551724138,0.00181034482758621,0.1392483,0.1563147,0.3738641,-0.02463858,"25km",0.1392483,0.1563147,0.3738641,-0.02463858,0.1703542,0.1615568,0.4090907,-0.003059334,0.2454281,0.1383815,0.4444667,0.0996314,0.06,"A85","P1",85,90,"Boisvert-Marsh_al_2014_Ecosphere","10.1890/ES14-00111.1",49.59775,-71.65457,810518.94,883.97,1543.79,0,1543.79,145,"Quebec, Canada","adult","Thuja_occidentalis","Thuja_occidentalis","Thuja_occidentalis","Plantae","Tracheophyta","Pinopsida","Cupressaceae","GBIF:2684178","Find_Sci_Names","0.0133","deg","U",NA,NA,"Table A3",1970,1973.5,1977,1992,1997,2002,24.5,"Expansion",0.0604,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Northernmost (90th percentile of latitudes)","Percentile","Thuja occidentalis","Pinales","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax",60,"MeanDispersalDistance","m","TRY database",NA,"Mean","seed dispersal",0.0525,2,10341.6666666667,29,0.00206896551724138,0.00206896551724138,"Dispersal","Dispersal",NA,NA
"Abies balsamea","A85_P2","LAT","Ter","LE","Plants",-0.7991,0.0064,0.0032,0.210268869435057,0.237992926129545,0.463882023096085,-0.000690387422218917,"25km",0.210268869435057,0.237992926129545,0.463882023096085,-0.000690387422218917,0.264131308056741,0.266118287813294,0.605681562423707,0.0333957865834236,0.419670017436147,0.421963447769238,1.09682633876801,0.118201331049204,0.16,"A85","P2",85,90,"Boisvert-Marsh_al_2014_Ecosphere","10.1890/ES14-00111.1",49.59775,-71.65457,810518.94,883.97,1543.79,0,1543.79,145,"Quebec, Canada","sapling","Abies_balsamea","Abies_balsamea","Abies_balsamea","Plantae","Tracheophyta","Pinopsida","Pinaceae","GBIF:2685383","Find_Sci_Names","-0.1759","deg","U",NA,NA,"Table A3",1970,1973.5,1977,1992,1997,2002,24.5,"Contraction",-0.7991,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Northernmost (90th percentile of latitudes)","Percentile","Abies balsamea","Pinales","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean",160,"MaxDispersalDistance","m","TRY database",NA,"Max","seed dispersal",0.08,4,9125,25,0.0064,0.0064,"Dispersal","Dispersal",NA,NA
"Acer rubrum","A85_P2","LAT","Ter","LE","Plants",0.8468,1.1371,0.03143,0.137516644308558,0.169920414925294,0.39114847779274,-0.0374104790389538,"25km",0.137516644308558,0.169920414925294,0.39114847779274,-0.0374104790389538,0.163059965078343,0.165093425080354,0.409095627069473,-0.0269054029136896,0.234702347562863,0.114578080223155,0.421585857868195,0.126926444470882,11.371,"A85","P2",85,90,"Boisvert-Marsh_al_2014_Ecosphere","10.1890/ES14-00111.1",49.59775,-71.65457,810518.94,883.97,1543.79,0,1543.79,145,"Quebec, Canada","sapling","Acer_rubrum","Acer_rubrum","Acer_rubrum","Plantae","Tracheophyta","Magnoliopsida","Sapindaceae","GBIF:3189883","Find_Sci_Names","0.1864","deg","U",NA,NA,"Table A3",1970,1973.5,1977,1992,1997,2002,24.5,"Expansion",0.8468,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Northernmost (90th percentile of latitudes)","Percentile","Acer rubrum","Sapindales","seed dispersal (field)","Higgins et al. 2003","Maximum_recorded_dispersal_distance_(m)",11371,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.3143,7,3650,10,0.137516644308558,0.39114847779274,"Climate","Climate",0.137516644308558,0.39114847779274
"Acer saccharum","A85_P2","LAT","Ter","LE","Plants",0.3593,0.00686363636363636,0.00681818181818182,0.143114706508707,0.167972245374233,0.38916020989418,-0.0365532092750072,"25km",0.143114706508707,0.167972245374233,0.38916020989418,-0.0365532092750072,0.169163580927489,0.163288425857034,0.409085708856583,-0.0238815058022737,0.235368730845275,0.112406396358397,0.417855381965637,0.12840536236763,0.151,"A85","P2",85,90,"Boisvert-Marsh_al_2014_Ecosphere","10.1890/ES14-00111.1",49.59775,-71.65457,810518.94,883.97,1543.79,0,1543.79,145,"Quebec, Canada","sapling","Acer_saccharum","Acer_saccharum","Acer_saccharum","Plantae","Tracheophyta","Magnoliopsida","Sapindaceae","GBIF:3189859","Find_Sci_Names","0.0791","deg","U",NA,NA,"Table A3",1970,1973.5,1977,1992,1997,2002,24.5,"Expansion",0.3593,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Northernmost (90th percentile of latitudes)","Percentile","Acer saccharum","Sapindales","seed/plant dispersal (unknown)",NA,"Max._Indiv._Dispersal_Distance_(m)",151,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","seed dispersal",0.15,3,8030,22,0.00686363636363636,0.00686363636363636,"Dispersal","Dispersal",NA,NA
"Betula alleghaniensis","A85_P2","LAT","Ter","LE","Plants",0.3975,0.01,0.005,0.138255261067684,0.168830816007664,0.391282331943512,-0.0387382879853249,"25km",0.138255261067684,0.168830816007664,0.391282331943512,-0.0387382879853249,0.172756342930962,0.173489802979706,0.411017614603043,-0.0178467655554414,0.250611094491822,0.136647202075503,0.443409556150436,0.129884280264378,0.4,"A85","P2",85,90,"Boisvert-Marsh_al_2014_Ecosphere","10.1890/ES14-00111.1",49.59775,-71.65457,810518.94,883.97,1543.79,0,1543.79,145,"Quebec, Canada","sapling","Betula_alleghaniensis","Betula_alleghaniensis","Betula_alleghaniensis","Plantae","Tracheophyta","Magnoliopsida","Betulaceae","GBIF:5331779","Find_Sci_Names","0.0875","deg","U",NA,NA,"Table A3",1970,1973.5,1977,1992,1997,2002,24.5,"Expansion",0.3975,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Northernmost (90th percentile of latitudes)","Percentile","Betula alleghaniensis","Fagales","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean",400,"MaxDispersalDistance","m","TRY database",NA,"Max","seed dispersal",0.2,5,14600,40,0.01,0.01,"Dispersal","Dispersal",NA,NA
"Betula papyrifera","A85_P2","LAT","Ter","LE","Plants",1.5046,0.0206521739130435,0.00326086956521739,0.370542142340585,0.418377792192524,0.971844404935837,0.0087511483579874,"25km",0.370542142340585,0.418377792192524,0.971844404935837,0.0087511483579874,0.52258216990511,0.528877345181221,1.22885370254517,0.0528057470917702,0.651978433042406,0.57405952507581,1.38088338375092,0.139217740297318,0.475,"A85","P2",85,90,"Boisvert-Marsh_al_2014_Ecosphere","10.1890/ES14-00111.1",49.59775,-71.65457,810518.94,883.97,1543.79,0,1543.79,145,"Quebec, Canada","sapling","Betula_papyrifera","Betula_papyrifera","Betula_papyrifera","Plantae","Tracheophyta","Magnoliopsida","Betulaceae","GBIF:5332120","Find_Sci_Names","0.3312","deg","U",NA,NA,"Table A3",1970,1973.5,1977,1992,1997,2002,24.5,"Expansion",1.5046,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Northernmost (90th percentile of latitudes)","Percentile","Betula papyrifera","Fagales","seed dispersal (field)","Greene & Johnson 1995 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",475,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.075,4,8212.5,23,0.0206521739130435,0.0206521739130435,"Dispersal","Dispersal",NA,NA
"Fagus grandifolia","A85_P2","LAT","Ter","LE","Plants",0.5043,0.1,0.1,0.127386983660086,0.201268352914089,0.431349647045136,-0.0939961671829224,"25km",0.127386983660086,0.201268352914089,0.431349647045136,-0.0939961671829224,0.143823495139773,0.159162919469755,0.410287261009216,-0.0214543002657592,0.259618699550629,0.131732185354782,0.441234135627747,0.139217740297318,4,"A85","P2",85,90,"Boisvert-Marsh_al_2014_Ecosphere","10.1890/ES14-00111.1",49.59775,-71.65457,810518.94,883.97,1543.79,0,1543.79,145,"Quebec, Canada","sapling","Fagus_grandifolia","Fagus_grandifolia","Fagus_grandifolia","Plantae","Tracheophyta","Magnoliopsida","Fagaceae","GBIF:2882274","Find_Sci_Names","0.111","deg","U",NA,NA,"Table A3",1970,1973.5,1977,1992,1997,2002,24.5,"Expansion",0.5043,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Northernmost (90th percentile of latitudes)","Percentile","Fagus grandifolia","Fagales","seed dispersal (field)","Johnson & Adkisson 1985","Maximum_recorded_dispersal_distance_(m)",4000,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",4,2,14600,40,0.1,0.1,"Dispersal","Dispersal",NA,NA
"Picea glauca","A85_P2","LAT","Ter","LE","Plants",-0.9863,0.0158333333333333,0.0129166666666667,0.370542142340585,0.418377792192524,0.971844404935837,0.0087511483579874,"25km",0.370542142340585,0.418377792192524,0.971844404935837,0.0087511483579874,0.52258216990511,0.528877345181221,1.22885370254517,0.0528057470917702,0.651978433042406,0.57405952507581,1.38088338375092,0.139217740297318,0.475,"A85","P2",85,90,"Boisvert-Marsh_al_2014_Ecosphere","10.1890/ES14-00111.1",49.59775,-71.65457,810518.94,883.97,1543.79,0,1543.79,145,"Quebec, Canada","sapling","Picea_glauca","Picea_glauca","Picea_glauca","Plantae","Tracheophyta","Pinopsida","Pinaceae","GBIF:5284745","Find_Sci_Names","-0.2171","deg","U",NA,NA,"Table A3",1970,1973.5,1977,1992,1997,2002,24.5,"Contraction",-0.9863,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Northernmost (90th percentile of latitudes)","Percentile","Picea glauca","Pinales","seed dispersal (field)","Greene & Johnson 1995 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",475,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.3875,4,10950,30,0.0158333333333333,0.0158333333333333,"Dispersal","Dispersal",NA,NA
"Picea mariana","A85_P2","LAT","Ter","LE","Plants",-0.3934,0.00395,0.00395,0.370542142340585,0.418377792192524,0.971844404935837,0.0087511483579874,"25km",0.370542142340585,0.418377792192524,0.971844404935837,0.0087511483579874,0.52258216990511,0.528877345181221,1.22885370254517,0.0528057470917702,0.651978433042406,0.57405952507581,1.38088338375092,0.139217740297318,0.079,"A85","P2",85,90,"Boisvert-Marsh_al_2014_Ecosphere","10.1890/ES14-00111.1",49.59775,-71.65457,810518.94,883.97,1543.79,0,1543.79,145,"Quebec, Canada","sapling","Picea_mariana","Picea_mariana","Picea_mariana","Plantae","Tracheophyta","Pinopsida","Pinaceae","GBIF:5284802","Find_Sci_Names","-0.0866","deg","U",NA,NA,"Table A3",1970,1973.5,1977,1992,1997,2002,24.5,"Contraction",-0.3934,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Northernmost (90th percentile of latitudes)","Percentile","Picea mariana","Pinales","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax",79,"MeanDispersalDistance","m","TRY database",NA,"Mean","seed dispersal",0.079,1,7300,20,0.00395,0.00395,"Dispersal","Dispersal",NA,NA
"Thuja occidentalis","A85_P2","LAT","Ter","LE","Plants",0.2948,0.00206896551724138,0.00181034482758621,0.1392483,0.1563147,0.3738641,-0.02463858,"25km",0.1392483,0.1563147,0.3738641,-0.02463858,0.1703542,0.1615568,0.4090907,-0.003059334,0.2454281,0.1383815,0.4444667,0.0996314,0.06,"A85","P2",85,90,"Boisvert-Marsh_al_2014_Ecosphere","10.1890/ES14-00111.1",49.59775,-71.65457,810518.94,883.97,1543.79,0,1543.79,145,"Quebec, Canada","sapling","Thuja_occidentalis","Thuja_occidentalis","Thuja_occidentalis","Plantae","Tracheophyta","Pinopsida","Cupressaceae","GBIF:2684178","Find_Sci_Names","0.0649","deg","U",NA,NA,"Table A3",1970,1973.5,1977,1992,1997,2002,24.5,"Expansion",0.2948,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Northernmost (90th percentile of latitudes)","Percentile","Thuja occidentalis","Pinales","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax",60,"MeanDispersalDistance","m","TRY database",NA,"Mean","seed dispersal",0.0525,2,10341.6666666667,29,0.00206896551724138,0.00206896551724138,"Dispersal","Dispersal",NA,NA
"Accipiter gentilis","A9_P1","LAT","Ter","LE","Aves",-3.3333,1150,35.30395999,7.96780998490074,3.49534411332782,11.4404138565063,4.53735733032227,"110km",5.42854210595767,4.12773969138448,10.3701152801514,-0.0427775075659156,6.74015129108257,3.55139484490882,11.6263277053833,1.65026981830597,7.96780998490074,3.49534411332782,11.4404138565063,4.53735733032227,1150,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.7,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Accipiter_gentilis","Accipiter_gentilis","Accipiter_gentilis","Animalia","Chordata","Aves","Accipitridae","GBIF:2480589","Find_Sci_Names","-40","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Contraction",-3.3333,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Accipiter gentilis","Accipitriformes","natal dispersal","Marcström and Kenward (1981), Mueller and Berger (1967)","Natal_dispersal_maximum_distance_(km)",1150,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",35.30395999,7,365,1,7.96780998490074,11.4404138565063,"Climate","Climate",7.96780998490074,11.4404138565063
"Accipiter nisus","A9_P1","LAT","Ter","LE","Aves",0.4167,166,15.6,7.96780998490074,3.49534411332782,11.4404138565063,4.53735733032227,"110km",5.42072046962132,4.13630912769387,10.3706090927124,-0.0256149116903543,6.72987725823297,3.57658311767709,11.6368056297302,1.63367918729782,7.96780998490074,3.49534411332782,11.4404138565063,4.53735733032227,166,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.7,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Accipiter_nisus","Accipiter_nisus","Accipiter_nisus","Animalia","Chordata","Aves","Accipitridae","GBIF:2480637","Find_Sci_Names","5","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",0.4167,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Accipiter nisus","Accipitriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",166000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",15.6,7,365,1,7.96780998490074,11.4404138565063,"Climate","Climate",7.96780998490074,11.4404138565063
"Acrocephalus schoenobaenus","A9_P1","LAT","Ter","LE","Aves",0,156,30.6,7.96780998490074,3.49534411332782,11.4404138565063,4.53735733032227,"110km",5.12964665786951,4.21632909348563,10.3121625900269,-0.0998761005699632,6.57167601121485,3.51338798564343,11.5476068496704,1.63264667987823,7.96780998490074,3.49534411332782,11.4404138565063,4.53735733032227,156,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.7,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Acrocephalus_schoenobaenus","Acrocephalus_schoenobaenus","Acrocephalus_schoenobaenus","Animalia","Chordata","Aves","Acrocephalidae","GBIF:2493129","Find_Sci_Names","0","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"No Change",0,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Acrocephalus schoenobaenus","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",156000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",30.6,5,364.234,1,7.96780998490074,11.4404138565063,"Climate","Climate",7.96780998490074,11.4404138565063
"Acrocephalus scirpaceus","A9_P1","LAT","Ter","LE","Aves",3.75,271,32.4,9.32618597149849,2.30665947121973,12.0153962135315,6.5466245174408,"110km",6.76838463144334,4.5001279904678,11.6111574172974,0.0805602520704269,7.82648632405769,3.95092789737666,11.9799066543579,1.27204895019531,9.32618597149849,2.30665947121973,12.0153962135315,6.5466245174408,271,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.7,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Acrocephalus_scirpaceus","Acrocephalus_scirpaceus","Acrocephalus_scirpaceus","Animalia","Chordata","Aves","Acrocephalidae","GBIF:2493118","Find_Sci_Names","45","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",3.75,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Acrocephalus scirpaceus","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",271000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",32.4,5,364.234,1,9.32618597149849,12.0153962135315,"Climate","Climate",9.32618597149849,12.0153962135315
