"scientificName_checked","ID","Type","Eco","Param","group","ShiftKmY","DispersalPotentialKmY","MedianDispersalPotentialKmY","ClimVeloKmY_RelScale","sdClimVeloKmY_RelScale","p90ClimVeloKmY_RelScale","p10ClimVeloKmY_RelScale","RelScale","ClimVeloKmY_25km","sdClimVeloKmY_25km","p90ClimVeloKmY_25km","p10ClimVeloKmY_25km","ClimVeloKmY_50km","sdClimVeloKmY_50km","p90ClimVeloKmY_50km","p10ClimVeloKmY_50km","ClimVeloKmY_110km","sdClimVeloKmY_110km","p90ClimVeloKmY_110km","p10ClimVeloKmY_110km","MaxDispersalDistanceKm","Article_ID","Study_ID","ID_BioShifts","ID_CoRE","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm","Study_area","Subsp_or_Pop","sp_name_publication","sp_name_database","sp_name_checked","kingdom","phylum","class","family","taxonID","taxon_method","Trend","unit","Significance","Magnitude","Angle","FigTable","START_firstperiod","MIDPOINT_firstperiod","END_firstperiod","START_secondperiod","MIDPOINT_secondperiod","END_secondperiod","Duration","Direction","Rate","UnitRate","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Position_definition","Position_definition_category","scientificName","order","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","type","ObservationTypeGeneral","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity","LimitingRate","LimitingRate_p90","what_is_limiting","what_is_limiting_p90","colour","colour_p90"
"Sitta pusilla","A235_P1","LAT","Ter","LE","Aves",5.0085,3.532518744,3.532518744,2.405032,1.614537,4.961765,0.7715643,"25km",2.405032,1.614537,4.961765,0.7715643,2.739141,1.48494,5.143892,1.209372,2.986722,1.35751,4.988516,1.613661,3.532518744,"A235","P1",235,1,"Currie_Venne_2017_GEB","10.1111/geb.12538",42.16185,-100.59804,10089821.86,4085.43,5835.83,0,5835.83,671.75,"Contiguous US + southern Canada","n/a","Sitta_pusilla","Sitta_pusilla","Sitta_pusilla","Animalia","Chordata","Aves","Sittidae","GBIF:2484904","Find_Sci_Names","0.045","deg/year","Y",NA,NA,"Table 3",1979,1980.5,1982,2007,2008.5,2010,29,"Expansion",5.0085,"km/year","small",32,"CONTINUOUS","TimeSeries","occurrence","RAW","97.5% quantiles of the distribution of latitudes of occupied routes in each year","Percentile","Sitta pusilla","Passeriformes","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",3.532518744,"SingleObservation","km","Chu 2021",NA,"Unknown","natal dispersal",3.532518744,2,364.234,1,2.405032,3.532518744,"Climate","Dispersal",2.405032,NA
"Parkesia motacilla","A30_P1","LAT","Ter","LE","Aves",0.8116,4,4,1.81938341490942,1.36673582573385,3.501571393013,0.392292276024819,"25km",1.81938341490942,1.36673582573385,3.501571393013,0.392292276024819,2.15242474512818,1.16081615509659,3.54974565505981,0.864506566524506,2.54170079864699,0.838416465463678,3.68678951263428,1.42658448219299,4,"A30","P1",30,14,"Hitch_Leberg_2007_CB","10.1111/j.1523-1739.2006.00609.x",41.02923,-91.27378,6252641.58,3247.14,4349.25,0,4349.25,195.15,"Central and Eastern U.S.","n/a","Seiurus_motacilla","Parkesia_motacilla","Parkesia_motacilla","Animalia","Chordata","Aves","Parulidae","GBIF:6093862","Find_Sci_Names","25.97","km","N",NA,NA,"Table 1",1967,1969,1971,1998,2000,2002,32,"Expansion",0.8116,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of the 10 northernmost routes where southern spp were observed","Mean of extremes","Parkesia motacilla","Passeriformes","natal dispersal","Robinson (1995)","Natal_dispersal_maximum_distance_(km)",4,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",4,2,365,1,1.81938341490942,3.501571393013,"Climate","Climate",1.81938341490942,3.501571393013
"Vireo griseus","A30_P1","LAT","Ter","LE","Aves",1.8553,20,20,1.867927,1.348371,3.545762,0.4995091,"25km",1.867927,1.348371,3.545762,0.4995091,2.178518,1.084786,3.502045,0.9250655,2.431559,0.7789408,3.441154,1.378651,20,"A30","P1",30,14,"Hitch_Leberg_2007_CB","10.1111/j.1523-1739.2006.00609.x",41.02923,-91.27378,6252641.58,3247.14,4349.25,0,4349.25,195.15,"Central and Eastern U.S.","n/a","Vireo_griseus","Vireo_griseus","Vireo_griseus","Animalia","Chordata","Aves","Vireonidae","GBIF:2487413","Find_Sci_Names","59.37","km","N",NA,NA,"Table 1",1967,1969,1971,1998,2000,2002,32,"Expansion",1.8553,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of the 10 northernmost routes where southern spp were observed","Mean of extremes","Vireo griseus","Passeriformes","natal dispersal","Hopp et al. (1995)","Natal_dispersal_maximum_distance_(km)",20,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",20,2,364.234,1,1.867927,3.545762,"Climate","Climate",1.867927,3.545762
"Achillea millefolium","A32_P1","LAT","Ter","LE","Plants",0.0386,0.00039,0.00023,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.00039,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Achillea_millefolium","Achillea_millefolium","Achillea_millefolium","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3120060","Find_Sci_Names","0.017","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.0386,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Achillea millefolium","Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.39,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.00023,4,365,1,0.00039,0.00039,"Dispersal","Dispersal",NA,NA
"Achillea ptarmica","A32_P1","LAT","Ter","LE","Plants",0.2365,0.00068,0.000395,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.00068,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Achillea_ptarmica","Achillea_ptarmica","Achillea_ptarmica","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3120333","Find_Sci_Names","0.1041","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.2365,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Achillea ptarmica","Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.68,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.000395,2,365,1,0.00068,0.00068,"Dispersal","Dispersal",NA,NA
"Agrimonia eupatoria","A32_P1","LAT","Ter","LE","Plants",0.3084,0.932,0.856,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.932,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Agrimonia_eupatoria","Agrimonia_eupatoria","Agrimonia_eupatoria","Plantae","Tracheophyta","Magnoliopsida","Rosaceae","GBIF:3001956","Find_Sci_Names","0.1358","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.3084,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Agrimonia eupatoria","Rosales","seed dispersal (model)","Kivieniemi 1996 in Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)",932,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.856,4,365,1,0.0391517247178725,0.17479547560215,"Climate","Climate",0.0391517247178725,0.17479547560215
"Alnus glutinosa","A32_P1","LAT","Ter","LE","Plants",0.1842,0.00857142857142857,0.00428571428571429,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.06,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Alnus_glutinosa","Alnus_glutinosa","Alnus_glutinosa","Plantae","Tracheophyta","Magnoliopsida","Betulaceae","GBIF:2876213","Find_Sci_Names","0.0811","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.1842,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Alnus glutinosa","Fagales","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean",60,"MaxDispersalDistance","m","TRY database",NA,"Max","seed dispersal",0.03,4,2555,7,0.00857142857142857,0.00857142857142857,"Dispersal","Dispersal",NA,NA
"Anthoxanthum odoratum","A32_P1","LAT","Ter","LE","Plants",0.0293,0.002,0.002,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.002,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Anthoxanthum_odoratum","Anthoxanthum_odoratum","Anthoxanthum_odoratum","Plantae","Tracheophyta","Liliopsida","Poaceae","GBIF:2705975","Find_Sci_Names","0.0129","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.0293,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Anthoxanthum odoratum","Poales","seed dispersal (field)","Antonovics & Ellstrand 1985 in Willson 1993","Maximum_recorded_dispersal_distance_(m)",2,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.002,3,365,1,0.002,0.002,"Dispersal","Dispersal",NA,NA
"Anthriscus sylvestris","A32_P1","LAT","Ter","LE","Plants",0.0034,0.12,0.12,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.12,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Anthriscus_sylvestris","Anthriscus_sylvestris","Anthriscus_sylvestris","Plantae","Tracheophyta","Magnoliopsida","Apiaceae","GBIF:5371742","Find_Sci_Names","0.0015","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.0034,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Anthriscus sylvestris","Apiales","seed dispersal (model)","Kivieniemi & Eriksson (unpubl.) in Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)",120,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.12,1,365,1,0.0391517247178725,0.12,"Climate","Dispersal",0.0391517247178725,NA
"Arabidopsis thaliana","A32_P1","LAT","Ter","LE","Plants",-0.3363,0.00025,0.00015,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.00025,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Arabidopsis_thaliana","Arabidopsis_thaliana","Arabidopsis_thaliana","Plantae","Tracheophyta","Magnoliopsida","Brassicaceae","GBIF:3052436","Find_Sci_Names","-0.1481","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.3363,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Arabidopsis thaliana","Brassicales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.25,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.00015,2,42,1,0.00025,0.00025,"Dispersal","Dispersal",NA,NA
"Atriplex prostrata","A32_P1","LAT","Ter","LE","Plants",0.2409,0.055,0.00073,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.055,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Atriplex_prostrata","Atriplex_prostrata","Atriplex_prostrata","Plantae","Tracheophyta","Magnoliopsida","Amaranthaceae","GBIF:3083786","Find_Sci_Names","0.1061","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.2409,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Atriplex prostrata","Caryophyllales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",55,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.00073,3,365,1,0.0391517247178725,0.055,"Climate","Dispersal",0.0391517247178725,NA
"Barbarea vulgaris","A32_P1","LAT","Ter","LE","Plants",-0.1008,0.00028,0.000165,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.00028,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Barbarea_vulgaris","Barbarea_vulgaris","Barbarea_vulgaris","Plantae","Tracheophyta","Magnoliopsida","Brassicaceae","GBIF:5708780","Find_Sci_Names","-0.0444","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.1008,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Barbarea vulgaris","Brassicales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.28,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.000165,2,365,1,0.00028,0.00028,"Dispersal","Dispersal",NA,NA
"Calluna vulgaris","A32_P1","LAT","Ter","LE","Plants",-0.0163,0.081,0.002,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.081,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Calluna_vulgaris","Calluna_vulgaris","Calluna_vulgaris","Plantae","Tracheophyta","Magnoliopsida","Ericaceae","GBIF:2882482","Find_Sci_Names","-0.0072","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.0163,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Calluna vulgaris","Ericales","seed/plant dispersal (unknown)",NA,"Max._Indiv._Dispersal_Distance_(m)",81,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","seed dispersal",0.002,7,365,1,0.0391517247178725,0.081,"Climate","Dispersal",0.0391517247178725,NA
"Campanula rotundifolia","A32_P1","LAT","Ter","LE","Plants",-0.0228,0.00035,0.00021,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.00035,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Campanula_rotundifolia","Campanula_rotundifolia","Campanula_rotundifolia","Plantae","Tracheophyta","Magnoliopsida","Campanulaceae","GBIF:5410907","Find_Sci_Names","-0.0101","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.0228,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Campanula rotundifolia","Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.35,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.00021,4,168,1,0.00035,0.00035,"Dispersal","Dispersal",NA,NA
"Cardamine hirsuta","A32_P1","LAT","Ter","LE","Plants",0.1681,9e-04,6e-04,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,9e-04,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Cardamine_hirsuta","Cardamine_hirsuta","Cardamine_hirsuta","Plantae","Tracheophyta","Magnoliopsida","Brassicaceae","GBIF:3046258","Find_Sci_Names","0.074","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.1681,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Cardamine hirsuta","Brassicales","seed dispersal (field)","Salisbury 1961 in Willson 1993","Maximum_recorded_dispersal_distance_(m)",0.9,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",6e-04,2,365,1,9e-04,9e-04,"Dispersal","Dispersal",NA,NA
"Cardamine pratensis","A32_P1","LAT","Ter","LE","Plants",-0.0228,0.0024,0.0024,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.0024,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Cardamine_pratensis","Cardamine_pratensis","Cardamine_pratensis","Plantae","Tracheophyta","Magnoliopsida","Brassicaceae","GBIF:7972010","Find_Sci_Names","-0.0101","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.0228,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Cardamine pratensis","Brassicales","seed dispersal (field)","Schneider 1935 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)",2.4,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.0024,2,365,1,0.0024,0.0024,"Dispersal","Dispersal",NA,NA
"Carduus crispus","A32_P1","LAT","Ter","LE","Plants",-0.0473,0.01725,0.009275,0.04210734738349,0.10594294467492,0.177198393642902,-0.0349340375512838,"25km",0.04210734738349,0.10594294467492,0.177198393642902,-0.0349340375512838,0.0892244116783131,0.176197190121938,0.380835416913033,-0.0425681464374065,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.01725,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Carduus_crispus","Carduus_crispus","Carduus_crispus","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3114649","Find_Sci_Names","-0.0208","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.0473,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Carduus crispus","Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",17.25,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.009275,2,365,1,0.01725,0.01725,"Dispersal","Dispersal",NA,NA
"Carduus nutans","A32_P1","LAT","Ter","LE","Plants",-0.0145,0.1,0.033,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.1,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Carduus_nutans","Carduus_nutans","Carduus_nutans","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:8185959","Find_Sci_Names","-0.0064","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.0145,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Carduus nutans","Asterales","seed/plant dispersal (field)","Smith, Lane M., Kok LT. Dispersal of Musk Thistle (Carduus nutans) Seeds. Weed Science. 1984;32(1):120-125","Maximum.dispersal.distance.m.",100,"MaxDispersalDistance","m","Flores et al. 2013",NA,"Max","seed dispersal",0.033,11,1,1,0.0391517247178725,0.1,"Climate","Dispersal",0.0391517247178725,NA
"Carpinus betulus","A32_P1","LAT","Ter","LE","Plants",-0.1795,0.026,0.0203,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.13,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Carpinus_betulus","Carpinus_betulus","Carpinus_betulus","Plantae","Tracheophyta","Magnoliopsida","Betulaceae","GBIF:2875818","Find_Sci_Names","-0.079","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.1795,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Carpinus betulus","Fagales","seed dispersal (unknown)","Müller-Schneider 1986","Maximum",130,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Max","seed dispersal",0.1015,2,1825,5,0.026,0.026,"Dispersal","Dispersal",NA,NA
"Centaurea scabiosa","A32_P1","LAT","Ter","LE","Plants",-0.2399,0.00195,0.00156,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.00195,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Centaurea_scabiosa","Centaurea_scabiosa","Centaurea_scabiosa","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:8087525","Find_Sci_Names","-0.1056","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.2399,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Centaurea scabiosa","Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",1.95,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.00156,3,365,1,0.00195,0.00195,"Dispersal","Dispersal",NA,NA
