"reported_name","m","sd","med","q025","q975","n","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code"
"Quercus pagoda",3158.92571428571,856.560187491576,3201.4,1884.44,4015.768,14,"Quercus pagoda","Quercus pagoda","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2881680"
"Quercus palmeri",304.8,NA,304.8,304.8,304.8,1,"Quercus palmeri","Quercus palmeri","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880352"
"Quercus palustris",2829.74344827586,740.370793706369,2700,1625.76,4500,29,"Quercus palustris","Quercus palustris","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:8313153"
"Quercus petraea",2754.81109756098,1497.43507517289,3150,17.1025,4500,82,"Quercus petraea","Quercus petraea","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880130"
"Quercus phellos",2927.38888888889,664.343371430316,3024,1812.24,3700,18,"Quercus phellos","Quercus phellos","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880652"
"Quercus pubescens",1571.20512820513,844.461715173673,2000,373.15,2500,39,"Quercus pubescens","Quercus pubescens","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2881283"
"Quercus robur",109.705498263835,410.645577272535,60,19,145.1,5981,"Quercus robur","Quercus robur","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878688"
"Quercus rubra",1038.8255862069,1449.58721076174,13.9,6.38,4900,145,"Quercus rubra","Quercus rubra","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880539"
"Quercus shumardii",1946.32916666667,1658.28129686947,2500,34.575,4000,24,"Quercus shumardii","Quercus shumardii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878289"
"Quercus stellata",2026.55253332,784.199558145814,2000,844.8,3050,25,"Quercus stellata","Quercus stellata","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:8879961"
"Quercus suber",1571.42857142857,725.818976614133,1750,197.5,2500,14,"Quercus suber","Quercus suber","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879411"
"Quercus turbinella",497.5,349.724381273515,450,90,1000,8,"Quercus turbinella","Quercus turbinella","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878247"
"Quercus vacciniifolia",36.576,5.27929086146994,39.624,30.9372,39.624,3,"Quercus vacciniifolia","Quercus vacciniifolia","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:10918497"
"Quercus velutina",3091.46807015789,1287.34682679315,2500,1229.1,4600,19,"Quercus velutina","Quercus velutina","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:8086561"
"Quercus virginiana",1556.704,504.836201151153,1500,1000,2517,45,"Quercus virginiana","Quercus virginiana","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878092"
"Quercus wislizeni",1613.48571428571,1120.48905309032,2200,240,2750,7,"Quercus wislizeni","Quercus wislizeni","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878384"
"Radiola linoides",4.81304347826087,3.27515500643947,5,0.64,10,23,"Radiola linoides","Radiola linoides","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Linaceae","gbif","GBIF:2873844"
"Ranunculus acris",23.763982300885,24.9437581251128,13.05,1.8875,100,226,"Ranunculus acris","Ranunculus acris","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033363"
"Ranunculus aduncus",29.5,17.1755640373177,30,6.75,49,5,"Ranunculus aduncus","Ranunculus aduncus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3927788"
"Ranunculus alismifolius",32.98,39.5696954751992,32.98,6.39899999999999,59.561,2,"Ranunculus alismifolius","Ranunculus alismifolius","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033433"
"Ranunculus alpestris",7.18181818181818,3.60744180322238,6.5,3,13.75,11,"Ranunculus alpestris","Ranunculus alpestris","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:7277610"
"Ranunculus aquatilis",65.2475,69.2927437450292,60.24,2,182.9375,8,"Ranunculus aquatilis","Ranunculus aquatilis","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033464"
"Ranunculus arvensis",36.7307692307692,20.7511198338541,37.5,15,60,13,"Ranunculus arvensis","Ranunculus arvensis","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033348"
"Ranunculus auricomus",31.047619047619,14.8297882334044,35,10,55,21,"Ranunculus auricomus","Ranunculus auricomus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:9100915"
"Ranunculus bulbosus",15.1441095890411,12.7162657031169,10,2.048,42,73,"Ranunculus bulbosus","Ranunculus bulbosus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033329"
"Ranunculus californicus",13.2142857142857,3.28583372931487,13,7.325,17,14,"Ranunculus californicus","Ranunculus californicus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033485"
"Ranunculus eschscholtzii",30.48,NA,30.48,30.48,30.48,1,"Ranunculus eschscholtzii","Ranunculus eschscholtzii","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033370"
"Ranunculus flammula",35.4852631578947,22.7531368700428,45,8,77.75,19,"Ranunculus flammula","Ranunculus flammula","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033312"
"Ranunculus glaberrimus",15.24,NA,15.24,15.24,15.24,1,"Ranunculus glaberrimus","Ranunculus glaberrimus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033299"
"Ranunculus glacialis",9.07142857142857,5.70400861550141,7,4.15,18.875,7,"Ranunculus glacialis","Ranunculus glacialis","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033461"
"Ranunculus hederaceus",17.25,13.7540903007069,15.25,2,37.875,6,"Ranunculus hederaceus","Ranunculus hederaceus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033477"
"Ranunculus lanuginosus",51.7857142857143,25.7679664552346,42.5,25.75,94.75,7,"Ranunculus lanuginosus","Ranunculus lanuginosus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:7826351"
"Ranunculus lingua",91.1875,33.6020212685685,93.5,50,142.5,16,"Ranunculus lingua","Ranunculus lingua","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:8310009"
"Ranunculus muricatus",26,16.9233566410449,22,5.5,50,11,"Ranunculus muricatus","Ranunculus muricatus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033318"
"Ranunculus omiophyllus",11.9285714285714,8.99969474451803,6.5,5,25,14,"Ranunculus omiophyllus","Ranunculus omiophyllus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3931022"
"Ranunculus parviflorus",22.9545454545455,12.8849806857724,22.5,10,40,11,"Ranunculus parviflorus","Ranunculus parviflorus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:11011124"
"Ranunculus platanifolius",67.5,27.6134025429682,60,34.5,121,10,"Ranunculus platanifolius","Ranunculus platanifolius","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3928928"
"Ranunculus pygmaeus",3.66666666666667,1.63299316185545,4,1.25,5,6,"Ranunculus pygmaeus","Ranunculus pygmaeus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033446"
"Ranunculus repens",27.2879074074074,16.2443541951559,27.5,3.953025,60.648,54,"Ranunculus repens","Ranunculus repens","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033339"
"Ranunculus sardous",21.875,14.7337481087921,16.25,6.875,45,16,"Ranunculus sardous","Ranunculus sardous","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033483"
"Ranunculus sceleratus",40.7589473684211,25.4666984935964,50,10,81,19,"Ranunculus sceleratus","Ranunculus sceleratus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033374"
"Raphanus raphanistrum",50.7148936170213,25.1780527161136,50,20,92.96,47,"Raphanus raphanistrum","Raphanus raphanistrum","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3040983"
"Raphanus sativus",42.9555555555556,22.5357852350793,38,20,100,45,"Raphanus sativus","Raphanus sativus","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:7678610"
"Reseda lutea",44.7619047619048,19.8573783816111,40,17.5,75,21,"Reseda lutea","Reseda lutea","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Resedaceae","gbif","GBIF:3040252"
"Reynoutria japonica",189.044444444444,87.6818257343137,175,100,400,27,"Reynoutria japonica","Reynoutria japonica","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:2889173"
"Rhamnus alaternus",269.28,166.93733334146,200,52.225,500,20,"Rhamnus alaternus","Rhamnus alaternus","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:6371424"
"Rhamnus cathartica",430.531914893617,242.639995543929,400,100,800,47,"Rhamnus cathartica","Rhamnus cathartica","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:3039491"
"Rhamnus saxatilis",113.83,64.2112244506718,100,28.25,200,12,"Rhamnus saxatilis","Rhamnus saxatilis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:6371028"
"Rhaponticum repens",55,15,55,40.75,69.25,3,"Rhaponticum repens","Leuzea repens","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:10676000"
"Rheum spiciforme",3,NA,3,3,3,1,"Rheum spiciforme","Rheum spiciforme","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:4037435"
"Rhinanthus glacialis",29.975,18.1849034719933,28.4,8.35,58.25,8,"Rhinanthus glacialis","Rhinanthus glacialis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:7333429"
"Rhinanthus minor",30.092972972973,17.8520631961788,30,6,61,37,"Rhinanthus minor","Rhinanthus minor","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:3172043"
"Rhodiola integrifolia",15.42,6.47709811566878,15.42,11.069,19.771,2,"Rhodiola integrifolia","Rhodiola integrifolia","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","gbif","GBIF:2985695"
"Rhodiola rosea",25,9.35414346693485,30,15,34.5,5,"Rhodiola rosea","Rhodiola rosea","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","gbif","GBIF:2985688"
"Rhododendron ferrugineum",46.6666666666667,33.6995125017728,31,16.875,123.75,36,"Rhododendron ferrugineum","Rhododendron ferrugineum","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2883073"
"Rhododendron hirsutum",59.5454545454545,29.7030760574175,50,22.5,115,11,"Rhododendron hirsutum","Rhododendron hirsutum","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:4174017"
"Rhododendron macrophyllum",434.8,229.032574102463,457.2,165.48,735.8,5,"Rhododendron macrophyllum","Rhododendron macrophyllum","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:7894533"
"Rhododendron occidentale",182.88,172.420917524528,182.88,67.056,298.704,2,"Rhododendron occidentale","Rhododendron occidentale","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2883077"
"Rhus aromatica",152.4,0,152.4,152.4,152.4,2,"Rhus aromatica","Rhus aromatica","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","gbif","GBIF:3190558"
"Rhus integrifolia",792.48,NA,792.48,792.48,792.48,1,"Rhus integrifolia","Rhus integrifolia","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","gbif","GBIF:7160609"
"Rhus ovata",394,199.684403797593,322.88,280,739.14,6,"Rhus ovata","Rhus ovata","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","gbif","GBIF:3190541"
"Rhus trilobata",176.473333333333,110.471673484311,135.96,30,360,12,"Rhus trilobata","Rhus trilobata","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","gbif","GBIF:3190562"
"Rhus typhina",212.378522167488,209.829585026184,160,48.35,989.999999999998,203,"Rhus typhina","Rhus typhina","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","gbif","GBIF:3190538"
"Rhynchospora alba",31.8181818181818,16.922282244533,30,10,57.5,11,"Rhynchospora alba","Rhynchospora alba","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2721119"
"Rhynchospora fusca",23.5,10.5540934659917,27.5,10,37.75,10,"Rhynchospora fusca","Rhynchospora fusca","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:8388555"
"Ribes alpinum",149.235294117647,59.5356062667312,143.5,74.75,300,34,"Ribes alpinum","Ribes alpinum","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","gbif","GBIF:2986184"
"Ribes aureum",208.510769230769,81.5351673064593,200,94.008,304.8,13,"Ribes aureum","Ribes aureum","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","gbif","GBIF:2986111"
"Ribes bracteosum",80,NA,80,80,80,1,"Ribes bracteosum","Ribes bracteosum","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","gbif","GBIF:2986193"
"Ribes californicum",280,56.5685424949238,280,242,318,2,"Ribes californicum","Ribes californicum","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","gbif","GBIF:2986175"
"Ribes cereum",91.44,0,91.44,91.44,91.44,3,"Ribes cereum","Ribes cereum","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","gbif","GBIF:2986127"
"Ribes cynosbati",200,0,200,200,200,2,"Ribes cynosbati","Ribes cynosbati","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","gbif","GBIF:2986152"
"Ribes divaricatum",320,NA,320,320,320,1,"Ribes divaricatum","Ribes divaricatum","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","gbif","GBIF:2986132"
"Ribes inerme",243.84,0,243.84,243.84,243.84,3,"Ribes inerme","Ribes inerme","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","gbif","GBIF:2986112"
"Ribes lacustre",128.266666666667,73.9146462707719,91.44,80.572,207.264,3,"Ribes lacustre","Ribes lacustre","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","gbif","GBIF:2986194"
"Ribes luridum",300,NA,300,300,300,1,"Ribes luridum","Ribes luridum","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","gbif","GBIF:4194774"
"Ribes malvaceum",140,84.8528137423857,140,83,197,2,"Ribes malvaceum","Ribes malvaceum","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","gbif","GBIF:2986101"
"Ribes montigenum",36.485,12.01,30.48,30.48,52.6985,4,"Ribes montigenum","Ribes montigenum","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","gbif","GBIF:10137876"
"Ribes nevadense",182.88,0,182.88,182.88,182.88,3,"Ribes nevadense","Ribes nevadense","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","gbif","GBIF:2986211"
"Ribes petraeum",158,68.1175454637056,150,84.5,277.5,10,"Ribes petraeum","Ribes petraeum","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","gbif","GBIF:2986176"
"Ribes roezlii",152.4,0,152.4,152.4,152.4,3,"Ribes roezlii","Ribes roezlii","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","gbif","GBIF:2986198"
"Ribes rubrum",136.583333333333,42.5715935772922,145,80,200,24,"Ribes rubrum","Ribes rubrum","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","gbif","GBIF:2986097"
"Ribes sanguineum",268.731666666667,102.412658471263,225,135.3125,400,12,"Ribes sanguineum","Ribes sanguineum","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","gbif","GBIF:2986130"
"Ribes uva-crispa",100.3125,44.2488837110883,100,30,200,32,"Ribes uva-crispa","Ribes uva-crispa","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","gbif","GBIF:2986185"
"Ribes velutinum",150,57.7350269189626,150,100,200,4,"Ribes velutinum","Ribes velutinum","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","gbif","GBIF:2986120"
"Ribes viburnifolium",91.44,0,91.44,91.44,91.44,2,"Ribes viburnifolium","Ribes viburnifolium","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","gbif","GBIF:2986110"
"Ricinus communis",460,253.475837112732,500,160,700,5,"Ricinus communis","Ricinus communis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:5380041"
"Robinia neomexicana",698.84,306.032601894344,777.24,184.488,1116.25,10,"Robinia neomexicana","Robinia neomexicana","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5352212"
"Robinia pseudoacacia",1577.03319782927,1023.80157638807,1814.4,4.0125,3000,82,"Robinia pseudoacacia","Robinia pseudoacacia","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5352251"
"Romneya coulteri",40,NA,40,40,40,1,"Romneya coulteri","Romneya coulteri","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:2888393"
"Rorippa amphibia",77.1153846153846,35.6757117694435,80,36.5,120,13,"Rorippa amphibia","Rorippa amphibia","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3053201"
"Rorippa curvisiliqua",30.48,NA,30.48,30.48,30.48,1,"Rorippa curvisiliqua","Rorippa curvisiliqua","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3053264"
"Rorippa palustris",37.6864285714286,24.1608002403473,38.75,8,79.75,28,"Rorippa palustris","Rorippa palustris","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3053168"
"Rorippa sylvestris",36.1853333333333,16.0631376028178,35,17.125,60,18,"Rorippa sylvestris","Rorippa sylvestris","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3053376"
"Rosa arvensis",118.1875,83.1057308493223,100,31.875,288.75,16,"Rosa arvensis","Rosa arvensis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3007054"
"Rosa caesia",179.709677419355,76.2343726273947,175,100,300,31,"Rosa caesia","Rosa caesia","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3002191"
"Rosa californica",266.533333333333,66.279810902969,304.8,195.74,304.8,3,"Rosa californica","Rosa californica","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3006252"
"Rosa canina",229.352083333333,112.092957224784,225,100,482.5,48,"Rosa canina","Rosa canina","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3002461"
"Rosa gymnocarpa",91.44,0,91.44,91.44,91.44,3,"Rosa gymnocarpa","Rosa gymnocarpa","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3003240"
