"reported_name","m","sd","med","q025","q975","n","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code"
"Lyonia ovalifolia",534.555555555556,230.940528660038,526,200,870.8,9,"Lyonia ovalifolia","Lyonia ovalifolia","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:7328514"
"Lyonothamnus floribundus",533.4,NA,533.4,533.4,533.4,1,"Lyonothamnus floribundus","Lyonothamnus floribundus","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3027433"
"Lysimachia nemorum",23.9583333333333,12.0349081904066,20,6.375,40,12,"Lysimachia nemorum","Lysimachia nemorum","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:7702019"
"Lysimachia nummularia",41.8181818181818,21.4793770012921,50,6.25,60,11,"Lysimachia nummularia","Lysimachia nummularia","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:3169379"
"Lysimachia quadrifolia",17,0,17,17,17,2,"Lysimachia quadrifolia","Lysimachia quadrifolia","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:3169357"
"Lysimachia thyrsiflora",48.807619047619,16.1991734063075,50,29.5,72,21,"Lysimachia thyrsiflora","Lysimachia thyrsiflora","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:3169358"
"Lysimachia vulgaris",92.3884615384615,33.5313981447011,88.75,42.5,150,26,"Lysimachia vulgaris","Lysimachia vulgaris","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:3169386"
"Lythrum hyssopifolia",28.2272727272727,20.2526092595049,25,5.5,60,11,"Lythrum hyssopifolia","Lythrum hyssopifolia","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Lythraceae","gbif","GBIF:3188747"
"Lythrum portula",14.0625,9.2967288153773,13.5,4,25,16,"Lythrum portula","Lythrum portula","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Lythraceae","gbif","GBIF:3188743"
"Lythrum salicaria",81.7909090909091,29.2567766042797,80,44,150,33,"Lythrum salicaria","Lythrum salicaria","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Lythraceae","gbif","GBIF:3188736"
"Maclura pomifera",829.661176470588,761.395306859495,900,29.825,2100,34,"Maclura pomifera","Maclura pomifera","Plantae","Tracheophyta","Magnoliopsida","Rosales","Moraceae","gbif","GBIF:2984580"
"Magnolia acuminata",2464.21333333333,736.407804205821,3000,1076.72,3048,15,"Magnolia acuminata","Magnolia acuminata","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Magnoliaceae","gbif","GBIF:3153837"
"Magnolia virginiana",1076.0885106383,857.167266429976,600,300,3000,47,"Magnolia virginiana","Magnolia virginiana","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Magnoliaceae","gbif","GBIF:3153639"
"Mahonia aquifolium",140.982222222222,58.7357619849076,150,50,243.84,18,"Mahonia aquifolium","Mahonia aquifolium","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae","gbif","GBIF:3033865"
"Mahonia repens",60.96,0,60.96,60.96,60.96,2,"Mahonia repens","Mahonia repens","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae","gbif","GBIF:3033850"
"Maianthemum bifolium",14.6666666666667,6.13608304633462,16.5,5,20,12,"Maianthemum bifolium","Maianthemum bifolium","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","gbif","GBIF:2769317"
"Maianthemum canadense",8.03118279569892,5.10904948393202,7,3,18.8,93,"Maianthemum canadense","Maianthemum canadense","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","gbif","GBIF:2769544"
"Maianthemum stellatum",18,20.6203782700512,9.5,8.125,54,6,"Maianthemum stellatum","Maianthemum stellatum","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","gbif","GBIF:2769493"
"Malacothamnus fasciculatus",220,0,220,220,220,2,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif","GBIF:3152341"
"Malosma laurina",411.768,174.738828655797,385,230,700,10,"Malosma laurina","Malosma laurina","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","gbif","GBIF:8292447"
"Malus sylvestris",793.207843137255,401.314420295677,1000,200,1500,51,"Malus sylvestris","Malus sylvestris","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3001509"
"Malva arborea",135.625,98.5203024761902,125,30,320,16,"Malva arborea","Malva arborea","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif","GBIF:3935079"
"Malva assurgentiflora",199.386666666667,148.561450360897,152.4,83.62,355.092,3,"Malva assurgentiflora","Malva assurgentiflora","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif","GBIF:3935047"
"Malva moschata",48.125,21.6698715578412,40,20.625,80,16,"Malva moschata","Malva moschata","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif","GBIF:3152379"
"Malva neglecta",31.8947368421053,18.6789981198199,30,10,60,19,"Malva neglecta","Malva neglecta","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif","GBIF:3152373"
"Malva nicaeensis",42.5,11.7260393995586,42.5,30,58.75,6,"Malva nicaeensis","Malva nicaeensis","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif","GBIF:3152367"
"Malva parviflora",65,31.543620591175,50,22.5,100,11,"Malva parviflora","Malva parviflora","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif","GBIF:3152378"
"Mammillaria dioica",30,NA,30,30,30,1,"Mammillaria dioica","Cochemiea dioica","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","gbif","GBIF:7280600"
"Marah fabacea",19.3333333333333,10.0166528008778,20,9.55,28.55,3,"Marah fabacea","Marah fabacea","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","gbif","GBIF:3622328"
"Marah oregana",600,NA,600,600,600,1,"Marah oregana","Marah oregana","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","gbif","GBIF:2874545"
"Marina parryi",50,NA,50,50,50,1,"Marina parryi","Marina parryi","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2945684"
"Marrubium vulgare",51.0869565217391,24.2597928558163,45,20,100,23,"Marrubium vulgare","Marrubium vulgare","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:2927069"
"Matricaria discoidea",13.1258064516129,11.4089687970081,8.1,2.6,40,62,"Matricaria discoidea","Matricaria discoidea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3103791"
"Matthiola incana",43.6666666666667,22.0480758130687,39,14.25,80,18,"Matthiola incana","Matthiola incana","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:5377378"
"Medeola virginiana",90,NA,90,90,90,1,"Medeola virginiana","Medeola virginiana","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae","gbif","GBIF:2750658"
"Medicago arabica",32.7058823529412,19.5064563218257,32.5,6.4,60,17,"Medicago arabica","Medicago arabica","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2965527"
"Medicago lupulina",21.5015454545223,18.2704053891313,17.4,1.97,62.4639999999999,157,"Medicago lupulina","Medicago lupulina","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2965201"
"Medicago minima",13.7513293824993,10.1714989669203,10.2,2.967625,34.1921641791044,34,"Medicago minima","Medicago minima","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:8073758"
"Medicago polymorpha",27.1678431372549,25.1708978237746,20,5,80,51,"Medicago polymorpha","Medicago polymorpha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2965531"
"Medicago sativa",64.8111453634085,19.725295275469,64,24,90,57,"Medicago sativa","Medicago sativa","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:9151957"
"Melampyrum pratense",30.7058823529412,20.5267042711511,30,8,60,17,"Melampyrum pratense","Melampyrum pratense","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:7693914"
"Melampyrum sylvaticum",24.9529411764706,13.7016932186801,22.5,8.8,49.6,17,"Melampyrum sylvaticum","Melampyrum sylvaticum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:7331633"
"Melampyrum velebiticum",35,15,35,20.75,49.25,3,"Melampyrum velebiticum","Melampyrum velebiticum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:8325829"
"Melica bulbosa",54.864,NA,54.864,54.864,54.864,1,"Melica bulbosa","Melica bulbosa","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2703112"
"Melica californica",121.92,NA,121.92,121.92,121.92,1,"Melica californica","Melica californica","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2703122"
"Melica imperfecta",97.536,0,97.536,97.536,97.536,2,"Melica imperfecta","Melica imperfecta","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2703101"
"Melica nutans",41.8333333333333,15.5398872337638,45,16.75,60,15,"Melica nutans","Melica nutans","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:4118973"
"Melica subulata",100.584,NA,100.584,100.584,100.584,1,"Melica subulata","Melica subulata","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2703098"
"Melica uniflora",19.7520430107527,12.7818169558863,16,5,58.5,93,"Melica uniflora","Melica uniflora","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:4116392"
"Melilotus albus",69.1365769230769,48.9678784933002,49.5,16.8,152.4,65,"Melilotus albus","Melilotus albus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2971095"
"Melilotus indicus",41.1272727272727,21.9246478151459,40,10,76.2,11,"Melilotus indicus","Melilotus indicus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2971016"
"Melilotus officinalis",77.5065957446809,50.3892988241075,58,17.6,152.4,47,"Melilotus officinalis","Melilotus officinalis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:8193111"
"Melinis repens",78.3,48.4516253597338,81.6,30.99,120,4,"Melinis repens","Melinis repens","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2702504"
"Melissa officinalis",55.25,21.5525842740236,53.75,30,87.75,10,"Melissa officinalis","Melissa officinalis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:5341501"
"Melittis melissophyllum",19.6666666666667,12.1361089547783,15.5,8,50,84,"Melittis melissophyllum","Melittis melissophyllum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:8105693"
"Menodora scabra",41.6342857142857,26.6245343352974,30.48,20,80,7,"Menodora scabra","Menodora scabra","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","gbif","GBIF:5415041"
"Mentha aquatica",38.8333333333333,30.5143112064781,22.5,6.15,90,24,"Mentha aquatica","Mentha aquatica","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:2927208"
"Mentha arvensis",39.5568888888889,24.2927602357784,41,7.4,90,36,"Mentha arvensis","Mentha arvensis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:2927192"
"Mentha longifolia",65.1714285714286,31.1816619819413,62.5,23.1825,113.5,14,"Mentha longifolia","Mentha longifolia","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:7510173"
"Mentha piperita",85,7.07106781186548,85,80.25,89.75,2,"Mentha piperita","Mentha piperita","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:8707933"
"Mentha pulegium",26.4730434782609,14.0414122686439,30,10,50,23,"Mentha pulegium","Mentha pulegium","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:2927189"
"Mentha spicata",57.96875,27.5865116497175,56.25,30,90,16,"Mentha spicata","Mentha spicata","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:2927175"
"Mentha suaveolens",57.0780303030303,21.3730244523891,60,30,94.75,22,"Mentha suaveolens","Mentha suaveolens","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:2927190"
"Menyanthes trifoliata",28.7634,29.594403205585,23.442,12,97.7499999999998,20,"Menyanthes trifoliata","Menyanthes trifoliata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Menyanthaceae","gbif","GBIF:5341511"
"Mercurialis perennis",19.5533980582524,9.33471084583183,17,12,44.5,103,"Mercurialis perennis","Mercurialis perennis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:3063016"
"Mertensia ciliata",56.13,10.7810883804311,60.96,41.572,62.477,4,"Mertensia ciliata","Mertensia ciliata","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:5341240"
"Mesembryanthemum crystallinum",20,NA,20,20,20,1,"Mesembryanthemum crystallinum","Mesembryanthemum crystallinum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Aizoaceae","gbif","GBIF:3084839"
"Mesembryanthemum nodiflorum",20,10,20,10.5,29.5,3,"Mesembryanthemum nodiflorum","Mesembryanthemum nodiflorum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Aizoaceae","gbif","GBIF:3084837"
"Metrosideros polymorpha",2149.26666666667,780.409837628068,2000,1047.75,3000,6,"Metrosideros polymorpha","Metrosideros polymorpha","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","gbif","GBIF:3185315"
"Meum athamanticum",32.3258620689655,16.4149138453945,31.4,7,60,29,"Meum athamanticum","Meum athamanticum","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:6026490"
"Micranthes stellaris",6.44285714285714,5.69929230458565,4,1.5,20,35,"Micranthes stellaris","Micranthes stellaris","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","gbif","GBIF:5567578"
"Microseris nutans",60.96,NA,60.96,60.96,60.96,1,"Microseris nutans","Microseris nutans","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5399441"
"Milium effusum",97.0454545454545,49.1276167473319,80,41.25,175,11,"Milium effusum","Milium effusum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2706196"
"Minuartia recurva",6.91666666666667,4.30028187941491,5,2.6375,14.175,12,"Minuartia recurva","Minuartia recurva","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:7267522"
"Mirabilis jalapa",150,0,150,150,150,2,"Mirabilis jalapa","Mirabilis jalapa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","gbif","GBIF:3086240"
"Mirabilis multiflora",60.96,NA,60.96,60.96,60.96,1,"Mirabilis multiflora","Mirabilis multiflora","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","gbif","GBIF:3086166"
"Mitchella repens",5.63157894736842,2.03334771349531,6,2.45,10,19,"Mitchella repens","Mitchella repens","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","gbif","GBIF:5338762"
"Mitella diphylla",23.45,3.30031896385151,23.5,17.475,28.05,20,"Mitella diphylla","Mitella diphylla","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","gbif","GBIF:5371645"
"Moehringia ciliata",10.3571428571429,5.8503154168122,10,5,19.25,7,"Moehringia ciliata","Moehringia ciliata","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3810607"
"Moehringia trinervia",22.34375,11.742683892535,22.5,10,40,16,"Moehringia trinervia","Moehringia trinervia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085370"
"Moenchia erecta",6.06371901151018,3.86120752432303,5,1.09479754841204,12,19,"Moenchia erecta","Moenchia erecta","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:7841283"
"Molinia caerulea",77.2758730158333,46.6564653184742,69.25,16.54,156.25,36,"Molinia caerulea","Molinia caerulea","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5289877"
"Mollugo verticillata",20,14.142135623731,20,10.5,29.5,2,"Mollugo verticillata","Mollugo verticillata","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Molluginaceae","gbif","GBIF:3084611"
"Monardella odoratissima",20,NA,20,20,20,1,"Monardella odoratissima","Monardella odoratissima","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:2926546"
"Monardella purpurea",40,NA,40,40,40,1,"Monardella purpurea","Monardella purpurea","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:2926543"
"Monardella villosa",9.33333333333333,2.3094010767585,8,8,11.8,3,"Monardella villosa","Monardella odoratissima","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:2926546"
"Montia fontana",18.6666666666667,18.1282468356246,15,2,50,21,"Montia fontana","Montia fontana","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Montiaceae","gbif","GBIF:9004024"
"Morus rubra",890.719432617021,763.601876021653,400,300,2198.5,47,"Morus rubra","Morus rubra","Plantae","Tracheophyta","Magnoliopsida","Rosales","Moraceae","gbif","GBIF:5361886"
"Muhlenbergia asperifolia",60.96,NA,60.96,60.96,60.96,1,"Muhlenbergia asperifolia","Muhlenbergia asperifolia","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2703974"
"Muhlenbergia montana",39.1295238095238,5.44429102472533,38,31,49,21,"Muhlenbergia montana","Muhlenbergia montana","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704007"
"Muhlenbergia porteri",85.344,NA,85.344,85.344,85.344,1,"Muhlenbergia porteri","Muhlenbergia porteri","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:7603719"
"Muhlenbergia richardsonis",15.24,NA,15.24,15.24,15.24,1,"Muhlenbergia richardsonis","Muhlenbergia richardsonis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704017"
"Muhlenbergia rigens",41.5790476190476,26.8381299469173,32,19.5,102.58,21,"Muhlenbergia rigens","Muhlenbergia rigens","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2703951"
"Muscari neglectum",18.71875,8.90686766864012,17.5,8.75,30,16,"Muscari neglectum","Muscari neglectum","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","gbif","GBIF:2772020"
"Myoporum sandwicense",914.4,646.578440716979,914.4,480.06,1348.74,2,"Myoporum sandwicense","Myoporum sandwicense","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","gbif","GBIF:3172651"
"Myosotis alpestris",9.47222222222222,6.09794396784036,7,2,23.25,36,"Myosotis alpestris","Myosotis alpestris","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:5341187"
"Myosotis decumbens",22.5,7.5,22.5,15.375,29.625,3,"Myosotis decumbens","Myosotis decumbens","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:7295092"
"Myosotis discolor",21.2083333333333,10.19683180149,25,3.55,30,12,"Myosotis discolor","Myosotis discolor","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:5341177"
"Myosotis laxa",22.9761904761905,12.1988485014736,20,5.5,42.5,21,"Myosotis laxa","Myosotis laxa","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:12186874"
"Myosotis ramosissima",16.4047619047619,12.6170708245011,13,2,40,21,"Myosotis ramosissima","Myosotis ramosissima","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:7589756"
"Myosotis scorpioides",40.411,24.772214889394,41.75,10.8,90.5,20,"Myosotis scorpioides","Myosotis scorpioides","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:5341184"
"Myosotis secunda",35,18.7082869338697,20,20,60,9,"Myosotis secunda","Myosotis secunda","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:7294809"
"Myosotis stolonifera",18,6.66060330327789,18,12,30,12,"Myosotis stolonifera","Myosotis stolonifera","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:7526347"
"Myosotis sylvatica",27.9377777777778,13.5513418287444,27.95,12.1165,48.725,18,"Myosotis sylvatica","Myosotis sylvatica","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:5341175"
"Myosoton aquaticum",50.8333333333333,40.0091901207416,27.5,10,111.5,18,"Myosoton aquaticum","Stellaria aquatica","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:5384501"
"Myosurus apetalus",9.144,NA,9.144,9.144,9.144,1,"Myosurus apetalus","Myosurus apetalus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033612"
"Myosurus minimus",7.95747368421053,4.28847617806425,7,2.45,16.85,19,"Myosurus minimus","Myosurus minimus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033605"
"Myrica gale",166.314782608696,76.8282100692876,155,55.5,250,23,"Myrica gale","Myrica gale","Plantae","Tracheophyta","Magnoliopsida","Fagales","Myricaceae","gbif","GBIF:5414202"
"Myriophyllum alterniflorum",56.1538461538462,44.4012878076116,40,11.5,120,13,"Myriophyllum alterniflorum","Myriophyllum alterniflorum","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Haloragaceae","gbif","GBIF:5361773"
"Myriophyllum aquaticum",110,127.279220613579,110,24.5,195.5,2,"Myriophyllum aquaticum","Myriophyllum aquaticum","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Haloragaceae","gbif","GBIF:5361785"
"Myriophyllum spicatum",127.692307692308,103.43305775185,50,26.5,285,13,"Myriophyllum spicatum","Myriophyllum spicatum","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Haloragaceae","gbif","GBIF:5361760"
"Myriophyllum verticillatum",140.769230769231,105.886066006623,125,36,300,13,"Myriophyllum verticillatum","Myriophyllum verticillatum","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Haloragaceae","gbif","GBIF:5361779"
"Najas guadalupensis",30.48,NA,30.48,30.48,30.48,1,"Najas guadalupensis","Najas guadalupensis","Plantae","Tracheophyta","Liliopsida","Alismatales","Hydrocharitaceae","gbif","GBIF:5329293"
"Nardus stricta",21.3958545335616,10.4436101859893,20,4.99,44.0000000000001,73,"Nardus stricta","Nardus stricta","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2702717"
"Narthecium ossifragum",24.9285714285714,16.2594294985724,25,5.45,45,7,"Narthecium ossifragum","Narthecium ossifragum","Plantae","Tracheophyta","Liliopsida","Dioscoreales","Nartheciaceae","gbif","GBIF:5602614"
"Nassella cernua",79.248,NA,79.248,79.248,79.248,1,"Nassella cernua","Nassella cernua","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5289832"
"Nassella lepida",91.44,NA,91.44,91.44,91.44,1,"Nassella lepida","Nassella lepida","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5289828"
"Nassella pulchra",91.44,NA,91.44,91.44,91.44,1,"Nassella pulchra","Nassella pulchra","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5289827"
"Nasturtium microphyllum",55.7777777777778,58.120114525165,45,8,200,18,"Nasturtium microphyllum","Nasturtium microphyllum","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:9184619"
"Nasturtium officinale",54.95,54.8255366930795,42.5,8,200,20,"Nasturtium officinale","Nasturtium officinale","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:7701037"
"Nemophila maculata",15.24,NA,15.24,15.24,15.24,1,"Nemophila maculata","Nemophila maculata","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Hydrophyllaceae","gbif","GBIF:2928034"
"Neotinea ustulata",17.775,9.99009377754836,15,8,35.25,20,"Neotinea ustulata","Neotinea ustulata","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:2812375"
"Neottia convallarioides",30.48,NA,30.48,30.48,30.48,1,"Neottia convallarioides","Neottia convallarioides","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:2816287"
"Neottia cordata",9.3,5.85662018573853,6,3.95,20,20,"Neottia cordata","Neottia cordata","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:2816213"
"Neottia nidus-avis",31.6111111111111,14.6709274114185,30,11,49.4,9,"Neottia nidus-avis","Neottia nidus-avis","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:2816176"
"Neottia ovata",40.1176470588235,19.5252476070765,50,10.4,60,17,"Neottia ovata","Neottia ovata","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:2816250"
"Nepeta cataria",73.8235294117647,34.3933774405002,70,37,138,17,"Nepeta cataria","Nepeta cataria","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:5341499"
"Nertera granadensis",10,NA,10,10,10,1,"Nertera granadensis","Nertera granadensis","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","gbif","GBIF:2911624"
"Nicotiana glauca",250,132.28756555323,200,152.5,390,3,"Nicotiana glauca","Nicotiana glauca","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","gbif","GBIF:2928783"
"Nitrophila occidentalis",30.48,NA,30.48,30.48,30.48,1,"Nitrophila occidentalis","Nitrophila occidentalis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","gbif","GBIF:3083627"
"Noccaea caerulescens",24.2173913043478,14.1315460189385,25,4.1,40,23,"Noccaea caerulescens","Noccaea caerulescens","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3045463"
"Nolina microcarpa",121.92,NA,121.92,121.92,121.92,1,"Nolina microcarpa","Nolina microcarpa","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","gbif","GBIF:2777014"
"Notholithocarpus densiflorus",3510.18461538462,1819.94008410815,3810,1096.08,6340,13,"Notholithocarpus densiflorus","Notholithocarpus densiflorus","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:3906623"
