"Genus","reported_name_fixed","Hemisphere","Ecosystem","Gradient","Position","ShiftR","EleVeloT","LatVeloT","Unit","BaselineT","HFI","PrAb","Sampling","Grain","Signif","Quality","Ntaxa","Start","Area","LifeForm","Reference","Source","n_cl","n_sp","reported_name","scientificName","kingdom.x","phylum.x","class.x","order.x","family.x","db","db_code","START","END","DUR","kingdom.y","phylum.y","class.y","order.y","family.y","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","group","type","ObservationTypeGeneral","DispersalDistanceKm","MaxDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity","DispersalPotentialKmY","DispersalPotentialmY","DispersalDistancem","annual_dispersal_pot","climate_velocity","ShiftKmY","ClimVeloTKmY","AnnualDispPotKmY"
"Heracleum","Heracleum sphondylium","North","Terrestrial","Latitudinal","Leading edge",0.021671829,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,16.86929331,"phanero",139,"A138_P1",9688,26321,"Heracleum sphondylium","Heracleum sphondylium","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034830",1976,2010,35,"Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","seed dispersal (model)","Jongejans & Telenius 2001","Maximum_recorded_dispersal_distance_(m)",6.2,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.0062,0.0062,365,1,0.0062,6.2,6.2,0.0062,2.311916212,0.021671829,2.311916212,0.0062
"Sonchus","Sonchus asper","North","Terrestrial","Latitudinal","Centroid",0.151795466,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,16.86929331,"phanero",139,"A138_P1",9693,26690,"Sonchus asper","Sonchus asper","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3105782",1976,2010,35,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",6.12,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00612,0.00612,42,1,0.00612,6.12,6.12,0.00612,2.311916212,0.151795466,2.311916212,0.00612
"Erica","Erica cinerea","North","Terrestrial","Latitudinal","Leading edge",0.661259543,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,16.86929331,"phanero",139,"A138_P1",9702,27675,"Erica cinerea","Erica cinerea","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:5333411",1976,2010,35,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","seed/plant dispersal (unknown)",NA,"Max._Indiv._Dispersal_Distance_(m)",81,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Plants","Max","seed dispersal",0.081,0.081,365,1,0.081,81,81,0.081,2.311916212,0.661259543,2.311916212,0.081
"Epilobium","Epilobium montanum","North","Terrestrial","Latitudinal","Centroid",2.269611729,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,16.86929331,"phanero",139,"A138_P1",9706,23423,"Epilobium montanum","Epilobium montanum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3664083",1976,2010,35,"Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",49.64,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.04964,0.04964,42,1,0.04964,49.64,49.64,0.04964,2.311916212,2.269611729,2.311916212,0.04964
"Luzula","Luzula campestris","North","Terrestrial","Latitudinal","Leading edge",0.748293714,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,16.86929331,"phanero",139,"A138_P1",9708,18095,"Luzula campestris","Luzula campestris","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","gbif","GBIF:2700828",1976,2010,35,"Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.07,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",7e-05,7e-05,365,1,7e-05,0.07,0.07,7e-05,2.311916212,0.748293714,2.311916212,7e-05
"Hypochaeris","Hypochaeris radicata","North","Terrestrial","Latitudinal","Leading edge",2.036502714,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,16.86929331,"phanero",139,"A138_P1",9712,28452,"Hypochaeris radicata","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093702",1976,2010,35,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed/plant dispersal (unknown)",NA,"Max._Indiv._Dispersal_Distance_(m)",1900,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Plants","Max","seed dispersal",1.9,1.9,42,1,1.9,1900,1900,1.9,2.311916212,2.036502714,2.311916212,1.9
"Valeriana","Valeriana officinalis","North","Terrestrial","Latitudinal","Leading edge",1.267239314,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,16.86929331,"phanero",139,"A138_P1",9719,25623,"Valeriana officinalis","Valeriana officinalis","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","gbif","GBIF:2888763",1976,2010,35,"Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",4.85,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00485,0.00485,365,1,0.00485,4.85,4.85,0.00485,2.311916212,1.267239314,2.311916212,0.00485
"Luzula","Luzula campestris","North","Terrestrial","Latitudinal","Centroid",0.059654304,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,16.86929331,"phanero",139,"A138_P1",9746,17767,"Luzula campestris","Luzula campestris","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","gbif","GBIF:2700828",1976,2010,35,"Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.07,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",7e-05,7e-05,365,1,7e-05,0.07,0.07,7e-05,2.311916212,0.059654304,2.311916212,7e-05
"Rumex","Rumex obtusifolius","North","Terrestrial","Latitudinal","Centroid",2.082684589,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,16.86929331,"phanero",139,"A138_P1",9767,27495,"Rumex obtusifolius","Rumex obtusifolius","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:2889011",1976,2010,35,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","seed dispersal (model)","Matlack 1987","Maximum_recorded_dispersal_distance_(m)",2.48,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00248,0.00248,365,1,0.00248,2.48,2.48,0.00248,2.311916212,2.082684589,2.311916212,0.00248
"Cerastium","Cerastium semidecandrum","North","Terrestrial","Latitudinal","Centroid",2.352865343,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,16.86929331,"phanero",139,"A138_P1",9771,28227,"Cerastium semidecandrum","Cerastium semidecandrum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085434",1976,2010,35,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.11,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00011,0.00011,365,1,0.00011,0.11,0.11,0.00011,2.311916212,2.352865343,2.311916212,0.00011
"Arabis","Arabis hirsuta","North","Terrestrial","Latitudinal","Centroid",0.534555691,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,16.86929331,"phanero",139,"A138_P1",9785,26783,"Arabis hirsuta","Arabis hirsuta","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:9202524",1976,2010,35,"Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.47,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00047,0.00047,365,1,0.00047,0.47,0.47,0.00047,2.311916212,0.534555691,2.311916212,0.00047
"Silene","Silene flos-cuculi","North","Terrestrial","Latitudinal","Leading edge",0.137070086,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,16.86929331,"phanero",139,"A138_P1",9813,26810,"Silene flos-cuculi","Silene flos-cuculi","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:5384738",1976,2010,35,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.37,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00037,0.00037,365,1,0.00037,0.37,0.37,0.00037,2.311916212,0.137070086,2.311916212,0.00037
"Erophila","Erophila verna","North","Terrestrial","Latitudinal","Centroid",2.623720476,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,16.86929331,"phanero",139,"A138_P1",9815,26813,"Erophila verna","Draba verna","Plantae",NA,"Magnoliopsida","Brassicales","Brassicaceae","itis","ITIS:22923",1976,2010,35,"Plantae",NA,"Magnoliopsida","Brassicales","Brassicaceae","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.14,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00014,0.00014,365,1,0.00014,0.14,0.14,0.00014,2.311916212,2.623720476,2.311916212,0.00014
"Cirsium","Cirsium arvense","North","Terrestrial","Latitudinal","Leading edge",0.009246857,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,16.86929331,"phanero",139,"A138_P1",9823,26821,"Cirsium arvense","Cirsium arvense","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3113414",1976,2010,35,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",53.37,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.05337,0.05337,365,1,0.05337,53.37,53.37,0.05337,2.311916212,0.009246857,2.311916212,0.05337
"Spergularia","Spergularia marina","North","Terrestrial","Latitudinal","Centroid",3.126017391,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,16.86929331,"phanero",139,"A138_P1",9839,25744,"Spergularia marina","Spergularia marina","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:7736551",1976,2010,35,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",340,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.34,0.34,1,1,0.34,340,340,0.34,2.311916212,3.126017391,2.311916212,0.34
"Stellaria","Stellaria media","North","Terrestrial","Latitudinal","Leading edge",0.748122857,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,16.86929331,"phanero",139,"A138_P1",9851,27942,"Stellaria media","Stellaria media","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:5384604",1976,2010,35,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.32,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00032,0.00032,42,1,0.00032,0.32,0.32,0.00032,2.311916212,0.748122857,2.311916212,0.00032
"Crepis","Crepis capillaris","North","Terrestrial","Latitudinal","Leading edge",0.041762543,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,16.86929331,"phanero",139,"A138_P1",9856,26854,"Crepis capillaris","Crepis capillaris","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5403304",1976,2010,35,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",650,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.65,0.65,168,1,0.65,650,650,0.65,2.311916212,0.041762543,2.311916212,0.65
"Odontites","Odontites vernus","North","Terrestrial","Latitudinal","Leading edge",1.794675629,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,16.86929331,"phanero",139,"A138_P1",9867,27958,"Odontites vernus","Odontites vernus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:8971475",1976,2010,35,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.26,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00026,0.00026,365,1,0.00026,0.26,0.26,0.00026,2.311916212,1.794675629,2.311916212,0.00026
"Solidago","Solidago virgaurea","North","Terrestrial","Elevation","Centroid",0.475609756,2.027148576,NA,"m/year",-0.98889,0.10096500783131,"OCCUR","TWO","FINE","YES","BALANCED",106,1922,0.009683561,"phanero",14,"A14_P1",9895,20695,"Solidago virgaurea","Solidago virgaurea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:6446462",1927,2008,82,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",5.6,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.0056,0.0056,365,1,0.0056,5.6,5.6,5.6,2.027148576,0.000475609756,0.002027148576,0.0056
"Anthoxanthum","Anthoxanthum odoratum","North","Terrestrial","Elevation","Centroid",1.829268293,2.027148576,NA,"m/year",-0.98889,0.10096500783131,"OCCUR","TWO","FINE","YES","BALANCED",106,1922,0.009683561,"phanero",14,"A14_P1",9903,16830,"Anthoxanthum odoratum","Anthoxanthum odoratum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705975",1927,2008,82,"Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","seed dispersal (field)","Antonovics & Ellstrand 1985 in Willson 1993","Maximum_recorded_dispersal_distance_(m)",2,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.002,0.002,365,1,0.002,2,2,2,2.027148576,0.001829268293,0.002027148576,0.002
"Rumex","Rumex acetosa","North","Terrestrial","Elevation","Centroid",0.280487805,2.027148576,NA,"m/year",-0.98889,0.10096500783131,"OCCUR","TWO","FINE","YES","BALANCED",106,1922,0.009683561,"phanero",14,"A14_P1",9904,23620,"Rumex acetosa","Rumex acetosa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:2888951",1927,2008,82,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.99,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Plants","Max","seed dispersal",0.00099,0.00099,365,1,0.00099,0.99,0.99,0.99,2.027148576,0.000280487805,0.002027148576,0.00099
"Elanus","Elanus leucurus","North","Terrestrial","Latitudinal","Leading edge",8.055555556,NA,1.388359291,"km/year",17.72024,0.156329412378339,"OCCUR","TWO","MEDIUM","NO","LOW",68,1973,66.0543618,"endo",141,"A140_P1",9926,6842,"Elanus leucurus","Elanus leucurus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480367",1974,2009,36,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","natal dispersal","Dunk (1995)","Natal_dispersal_maximum_distance_(km)",160,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",160,160,726.936,2,80,80000,160000,80,1.388359291,8.055555556,1.388359291,80
"Myiarchus","Myiarchus cinerascens","North","Terrestrial","Latitudinal","Leading edge",1.53e-16,NA,1.388359291,"km/year",17.72024,0.156329412378339,"OCCUR","TWO","MEDIUM","NO","LOW",68,1973,66.0543618,"endo",141,"A140_P1",9934,5757,"Myiarchus cinerascens","Myiarchus cinerascens","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","gbif","GBIF:2483600",1974,2009,36,"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",9.323680713,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",9.323680713,9.323680713,363.468,1,9.323680713,9323.680713,9323.680713,9.323680713,1.388359291,1.53e-16,1.388359291,9.323680713
"Toxostoma","Toxostoma curvirostre","North","Terrestrial","Latitudinal","Leading edge",8.611111111,NA,1.388359291,"km/year",17.72024,0.156329412378339,"OCCUR","TWO","MEDIUM","NO","LOW",68,1973,66.0543618,"endo",141,"A140_P1",9955,6871,"Toxostoma curvirostre","Toxostoma curvirostre","Animalia","Chordata","Aves","Passeriformes","Mimidae","gbif","GBIF:5231688",1974,2009,36,"Animalia","Chordata","Aves","Passeriformes","Mimidae","natal dispersal","Tweit (1996)","Natal_dispersal_maximum_distance_(km)",30,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",30,30,364.234,1,30,30000,30000,30,1.388359291,8.611111111,1.388359291,30
"Petrochelidon","Petrochelidon fulva","North","Terrestrial","Latitudinal","Leading edge",10.01734607,NA,1.388359291,"km/year",17.72024,0.156329412378339,"OCCUR","TWO","MEDIUM","NO","LOW",68,1973,66.0543618,"endo",141,"A140_P1",9965,6881,"Petrochelidon fulva","Petrochelidon fulva","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","gbif","GBIF:2489166",1974,2009,36,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","natal dispersal","West (1995)","Natal_dispersal_maximum_distance_(km)",30,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",30,30,365,1,30,30000,30000,30,1.388359291,10.01734607,1.388359291,30
"Campylorhynchus","Campylorhynchus brunneicapillus","North","Terrestrial","Latitudinal","Leading edge",3.142696805,NA,1.388359291,"km/year",17.72024,0.156329412378339,"OCCUR","TWO","MEDIUM","NO","LOW",68,1973,66.0543618,"endo",141,"A140_P1",9968,7977,"Campylorhynchus brunneicapillus","Campylorhynchus brunneicapillus","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","gbif","GBIF:5231474",1974,2009,36,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",0.457560115,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",0.457560115,0.457560115,243,1,0.457560115,457.560115,457.560115,0.457560115,1.388359291,3.142696805,1.388359291,0.457560115
"Anas","Anas fulvigula","North","Terrestrial","Latitudinal","Leading edge",4.321208107,NA,1.388359291,"km/year",17.72024,0.156329412378339,"OCCUR","TWO","MEDIUM","NO","LOW",68,1973,66.0543618,"endo",141,"A140_P1",9970,6886,"Anas fulvigula","Anas fulvigula","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498080",1974,2009,36,"Animalia","Chordata","Aves","Anseriformes","Anatidae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",57.86448165,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",57.86448165,57.86448165,365,1,57.86448165,57864.48165,57864.48165,57.86448165,1.388359291,4.321208107,1.388359291,57.86448165
"Megascops","Megascops kennicottii","North","Terrestrial","Latitudinal","Leading edge",5.61e-16,NA,1.388359291,"km/year",17.72024,0.156329412378339,"OCCUR","TWO","MEDIUM","NO","LOW",68,1973,66.0543618,"endo",141,"A140_P1",9972,8713,"Megascops kennicottii","Megascops kennicottii","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:2497341",1974,2009,36,"Animalia","Chordata","Aves","Strigiformes","Strigidae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",4.314334428,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",4.314334428,4.314334428,365,1,4.314334428,4314.334428,4314.334428,4.314334428,1.388359291,5.61e-16,1.388359291,4.314334428
"Larus","Larus marinus","North","Terrestrial","Latitudinal","Centroid",2.434482759,NA,0.757473919,"km/year",8.79633,0.415499875108417,"OCCUR","TWO","FINE","YES","BALANCED",21,1984,31.24834994,"endo",142,"A141_P1",9980,6896,"Larus marinus","Larus marinus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481172",1986.5,2000,14.5,"Animalia","Chordata","Aves","Charadriiformes","Laridae","arithmetic mean natal dispersal distance","Chu 2021","arimean",192.3472204,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",192.3472204,192.3472204,1639.436,5,38.46944408,38469.44408,192347.2204,38.46944408,0.757473919,2.434482759,0.757473919,38.46944408
"Alca","Alca torda","North","Terrestrial","Latitudinal","Centroid",0.006896552,NA,0.757473919,"km/year",8.79633,0.415499875108417,"OCCUR","TWO","FINE","YES","BALANCED",21,1984,31.24834994,"endo",142,"A141_P1",9982,7991,"Alca torda","Alca torda","Animalia","Chordata","Aves","Charadriiformes","Alcidae","gbif","GBIF:8277073",1986.5,2000,14.5,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",485.3897347,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",485.3897347,485.3897347,1456.936,4,121.347433675,121347.433675,485389.7347,121.347433675,0.757473919,0.006896552,0.757473919,121.347433675
"Larus","Larus canus","North","Terrestrial","Latitudinal","Centroid",1.917241379,NA,0.757473919,"km/year",8.79633,0.415499875108417,"OCCUR","TWO","FINE","YES","BALANCED",21,1984,31.24834994,"endo",142,"A141_P1",9983,7992,"Larus canus","Larus canus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:7982160",1986.5,2000,14.5,"Animalia","Chordata","Aves","Charadriiformes","Laridae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",84400,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",84.4,84.4,730,2,42.2,42200,84400,42.2,0.757473919,1.917241379,0.757473919,42.2
"Sterna","Sterna hirundo","North","Terrestrial","Latitudinal","Centroid",0.551724138,NA,0.757473919,"km/year",8.79633,0.415499875108417,"OCCUR","TWO","FINE","YES","BALANCED",21,1984,31.24834994,"endo",142,"A141_P1",9984,6900,"Sterna hirundo","Sterna hirundo","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:9367409",1986.5,2000,14.5,"Animalia","Chordata","Aves","Charadriiformes","Laridae","arithmetic mean natal dispersal distance","Chu 2021","arimean",109.6618706,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",109.6618706,109.6618706,910.968,3,36.5539568666667,36553.9568666667,109661.8706,36.5539568666667,0.757473919,0.551724138,0.757473919,36.5539568666667
"Sterna","Sterna paradisaea","North","Terrestrial","Latitudinal","Centroid",4.875862069,NA,0.757473919,"km/year",8.79633,0.415499875108417,"OCCUR","TWO","FINE","YES","BALANCED",21,1984,31.24834994,"endo",142,"A141_P1",9986,6902,"Sterna paradisaea","Sterna paradisaea","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:5229230",1986.5,2000,14.5,"Animalia","Chordata","Aves","Charadriiformes","Laridae","arithmetic mean natal dispersal distance","Chu 2021","arimean",116.2098611,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",116.2098611,116.2098611,1095,3,38.7366203666667,38736.6203666667,116209.8611,38.7366203666667,0.757473919,4.875862069,0.757473919,38.7366203666667
"Rissa","Rissa tridactyla","North","Terrestrial","Latitudinal","Centroid",0.593103448,NA,0.757473919,"km/year",8.79633,0.415499875108417,"OCCUR","TWO","FINE","YES","BALANCED",21,1984,31.24834994,"endo",142,"A141_P1",9988,6904,"Rissa tridactyla","Rissa tridactyla","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:2481205",1986.5,2000,14.5,"Animalia","Chordata","Aves","Charadriiformes","Laridae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",25.23675863,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",25.23675863,25.23675863,1460,4,6.3091896575,6309.1896575,25236.75863,6.3091896575,0.757473919,0.593103448,0.757473919,6.3091896575
"Uria","Uria aalge","North","Terrestrial","Latitudinal","Centroid",1.489655172,NA,0.757473919,"km/year",8.79633,0.415499875108417,"OCCUR","TWO","FINE","YES","BALANCED",21,1984,31.24834994,"endo",142,"A141_P1",9990,6906,"Uria aalge","Uria aalge","Animalia","Chordata","Aves","Charadriiformes","Alcidae","gbif","GBIF:2481342",1986.5,2000,14.5,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",19.10654846,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",19.10654846,19.10654846,1825,5,3.821309692,3821.309692,19106.54846,3.821309692,0.757473919,1.489655172,0.757473919,3.821309692
"Chroicocephalus","Chroicocephalus ridibundus","North","Terrestrial","Latitudinal","Centroid",0.096551724,NA,0.757473919,"km/year",8.79633,0.415499875108417,"OCCUR","TWO","FINE","YES","BALANCED",21,1984,31.24834994,"endo",142,"A141_P1",9992,8001,"Chroicocephalus ridibundus","Chroicocephalus ridibundus","Animalia","Chordata","Aves","Charadriiformes","Laridae","gbif","GBIF:6065824",1986.5,2000,14.5,"Animalia","Chordata","Aves","Charadriiformes","Laridae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",190000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",190,190,728.468,2,95,95000,190000,95,0.757473919,0.096551724,0.757473919,95
