"ID","res","baseline_min_mat","baseline_1Q_mat","baseline_median_mat","baseline_mean_mat","baseline_3Q_mat","baseline_max_mat","baseline_sd_mat","trend_min_mat","trend_1Q_mat","trend_median_mat","trend_mean_mat","trend_3Q_mat","trend_max_mat","trend_sd_mat","Vel_min_mat","Vel_1Q_mat","Vel_median_mat","Vel_mean_mat","Vel_3Q_mat","Vel_max_mat","Vel_sd_mat","VelLat_min_mat","VelLat_1Q_mat","VelLat_median_mat","VelLat_mean_mat","VelLat_3Q_mat","VelLat_max_mat","VelLat_sd_mat","baseline_min_map","baseline_1Q_map","baseline_median_map","baseline_mean_map","baseline_3Q_map","baseline_max_map","baseline_sd_map","trend_min_map","trend_1Q_map","trend_median_map","trend_mean_map","trend_3Q_map","trend_max_map","trend_sd_map","Vel_min_map","Vel_1Q_map","Vel_median_map","Vel_mean_map","Vel_3Q_map","Vel_max_map","Vel_sd_map","VelLat_min_map","VelLat_1Q_map","VelLat_median_map","VelLat_mean_map","VelLat_3Q_map","VelLat_max_map","VelLat_sd_map","gVelEle_min_mat","gVelEle_1Q_mat","gVelEle_median_mat","gVelEle_mean_mat","gVelEle_3Q_mat","gVelEle_max_mat","gVelEle_sd_mat","baseline_min_sst","baseline_1Q_sst","baseline_median_sst","baseline_mean_sst","baseline_3Q_sst","baseline_max_sst","baseline_sd_sst","trend_min_sst","trend_1Q_sst","trend_median_sst","trend_mean_sst","trend_3Q_sst","trend_max_sst","trend_sd_sst","Vel_min_sst","Vel_1Q_sst","Vel_median_sst","Vel_mean_sst","Vel_3Q_sst","Vel_max_sst","Vel_sd_sst","VelLat_min_sst","VelLat_1Q_sst","VelLat_median_sst","VelLat_mean_sst","VelLat_3Q_sst","VelLat_max_sst","VelLat_sd_sst"
"A213_P1","50km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2710505,16.3031797,17.0973167,16.9462426,17.8616123,18.9295444,1.2513208,0.0069777,0.0261779,0.0339705,0.0339989,0.0414681,0.0628727,0.0125379,2.3037803,3.0315937,3.9791114,3.9673258,4.7505734,6.0729351,1.1133612,1.8787146,2.8943419,3.7449281,3.7098035,4.4917276,5.9598985,1.0546137
"A214_P1","110km",-0.9461195,5.7579268,9.4851456,10.4069278,15.0715572,24.1774002,5.8592376,-0.0589523,0.0042362,0.0186746,0.019356,0.0354324,0.0807385,0.0252579,-2.6052721,0.4138766,1.9140236,2.0000216,3.3055995,7.9592142,2.4682351,-6.3328938,0.6246162,1.6372837,1.8608225,2.783976,7.8886662,1.7984347,7.7334857,32.4312706,58.6285038,61.5068129,84.3004417,309.232605,34.1933461,-1.1063635,-0.2636481,-0.0127564,0.0034431,0.2094633,3.1087875,0.4783604,-19.3969135,-6.0949121,-0.4552774,-1.1842059,3.7451169,15.2152529,8.2111993,-17.2876053,-0.6082695,0.597951,1.4716562,3.6406203,19.2334518,4.8044657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A214_P1","1km",-3.4962383,6.6431564,10.2980198,10.9700018,15.2133381,25.4029846,5.5069222,-0.056902,0.0059828,0.0180231,0.0190835,0.033208,0.0805657,0.0238578,-0.5343153,0.0293934,0.2463995,0.4618133,0.7068407,2.6374519,0.7113612,-2.3807433,-0.0435814,0.0364541,0.176775,0.2931209,2.6248147,0.5560975,4.9972568,31.930932,59.9413433,61.9149516,86.9569511,333.1563416,35.3188735,-1.3808527,-0.2831233,-0.0018799,0.0284011,0.2543239,4.9460454,0.5499885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.315573,-0.0647035,-0.0004296,0.0064906,0.0581219,1.1303438,0.1256915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A214_P1","25km",-2.4080885,6.5208639,10.1827583,10.886718,15.1416042,25.1804382,5.5371225,-0.0584629,0.0044479,0.0181643,0.0186456,0.0336882,0.0800806,0.0246069,-1.7956903,0.1719342,1.0990891,1.3306374,2.3024106,5.7092485,1.7777463,-5.3309283,0.0804167,0.705127,0.9215736,1.6060833,5.6981802,1.3868719,5.0304971,32.0043688,59.9301643,62.0481212,87.1748924,288.1860352,35.3176158,-1.2254345,-0.2814422,-0.0118449,0.0210684,0.2445792,3.6388795,0.5423943,-11.6841984,-3.5898895,-0.1418496,-0.6004698,2.338116,10.0097256,5.1502631,-11.567565,-0.7611699,0.1729708,0.4823017,1.7355263,11.6380978,3.0560217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A214_P1","50km",-1.6387644,6.4399879,9.9737732,10.7726647,15.0098083,24.9166626,5.4912498,-0.0564911,0.0052047,0.0184081,0.0189771,0.0337858,0.0788031,0.0243529,-2.1125846,0.3189609,1.5034434,1.6473195,2.7732621,6.7200541,2.0549633,-6.3767376,0.2656641,1.1187619,1.3031298,2.0775923,6.7110586,1.5992722,5.3860712,32.2891426,60.1784897,61.8134167,86.2680283,262.5745239,34.0616511,-1.1839387,-0.2783716,-0.0080951,0.0206495,0.2411777,3.5793192,0.5313709,-13.466012,-4.5679559,-0.1426147,-0.5382283,3.3683676,13.0300379,6.328469,-12.7985334,-0.7985175,0.3513579,0.8733635,2.5296593,13.356782,3.848006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A215_P1","110km",3.9322956,9.3974173,10.5935257,10.4671205,12.1077396,15.0289871,2.3411369,0.0297302,0.0347703,0.0368131,0.0374081,0.0401138,0.0448389,0.0037813,0.9640049,1.8644811,3.3766433,5.0173079,7.5260507,15.1668329,3.8422273,-10.3614588,-0.9422297,0.7512797,0.5915009,2.0333503,11.9399328,3.3364083,40.9105034,66.5646381,72.1292343,74.6615682,82.5611362,104.2866898,12.5950399,-0.3502944,-0.2069463,-0.1502073,-0.1302022,-0.0712739,0.1446668,0.1047499,-4.3974357,-2.5780811,-1.8188272,-1.7371705,-0.9539108,0.66495,1.346976,-4.2267399,-1.2499977,-0.2156282,-0.2402302,0.8350498,3.1501045,1.4983438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A215_P1","1km",-9.4988365,9.0585693,10.6925514,10.2742405,12.682649,16.6903458,3.670652,0.0277487,0.0350261,0.0367239,0.0372917,0.039265,0.0463325,0.003729,0.0181523,0.0618489,0.1727004,0.4458452,0.5028104,2.6349294,0.6420198,-2.5374649,-0.0605715,0.0055261,0.0719419,0.1002977,2.6312213,0.5220727,35.0558434,64.7797585,74.955307,79.9774756,89.8112259,230.2762909,22.0923145,-0.7277723,-0.2524453,-0.2038698,-0.1889762,-0.1281654,0.1629628,0.1260663,-0.4167367,-0.0982016,-0.045757,-0.0814048,-0.0200999,0.0148658,0.1010371,-0.4151117,-0.0220223,-0.0007062,-0.005195,0.0192452,0.4039618,0.0807921,-0.1688729,-0.0585776,-0.0473061,-0.0438502,-0.0297396,0.037814,0.0292525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A215_P1","25km",0.0058677,9.3007484,10.6072708,10.347722,12.273172,16.0201813,3.1173086,0.0279632,0.035128,0.0370114,0.037616,0.0400537,0.0460511,0.0039039,0.2501602,0.5491826,1.0616038,1.8476141,2.3498993,8.2824039,1.9314681,-7.309834,-0.3790596,0.1380075,0.1691837,0.6325029,7.8841343,1.5992783,45.360714,66.5954666,74.1392365,78.3975022,88.0181122,146.0056305,17.2631156,-0.5124264,-0.2388361,-0.1985986,-0.1792436,-0.1315701,0.1157139,0.1110808,-3.0251825,-1.2060282,-0.7075907,-0.8501092,-0.34249,0.1325063,0.7038124,-3.0003662,-0.3216465,-0.0282955,-0.021138,0.2807921,2.8314674,0.6660273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A215_P1","50km",1.8291483,9.4139,10.54319,10.3065879,11.9373169,15.3517014,2.6375115,0.02853,0.0352652,0.0370329,0.0377613,0.0405732,0.0456394,0.0038783,0.3834037,0.8471808,1.9132193,3.0298506,4.3935041,12.5556898,2.7804775,-5.9732327,-0.7873385,0.315002,0.5444776,0.9836248,11.5614367,2.6441736,51.3841896,69.0191345,74.6997757,78.6555181,87.0634689,127.7874603,14.6676034,-0.4530702,-0.2335335,-0.2048617,-0.1832126,-0.1422968,0.1059889,0.1010476,-4.2564216,-1.9532255,-1.1777174,-1.3950177,-0.7253589,0.1583851,0.9748118,-2.7101634,-0.4676242,-0.0096452,0.0806373,0.6901875,3.176785,0.9584216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A216_P1","110km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5735869,10.0246139,13.7341986,14.215815,18.1634817,23.3580055,4.6498377,-0.0317124,0.0015705,0.011186,0.0121748,0.0209356,0.0510258,0.0173317,-1.8241299,0.0956737,0.4976648,0.34284,0.7528122,1.4127841,0.7220477,0.0304679,0.371943,0.5968025,0.6660839,0.8405031,1.7983493,0.3754711
"A216_P1","25km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9643278,9.7359819,11.5868154,12.1449627,13.9972353,22.4600334,3.2031131,-0.0311914,-0.0060696,0.0043816,0.0055093,0.0147598,0.0714021,0.0166884,-2.6832356,-0.5782914,0.3014164,-0.0198416,0.6281853,1.7054378,1.0997943,-0.2124698,0.2703409,0.526414,0.6739081,0.9697014,2.5773835,0.5031502
"A216_P1","50km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5386786,9.610297,11.0835142,11.5663179,13.3597934,18.5172691,2.5609391,-0.0226748,-0.0063402,0.0022193,0.0022701,0.0092991,0.0355776,0.0116976,-2.4234729,-0.5982283,0.1783017,-0.0306513,0.6420393,1.4520017,0.9135445,0.0344968,0.3472663,0.6059043,0.6821669,0.9131193,2.3784988,0.4350986
"A217_P1","110km",16.9938934,17.9508286,18.3370926,18.752524,19.5660904,21.5617264,1.5006172,-0.0109385,-0.0100812,-0.0099003,-0.0096409,-0.0090921,-0.0083175,0.0008857,-0.8816454,-0.6174351,-0.4624517,-0.503727,-0.371823,-0.2586026,0.2052384,-0.2262953,-0.1280385,-0.0577286,-0.0573334,0.0111093,0.1192524,0.1126656,130.6912537,154.3977165,167.3545914,182.6078854,196.4067802,277.9602661,49.3518811,0.469258,0.4817801,0.5205299,0.6400192,0.6434511,1.2394685,0.2700366,0.9131487,1.397866,1.6690449,1.8209777,2.3747728,2.9803994,0.7252518,-0.8591406,-0.3773939,0.2493449,0.2158494,0.8257842,1.1165473,0.7114286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A217_P1","1km",3.1982565,6.1270617,7.9704735,7.891846,9.7801445,12.0683113,2.2298367,-0.009432,-0.0092262,-0.0091737,-0.0091904,-0.0091401,-0.0090303,7.37e-05,-0.0234155,-0.0116879,-0.0077634,-0.0099941,-0.0066522,-0.0047977,0.0049454,-0.0218962,-0.0080202,-0.0027529,-0.0027596,0.0031166,0.0198247,0.0076068,117.8286057,123.5155525,130.4204254,129.5968519,134.9024429,145.390686,6.8491434,0.0666958,0.1054572,0.1434139,0.1507337,0.1912396,0.2723675,0.0547383,0.0220028,0.0374915,0.0541621,0.0600886,0.073188,0.1496249,0.0288243,-0.0859809,-0.0244071,0.00997,0.0046239,0.0306675,0.1148908,0.0373218,0.0200891,0.0317642,0.043197,0.0454017,0.0576023,0.0820384,0.0164874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A217_P1","25km",10.1505859,12.6252855,13.9233109,14.1170009,15.4665352,18.5493057,2.7488896,-0.0093712,-0.0092997,-0.0091928,-0.0091941,-0.0090911,-0.0090135,0.0001372,-0.0903378,-0.0818235,-0.0613439,-0.0674601,-0.0529223,-0.0524568,0.0168128,-0.0364534,-0.0065725,0.0192211,0.0168957,0.0334304,0.0711938,0.0387422,96.2668152,97.8851357,122.1399651,126.3334608,155.7605515,161.3943176,31.0932575,0.1004017,0.1016265,0.1819767,0.1925119,0.2821477,0.3021681,0.0977135,0.055884,0.0571081,0.0906827,0.1014016,0.1469808,0.1600426,0.0485647,0.0030998,0.0054483,0.0137143,0.020419,0.0246719,0.0655615,0.0213909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A217_P1","50km",15.7492813,16.4828217,17.216362,17.216362,17.9499023,18.6834427,2.0747654,-0.0093759,-0.009359,-0.009342,-0.009342,-0.0093251,-0.0093081,4.79e-05,-0.1426919,-0.1424597,-0.1422274,-0.1422274,-0.1419952,-0.141763,0.0006568,NA,NA,NA,NA,NA,NA,NA,157.184433,157.3611259,157.5378189,157.5378189,157.7145119,157.8912048,0.4997632,0.2681776,0.2759785,0.2837794,0.2837794,0.2915802,0.2993811,0.0220642,17.0744762,17.5182633,17.9620504,17.9620504,18.4058375,18.8496246,1.2552195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A218_P1","110km",-1.7011597,1.3602269,3.8305721,3.5953516,5.7161787,8.7912178,2.5868707,0.0222441,0.0303804,0.0327562,0.0321863,0.034965,0.0380314,0.0035257,0.9039452,3.2797751,5.002214,6.2192531,8.2717991,18.4023209,4.2119325,-5.9491529,1.3189971,3.036691,3.5029676,5.2351251,17.6127377,3.7086635,35.6930351,47.3593121,51.6151142,56.6571545,55.8742352,188.483139,20.7165134,-0.0336692,0.0923007,0.1325212,0.1389209,0.1576706,0.5527771,0.0857349,0.2460739,1.8852192,3.7152488,4.5774336,6.142575,16.4058437,3.649522,-15.1582785,-0.2843288,0.5200723,0.6974233,2.5678108,11.6189938,3.4490776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A218_P1","1km",-6.9689743,0.9691133,3.3871008,3.2964857,5.7167809,9.0009445,2.7994156,0.0210401,0.0297602,0.0327372,0.03196,0.0347416,0.0387675,0.0038135,0.0323293,0.1627045,0.453198,0.7811532,1.0646588,3.537524,0.8588881,-3.4968665,-0.1192565,0.0217071,0.1022229,0.2672258,3.5258307,0.6948392,24.1272411,45.9868364,50.8147488,56.7026146,56.6933193,286.7503662,24.6824534,-0.1107122,0.0867104,0.1270278,0.142378,0.1628632,1.1009171,0.0992091,0.0084492,0.0331471,0.0713085,0.1111813,0.1495589,0.4616447,0.1094685,-0.4561308,-0.0289463,0.0005775,-0.0009394,0.0296408,0.4613617,0.0912585,-0.022552,0.0176629,0.0258755,0.0290024,0.0331752,0.2242565,0.0202089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A218_P1","25km",-3.9755882,1.0212208,3.4861095,3.388456,5.7418123,9.1510788,2.7300924,0.0212095,0.0298487,0.0328053,0.0320231,0.0348483,0.0386592,0.0038012,0.4678895,1.498261,2.9245894,3.6645088,4.9759951,11.2607307,2.7812354,-10.9170427,-0.0400491,1.0446734,1.322751,2.7117897,11.0044489,2.6497715,30.3620701,46.4133568,51.0188789,57.306203,55.9226265,233.5375366,24.6814481,-0.0878432,0.0882331,0.1288951,0.1439901,0.1623774,0.8294514,0.098576,0.1359698,0.7576504,1.4932398,1.8831224,2.5635555,6.5132031,1.5025992,-6.0056939,-0.355866,0.0621011,0.2078036,0.890356,6.3110862,1.4007945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A218_P1","50km",-3.0354692,1.0664793,3.4903522,3.3750633,5.6878559,8.6934204,2.6628954,0.0216507,0.0299285,0.0328243,0.0320479,0.0348359,0.038527,0.0037515,0.5762161,1.9804562,3.7084572,4.7893052,6.6156635,15.3933182,3.8249309,-13.4275665,0.1807369,1.6885071,2.0590713,3.8730589,14.9568129,3.3791522,31.6773567,46.7202454,51.2467461,57.9919122,56.0051327,211.9042664,24.9169431,-0.0635278,0.090055,0.1299666,0.1443241,0.1612202,0.7525094,0.0983459,0.1693545,1.1820122,2.2672534,2.6615694,3.6469325,8.8864784,1.9967244,-8.1508512,-0.3481254,0.229454,0.4673945,1.4788871,8.0924864,1.8870811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A22_P1","110km",-2.7220278,-0.1955555,5.4648903,7.5264497,17.6634811,18.4067108,8.5483095,0.0056896,0.0069349,0.0077738,0.0074457,0.008144,0.0085184,0.0009374,0.0530851,0.0680011,0.0905229,0.0881034,0.1014113,0.1222835,0.0248625,0.0530811,0.0678902,0.0902267,0.0880022,0.1013705,0.1221342,0.0248148,49.8633881,65.9972305,132.2431335,134.3006694,167.6718445,223.305191,64.6721941,-0.197684,-0.1643386,-0.0999869,-0.118569,-0.0797778,-0.0116949,0.0638544,-0.4071617,-0.2853706,-0.1360907,-0.193499,-0.0914319,-0.0285192,0.1318385,0.011644,0.0910218,0.1346476,0.1697743,0.2527239,0.3240711,0.1065363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A22_P1","1km",-11.8205284,-3.243821,-1.8799164,-1.6740144,-0.1813446,7.9333412,2.7850219,0.0071142,0.0073966,0.0075234,0.0075559,0.0077331,0.0080012,0.00022,0.0038625,0.0071331,0.0106737,0.0124218,0.0160285,0.0352985,0.0069478,-0.0342872,-0.004059,0.0020361,0.0010673,0.0061675,0.0339289,0.0084578,50.1387672,101.4085007,127.5555267,129.1469781,154.3889771,212.1554718,33.8758942,-0.1668436,-0.1079992,-0.0858917,-0.0876438,-0.0636907,-0.0250953,0.0298828,-0.0392657,-0.014589,-0.0083037,-0.0112637,-0.0052445,-0.0027292,0.008299,-0.0338239,-0.0039459,0.0009168,0.0009416,0.0057516,0.0385122,0.0084979,-0.0245768,-0.0159088,-0.0126522,-0.0129103,-0.0093819,-0.0036966,0.0044019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A22_P1","25km",-3.9020382,-1.4524487,-0.701916,-0.1489698,0.5072445,4.9055588,2.3043368,0.0068716,0.007121,0.0074777,0.0075049,0.0078305,0.0082454,0.0004399,0.0457225,0.0642636,0.1235504,0.1480797,0.1459704,0.447093,0.1184548,-0.3312433,-0.1120912,0.0383714,-0.0131229,0.0645064,0.111564,0.1208218,47.2606354,80.3242607,104.7040253,115.5726132,149.164753,208.7807007,46.7786405,-0.175418,-0.1030455,-0.0715475,-0.0811958,-0.0460808,-0.0255335,0.042598,-0.1173507,-0.0705319,-0.0481192,-0.0575753,-0.0367297,-0.0247489,0.029425,-0.0190417,0.0170046,0.0316186,0.0360513,0.0553102,0.0936152,0.0303865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A22_P1","50km",-1.565878,-1.3918329,-1.1743993,-0.5361021,0.567022,0.8845777,1.1656919,0.0070515,0.0074758,0.0076098,0.0076473,0.0080182,0.0080811,0.0004218,0.1724285,0.1986003,0.1988389,0.2088112,0.2076226,0.2665654,0.0348725,0.1196125,0.1711474,0.1823189,0.1745204,0.1941002,0.2054232,0.0332619,77.8949127,87.8569489,115.2776489,121.1663177,140.078186,184.7238922,43.0517973,-0.1504193,-0.1016374,-0.0881491,-0.0882911,-0.0562372,-0.0450124,0.041649,-0.0971758,-0.07919,-0.0648317,-0.0660322,-0.0506737,-0.0382898,0.0231841,0.0161408,0.0358228,0.0542103,0.049147,0.0581994,0.0813617,0.0245576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A220_P1","110km",0.8916908,6.5933475,10.0893501,11.0446364,15.5621555,23.5374649,5.5219839,-0.0071771,0.0019695,0.0060023,0.0054069,0.00907,0.0191438,0.0052003,-0.4877649,0.1687765,0.4801397,0.5235003,0.9068247,1.8452059,0.5713939,-1.2029138,0.1415451,0.3520353,0.4478585,0.7103695,1.8403317,0.4644644,8.3492355,31.0573177,54.4230938,59.2761876,83.3085499,225.5548248,32.41421,-0.032697,0.0208671,0.0409531,0.0481471,0.0698004,0.2269225,0.0375197,-0.0742365,0.4284755,0.8852333,1.1065148,1.5742752,3.8025134,0.9150355,-3.1494267,-0.0865415,0.0995294,0.3342005,0.6809385,3.7467864,0.9206203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A220_P1","1km",-5.6248753,7.4563099,10.8928253,11.5468719,15.8173489,24.8746399,5.3067363,-0.0086765,0.0006059,0.0052728,0.0045803,0.0080108,0.0198408,0.0051643,-0.1277546,0.0051257,0.0387825,0.1038791,0.1423912,0.7247925,0.1903811,-0.6820921,-0.0109282,0.0079033,0.0407927,0.0567472,0.7234055,0.1458522,5.346024,30.3545885,56.0095387,59.7038431,84.8563919,265.4736633,33.9292173,-0.0590866,0.0175848,0.0385468,0.0463062,0.0701582,0.2020788,0.0400716,-0.0048157,0.0102184,0.0299128,0.0579671,0.0748933,0.3015128,0.0726125,-0.3007583,-0.0134118,-0.000158,-0.0005359,0.012232,0.299807,0.0552688,-0.0136845,0.0040726,0.0089275,0.0107245,0.0162487,0.0468015,0.0092806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A220_P1","25km",-0.953821,7.3473612,10.8691742,11.522977,15.8625496,24.6151825,5.3293437,-0.0086644,0.0008702,0.0054261,0.0047826,0.0082771,0.0195995,0.0052518,-0.5404994,0.0450451,0.2111902,0.2876534,0.5359536,1.4114397,0.4595938,-1.334093,0.0178169,0.139717,0.2270554,0.4122977,1.4094843,0.3445545,5.674901,30.834527,55.4716606,59.7405323,84.9378338,250.1365509,33.6413663,-0.0538489,0.0180867,0.0392624,0.0467058,0.0704985,0.1867335,0.0397132,-0.088439,0.1468279,0.4588757,0.6411733,0.9660257,2.415206,0.6261836,-2.4134872,-0.0817566,0.029844,0.1196717,0.2870984,2.3712454,0.5401398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A220_P1","50km",0.1280247,7.2993462,10.6130386,11.3806071,15.6606461,24.2833466,5.2511091,-0.0082441,0.0010816,0.0054372,0.0048109,0.0082467,0.0194937,0.0051769,-0.5663427,0.0721722,0.2960068,0.3712988,0.6971702,1.6229774,0.5209574,-1.466993,0.0471564,0.2137004,0.2975976,0.5184579,1.6190579,0.4122761,6.6300015,31.0187607,55.2698288,59.5280708,84.4321136,232.0121307,32.8743228,-0.0481007,0.0187365,0.0395009,0.0462844,0.0687054,0.1678668,0.0382128,-0.1031821,0.2135357,0.6098644,0.795409,1.1247146,2.9550817,0.7480393,-2.7415826,-0.0769038,0.0581956,0.2150914,0.4388875,2.9322953,0.6664328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A221_P1","110km",1.8775732,6.8171621,10.6026833,11.0048083,14.9342968,23.1552078,5.062962,0.0128142,0.0193145,0.0229984,0.0234809,0.0275012,0.0389979,0.0054272,1.2926919,1.8600334,2.4329576,2.5201452,3.0840321,4.1175442,0.7481054,0.6202957,1.7159519,2.1790078,2.3027093,2.9265163,4.0705318,0.7532162,61.4290009,75.8562489,88.6650505,89.2783203,102.0511341,130.1017914,16.420654,-0.3169271,-0.0961635,0.0430088,0.0195813,0.146628,0.2642337,0.1524515,-8.5147972,-3.0239444,0.7227382,0.1914406,3.3536615,6.7220659,3.9764775,-5.1860013,0.2959031,1.3529705,1.4236924,2.625087,8.5086966,2.1660696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
